Homebred,homebred,s,PersonProperty,0
stage,stage,s,SenseObject,0
disease,disease,c,StandardsNeg,0
",",",",n,,0
(,(,c,,0
So,so,s,,0
ouer-worne,ouer-worne,c,UNRECOGNIZED,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
tirde,tirde,s,UNRECOGNIZED,0
and,and,s,,0
stale,stale,c,Negativity,0
",",",",n,,0
Not,not,s,DenyDisclaim,0
Satyring,satyring,s,UNRECOGNIZED,0
but,but,s,Resistance,0
to,to,s,Resistance,1
rail,rail,c,SenseObject,0
",",",",c,,0
),),n,,0
May,may,s,Contingency,0
win,win,s,ReportingEvents,0
your,your,s,DirectAddress,0
favors,favors,c,Positivity,0
",",",",s,,0
and,and,s,,0
inherit,inherit,n,CommonAuthorities,0
But,but,s,Resistance,0
calm,calm,s,StandardsPos,0
acceptance,acceptance,s,StandardsPos,1
for,for,s,,0
his,his,s,PersonPronoun,0
merit,merit,c,StandardsPos,0
:,:,n,,0
A,a,s,,0
vows,vows,s,Intensity,0
by,by,s,,0
Paper,paper,c,,0
",",",",s,,0
Pen,pen,s,SenseObject,0
and,and,s,,0
Ink,ink,c,SenseObject,0
",",",",n,,0
And,and,s,,0
by,by,s,,0
the,the,s,StandardsPos,0
learned,learned,s,StandardsPos,1
Sisters,sisters,s,PersonProperty,0
drink,drink,c,Motions,0
",",",",n,,0
To,to,s,,0
spend,spend,s,SubjectiveTime,0
his,his,s,SubjectiveTime,1
Time,time,c,SubjectiveTime,2
",",",",s,,0
his,his,s,PersonPronoun,0
Lamps,lamps,c,SenseObject,0
",",",",s,,0
his,his,s,PersonPronoun,0
Oil,oil,c,SenseObject,0
",",",",n,,0
And,and,s,,0
never,never,s,Biographical_Time,0
cease,cease,s,Biographical_Time,1
his,his,s,PersonPronoun,0
brain,brain,s,SenseObject,0
to,to,s,,0
toil,toil,c,Negativity,0
",",",",n,,0
Till,till,s,AbstractConcepts,0
from,from,s,,0
the,the,s,,0
silent,silent,s,SenseProperty,0
hours,hours,s,TimeDuration,0
of,of,s,TimeDuration,1
night,night,c,,0
",",",",n,,0
He,he,s,PersonPronoun,0
does,does,s,ReportingEvents,0
produce,produce,s,AbstractConcepts,0
for,for,s,DirectAddress,0
your,your,s,DirectAddress,1
delight,delight,c,Positivity,0
",",",",n,,0
Conceits,conceits,s,SubjectivePercept,0
so,so,s,,0
new,new,c,,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
harmless,harmless,s,SubjectivePercept,0
free,free,c,AbstractConcepts,0
",",",",n,,0
That,that,s,,0
Puritanes,puritanes,s,UNRECOGNIZED,0
themselves,themselves,s,PersonPronoun,0
may,may,s,Contingency,0
see,see,n,,0
A,a,s,,0
Play,play,c,ReportingEvents,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
not,not,s,DenyDisclaim,0
in,in,s,CommonAuthorities,0
public,public,s,CommonAuthorities,1
Preach,preach,c,Intensity,0
",",",",n,,0
That,that,s,,0
Players,players,s,PersonProperty,0
such,such,s,Intensity,0
lewd,lewd,s,Negativity,0
doctrine,doctrine,s,CommonAuthorities,0
teach,teach,n,ReportingEvents,0
That,that,s,ReportingEvents,1
their,their,s,PersonPronoun,0
pure,pure,s,StandardsPos,0
joints,joints,s,SenseObject,0
do,do,s,Intensity,0
quake,quake,s,Motions,0
and,and,s,,0
tremble,tremble,c,Motions,0
",",",",n,,0
When,when,s,TimeShift,0
they,they,s,TimeShift,1
do,do,s,Intensity,0
see,see,s,,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
resemble,resemble,n,Resemblances,0
The,the,s,SenseProperty,0
Picture,picture,s,SenseProperty,1
of,of,s,SenseProperty,2
a,a,s,,0
Villain,villain,c,Negativity,0
:,:,s,,0
This,this,n,,0
As,as,s,TimeDuration,0
he,he,s,TimeDuration,1
a,a,s,Positivity,0
friend,friend,s,Positivity,1
to,to,s,,0
Muses,muses,s,PrivateThinking,0
is,is,c,ReportingStates,0
",",",",n,,0
To,to,s,DirectAddress,0
you,you,s,DirectAddress,1
by,by,s,DirectAddress,2
me,me,s,FirstPer,0
a,a,s,,0
gives,gives,s,StandardsPos,0
his,his,s,StandardsPos,1
word,word,c,StandardsPos,2
",",",",n,,0
Is,is,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
his,his,s,PersonPronoun,0
Play,play,s,ReportingEvents,0
does,does,s,ReportingEvents,0
now,now,s,Immediacy,0
afford,afford,c,Positivity,0
.,.,nn,,0
IN,in,s,,0
this,this,s,,0
disguise,disguise,c,SubjectivePercept,0
",",",",s,,0
(,(,c,,0
ere,ere,s,ProjectBack,0
scarce,scarce,s,Negativity,0
my,my,s,FirstPer,0
mourning,mourning,s,Sad,0
robes,robes,c,SenseObject,0
),),n,,0
Could,could,s,Contingency,0
have,have,s,Contingency,1
a,a,s,Contingency,2
general,general,s,AbstractConcepts,0
note,note,c,SenseObject,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
forsook,forsook,c,ReportingStates,0
",",",",n,ReportingStates,1
My,my,s,FirstPer,0
shape,shape,c,AbstractConcepts,0
",",",",s,,0
my,my,s,Autobio,0
mother,mother,c,Autobio,1
*,*,s,,0
and,and,s,,0
those,those,s,,0
rich,rich,s,Positivity,0
demeanes,demeanes,c,UNRECOGNIZED,0
",",",",n,,0
Of,of,s,Specifiers,0
which,which,s,Specifiers,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
sole,sole,s,SenseObject,0
heir,heir,c,PersonProperty,0
",",",",s,,0
and,and,s,Immediacy,0
now,now,s,Immediacy,1
resolve,resolve,c,StandardsPos,0
",",",",n,,0
In,in,s,,0
this,this,s,,0
disguise,disguise,s,SubjectivePercept,0
of,of,s,,0
Page,page,s,SenseObject,0
to,to,s,,0
follow,follow,s,,0
him,him,c,PersonPronoun,0
",",",",n,,0
Whose,whose,s,PersonPronoun,0
love,love,s,Positivity,0
first,first,s,Sequence,0
caused,caused,s,Cause,0
me,me,s,FirstPer,0
to,to,s,ProjectAhead,0
assume,assume,s,ProjectAhead,1
this,this,s,,0
shape,shape,c,AbstractConcepts,0
.,.,n,,0
Lord,lord,s,CommonAuthorities,0
how,how,s,,0
my,my,s,FirstPer,0
feminine,feminine,s,PersonProperty,0
blood,blood,s,SenseObject,0
stirs,stirs,s,Motions,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
sight,sight,n,SenseProperty,0
Of,of,s,,0
these,these,s,Immediacy,0
same,same,s,Comparison,0
breeches,breeches,c,SenseObject,0
",",",",s,,0
me,me,s,FirstPer,0
thinks,thinks,s,PrivateThinking,0
this,this,s,,0
cod-peece,cod-peece,n,UNRECOGNIZED,0
Should,should,s,Insist,0
betray,betray,s,Anger,0
me,me,c,Anger,1
:,:,s,,0
well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,Metadiscourse,0
will,will,s,Metadiscourse,1
try,try,s,Metadiscourse,2
the,the,s,Negativity,0
worst,worst,c,Negativity,1
",",",",n,,0
Hither,hither,s,SpaceRelation,0
they,they,s,Citations,0
say,say,s,Citations,1
he,he,s,PersonPronoun,0
usually,usually,s,RecurringEvents,0
does,does,s,ReportingEvents,0
come,come,c,DirectAddress,0
",",",",n,DirectAddress,1
Whom,whom,s,PersonPronoun,0
I,i,s,FirstPer,0
so,so,s,Intensity,0
much,much,s,Intensity,1
affect,affect,c,ReportingEvents,0
",",",",s,,0
what,what,s,,0
makes,makes,s,ReportingEvents,0
he,he,s,PersonPronoun,0
here,here,n,SpaceRelation,0
In,in,s,SpaceRelation,1
the,the,s,SenseObject,0
skirts,skirts,s,SenseObject,1
of,of,s,,0
Holborne,holborne,c,UNRECOGNIZED,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
near,near,s,SpaceRelation,0
the,the,s,SpaceRelation,1
field,field,c,SenseObject,0
",",",",n,,0
And,and,s,,0
at,at,s,SpaceRelation,0
a,a,s,SpaceRelation,1
garden,garden,s,SpaceRelation,2
house,house,c,SenseObject,0
",",",",s,,0
a,a,s,,0
has,has,s,ReportingEvents,0
some,some,s,ReportingEvents,1
punke,punke,n,UNRECOGNIZED,0
Upon,upon,s,,0
my,my,s,Autobio,0
life,life,c,Autobio,1
:,:,s,,0
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
here,here,s,SpaceRelation,0
he,he,s,PersonPronoun,0
comes,comes,c,ReportingEvents,0
.,.,n,,0
God,god,s,CommonAuthorities,0
save,save,s,DirectAddress,0
you,you,s,DirectAddress,1
sir,sir,c,PersonProperty,0
:,:,s,,0
your,your,s,DirectAddress,0
name,name,s,DirectAddress,1
unless,unless,s,Contingency,0
I,i,s,FirstPer,0
err,err,c,StandardsNeg,0
",",",",n,,0
Is,is,s,Positive_Attribution,0
master,master,s,Positive_Attribution,1
Thomas,thomas,s,,0
Boutcher,boutcher,c,UNRECOGNIZED,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
sweet,sweet,s,SenseProperty,0
boy,boy,c,PersonProperty,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,s,,0
letter,letter,s,SenseObject,0
for,for,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nnn,OpenQuery,0
From,from,s,OpenQuery,1
whom,whom,s,OpenQuery,2
is,is,s,Question,0
it,it,c,Question,1
",",",",nnn,,0
The,the,s,,0
inside,inside,s,SpaceRelation,0
sir,sir,s,PersonProperty,0
will,will,s,PredictedFuture,0
tell,tell,s,DirectAddress,0
you,you,c,DirectAddress,1
:,:,s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
see,see,n,Curiosity,0
What,what,s,Curiosity,1
love,love,s,Positivity,0
he,he,s,PersonPronoun,0
bears,bears,s,SenseObject,0
me,me,s,FirstPer,0
now,now,c,Immediacy,0
.,.,nn,,0
Thou,thou,s,DirectAddress,0
Art,art,s,AbstractConcepts,0
welcome,welcome,s,Positivity,0
boy,boy,c,PersonProperty,0
.,.,n,Curiosity,0
How,how,s,Curiosity,1
does,does,s,Curiosity,2
the,the,s,Positivity,0
fair,fair,s,Positivity,1
Constantia,constantia,s,UNRECOGNIZED,0
Somerfield,somerfield,c,UNRECOGNIZED,0
",",",",n,,0
My,my,s,FirstPer,0
noble,noble,s,StandardsPos,0
mistress,mistress,c,PersonProperty,0
.,.,nn,,0
I,i,s,FirstPer,0
left,left,s,SceneShift,0
her,her,s,SceneShift,1
in,in,s,StandardsPos,0
health,health,c,StandardsPos,1
.,.,nnn,,0
She,she,s,PersonPronoun,0
gives,gives,s,,0
thee,thee,s,DirectAddress,0
here,here,s,SpaceRelation,0
good,good,s,StandardsPos,0
words,words,c,StandardsPos,1
",",",",s,,0
and,and,s,,0
for,for,s,SubjectivePercept,0
her,her,s,SubjectivePercept,1
sake,sake,c,SenseObject,0
",",",",n,,0
Thou,thou,s,Imperative,0
shall,shall,s,Imperative,1
not,not,s,Imperative,2
want,want,s,ProjectAhead,0
a,a,s,CommonAuthorities,0
master,master,c,CommonAuthorities,1
",",",",s,,0
be,be,s,ReportingStates,0
mine,mine,s,FirstPer,0
for,for,s,Intensity,0
ever,ever,c,Intensity,1
.,.,nn,,0
I,i,s,Acknowledge,0
thank,thank,s,Acknowledge,1
you,you,s,Acknowledge,2
sir,sir,c,PersonProperty,0
:,:,s,,0
now,now,s,Immediacy,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
see,see,s,,0
the,the,s,,0
Punke,punke,c,UNRECOGNIZED,0
.,.,nnn,Question,0
Who,who,s,Question,1
knocks,knocks,s,Motions,0
so,so,s,SubjectiveTime,0
fast,fast,c,SubjectiveTime,1
?,?,s,Question,0
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
',',c,,0
twas,twas,s,ProjectBack,0
you,you,c,DirectAddress,0
",",",",s,,0
what,what,s,,0
news,news,c,Updates,0
.,.,nnn,,0
You,you,s,DirectAddress,0
know,know,s,DirectAddress,1
my,my,s,FirstPer,0
business,business,s,AbstractConcepts,0
well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,FirstPer,0
sing,sing,s,Motions,0
one,one,s,Numbers,0
song,song,c,SenseObject,0
.,.,nnn,,0
Foot,foot,c,SenseObject,0
",",",",s,,0
what,what,s,OpenQuery,0
would,would,s,OpenQuery,1
you,you,s,OpenQuery,2
have,have,s,OpenQuery,3
me,me,s,FirstPer,0
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
my,my,s,FirstPer,0
land,land,s,AbstractConcepts,0
is,is,s,ReportingStates,0
gone,gone,c,ReportingStates,0
",",",",n,ReportingStates,1
My,my,s,FirstPer,0
credit,credit,s,StandardsPos,0
of,of,s,,0
less,less,s,Comparison,0
trust,trust,s,Confidence,0
then,then,s,,0
Courtiers,courtiers,s,PersonProperty,0
words,words,n,LangRef,0
To,to,s,,0
men,men,s,PersonProperty,0
of,of,s,PersonProperty,1
judgment,judgment,c,PrivateThinking,0
",",",",s,,0
and,and,s,,0
for,for,s,,0
my,my,s,FirstPer,0
debts,debts,n,Negativity,0
I,i,s,FirstPer,0
might,might,s,Contingency,0
deserve,deserve,s,CommonAuthorities,0
a,a,s,CommonAuthorities,1
Knighthood,knighthood,c,CommonAuthorities,0
;,;,s,,0
what,what,s,ProjectAhead,0
is,is,s,ProjectAhead,1
to,to,s,ProjectAhead,2
be,be,s,ProjectAhead,3
done,done,c,ReportingStates,0
?,?,n,Question,0
The,the,s,,0
Knight,knight,s,PersonProperty,0
my,my,s,Autobio,0
father,father,s,Autobio,1
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
once,once,s,TimeShift,0
vouchsafe,vouchsafe,n,ProjectAhead,0
To,to,s,ProjectAhead,1
call,call,s,Request,0
me,me,s,Request,1
son,son,c,PersonProperty,0
;,;,s,,0
That,that,s,,0
little,little,s,SenseProperty,0
land,land,s,ReportingEvents,0
a,a,s,ReportingEvents,1
gave,gave,c,ReportingStates,0
",",",",n,ReportingStates,1
Throat,throat,s,SenseObject,0
the,the,s,,0
Lawyer,lawyer,s,PersonProperty,0
swallowed,swallowed,s,ReportingEvents,0
at,at,s,AbstractConcepts,0
one,one,s,AbstractConcepts,1
gob,gob,c,SenseObject,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
less,less,s,Comparison,0
then,then,s,,0
half,half,s,SenseObject,0
the,the,s,SenseObject,1
worth,worth,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
for,for,s,,0
the,the,s,,0
City,city,n,CommonAuthorities,0
There,there,s,,0
be,be,s,ReportingStates,0
so,so,s,Intensity,0
many,many,s,Intensity,1
rascals,rascals,c,Negativity,0
",",",",s,,0
and,and,s,,0
tall,tall,s,SenseProperty,0
yeomen,yeomen,n,PersonProperty,0
Would,would,s,ProjectBack,0
hang,hang,s,SpaceRelation,0
upon,upon,s,SpaceRelation,1
me,me,s,FirstPer,0
for,for,s,,0
their,their,s,PersonPronoun,0
maintenance,maintenance,c,AbstractConcepts,0
",",",",n,Future_Question,0
Should,should,s,Future_Question,1
I,i,s,FirstPer,0
but,but,s,Resistance,0
peep,peep,s,Motions,0
or,or,s,,0
step,step,s,Sequence,0
within,within,s,,0
the,the,s,SenseObject,0
gates,gates,c,SenseObject,1
",",",",n,,0
That,that,s,,0
I,i,s,SelfReluctance,0
am,am,s,SelfReluctance,1
forced,forced,s,SelfReluctance,2
only,only,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
ease,ease,s,Reassure,0
my,my,s,Responsibility,0
charge,charge,c,Responsibility,1
",",",",n,,0
To,to,s,,0
live,live,s,SpaceRelation,0
here,here,s,SpaceRelation,1
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
suburbs,suburbs,c,SpaceRelation,2
:,:,s,,0
or,or,s,,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
town,town,n,SpaceRelation,2
To,to,s,,0
walk,walk,s,Motions,0
in,in,s,,0
Tenebris,tenebris,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,FirstPer,0
tell,tell,s,DirectAddress,0
you,you,s,DirectAddress,1
sir,sir,c,PersonProperty,0
",",",",n,,0
Your,your,s,DirectAddress,0
best,best,s,DirectAddress,1
retierd,retierd,s,UNRECOGNIZED,0
life,life,s,AbstractConcepts,0
is,is,s,ReportingStates,0
an,an,s,ReportingStates,1
honest,honest,s,StandardsPos,0
Punke,punke,n,UNRECOGNIZED,0
In,in,s,,0
a,a,s,,0
thatcht,thatcht,s,UNRECOGNIZED,0
house,house,s,SpaceRelation,0
with,with,s,SpaceRelation,1
Garlike,garlike,c,UNRECOGNIZED,0
:,:,s,,0
tell,tell,s,,0
not,not,s,DenyDisclaim,0
me,me,c,FirstPer,0
",",",",n,,0
My,my,s,FirstPer,0
Punk's,punk's,s,UNRECOGNIZED,0
my,my,s,FirstPer,0
Punke,punke,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
noble,noble,s,StandardsPos,0
Letchery,letchery,n,UNRECOGNIZED,0
Sticks,sticks,s,Intensity,0
by,by,s,Intensity,1
a,a,s,PersonProperty,0
man,man,c,PersonProperty,1
",",",",s,,0
when,when,s,,0
all,all,s,Generalization,0
his,his,s,Generalization,1
friends,friends,s,StandardsPos,0
forsake,forsake,s,Resistance,0
him,him,c,Resistance,1
.,.,nn,,0
The,the,s,,0
Pox,pox,s,StandardsNeg,0
it,it,s,PredictedFuture,0
will,will,c,PredictedFuture,1
",",",",s,,0
art,art,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
so,so,s,StandardsNeg,0
senseless,senseless,s,StandardsNeg,1
grown,grown,c,ReportingStates,0
",",",",n,ReportingStates,1
So,so,s,Intensity,0
much,much,s,Intensity,1
indeared,indeared,s,UNRECOGNIZED,0
to,to,s,,0
thy,thy,s,DirectAddress,0
bestiall,bestiall,s,UNRECOGNIZED,0
lust,lust,c,Intensity,0
",",",",n,,0
That,that,s,,0
thy,thy,s,DirectAddress,0
original,original,s,CommonAuthorities,0
worth,worth,s,AbstractConcepts,0
should,should,s,Insist,0
lie,lie,s,Motions,0
extinct,extinct,n,Transformation,0
And,and,s,,0
buried,buried,s,Negativity,0
in,in,s,Negativity,1
thy,thy,s,DirectAddress,0
shame,shame,c,StandardsNeg,0
?,?,s,Question,0
far,far,s,SpaceRelation,0
be,be,s,ReportingStates,0
such,such,s,Intensity,0
thoughts,thoughts,n,PrivateThinking,0
From,from,s,,0
spirits,spirits,s,SubjectivePercept,0
free,free,s,AbstractConcepts,0
and,and,s,,0
noble,noble,c,StandardsPos,0
:,:,s,,0
begin,begin,s,Sequence,0
to,to,s,Sequence,1
live,live,c,,0
",",",",n,,0
Know,know,s,Confidence,0
thy,thy,s,DirectAddress,0
self,self,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
whence,whence,s,SpaceRelation,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
derived,derived,c,ReportingStates,0
",",",",n,ReportingStates,1
I,i,s,FirstPer,0
know,know,s,Confidence,0
that,that,s,Confidence,1
competent,competent,s,StandardsPos,0
state,state,s,,0
thy,thy,s,DirectAddress,0
father,father,s,PersonProperty,0
gave,gave,c,ReportingStates,0
",",",",n,ReportingStates,1
Cannot,cannot,s,DenyDisclaim,0
be,be,s,DenyDisclaim,1
yet,yet,s,Resistance,0
consumed,consumed,c,ReportingStates,0
.,.,nn,ReportingStates,1
It,it,s,,0
Is,is,s,ReportingStates,0
gone,gone,s,ProjectBack,0
by,by,s,ProjectBack,1
Heaven,heaven,c,Positivity,0
",",",",n,,0
Not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
denier,denier,s,Negativity,0
is,is,s,ReportingStates,0
left,left,c,ReportingStates,0
.,.,nn,ReportingStates,1
It,it,s,,0
Is,is,s,ReportingStates,0
impossible,impossible,c,StandardsNeg,0
.,.,nnn,,0
Impossible,impossible,s,StandardsNeg,0
zart,zart,c,OralCues,0
*,*,s,,0
I,i,s,Autobio,0
have,have,s,Autobio,1
had,had,s,Autobio,2
two,two,s,Numbers,0
suckers,suckers,c,Negativity,0
",",",",n,,0
Able,able,s,StandardsPos,0
to,to,s,StandardsPos,1
spend,spend,s,ReportingEvents,0
the,the,s,ReportingEvents,1
wealthy,wealthy,s,Positivity,0
Craesus,craesus,s,UNRECOGNIZED,0
store,store,c,SenseObject,0
.,.,nn,Question,0
What,what,s,Question,1
are,are,s,Question,2
they,they,c,,0
?,?,nnn,Question,0
Why,why,s,Question,0
a,a,s,,0
Lawyer,lawyer,s,PersonProperty,0
and,and,s,,0
a,a,s,,0
Whore,whore,c,Negativity,0
",",",",n,,0
See,see,s,DirectAddress,0
here,here,s,DirectAddress,1
comes,comes,s,ReportingEvents,0
one,one,c,Numbers,0
",",",",s,,0
do,do,s,Intensity,0
think,think,s,PrivateThinking,0
this,this,s,,0
petti-coate,petti-coate,c,UNRECOGNIZED,0
",",",",n,,0
A,a,s,,0
perfumed,perfumed,s,SenseProperty,0
smock,smock,c,SenseObject,0
",",",",s,,0
and,and,s,,0
twice,twice,s,RecurringEvents,0
a,a,s,RecurringEvents,1
week,week,s,RecurringEvents,2
a,a,s,,0
bathe,bathe,c,Motions,0
",",",",n,,0
Can,can,s,Contingency,0
be,be,s,Contingency,1
maintained,maintained,s,TimeDuration,0
with,with,s,TimeDuration,1
half,half,s,TimeDuration,0
a,a,s,TimeDuration,1
years,years,s,TimeDuration,2
reuenews,reuenews,c,UNRECOGNIZED,0
",",",",n,,0
No,no,s,DenyDisclaim,0
by,by,s,,0
Heaven,heaven,c,Positivity,0
",",",",s,,0
we,we,s,,0
Annual,annual,s,RecurringEvents,0
younger,younger,s,Comparison,0
brothers,brothers,c,PersonProperty,0
",",",",n,,0
Must,must,s,Insist,0
go,go,s,Intensity,0
to,to,s,Intensity,1
it,it,s,Intensity,2
by,by,s,,0
hole-sale,hole-sale,c,UNRECOGNIZED,0
",",",",s,,0
by,by,s,,0
hole-sale,hole-sale,s,UNRECOGNIZED,0
man,man,n,PersonProperty,0
These,these,s,Immediacy,0
creatures,creatures,s,SenseObject,0
are,are,s,ReportingStates,0
maintaind,maintaind,c,UNRECOGNIZED,0
:,:,s,,0
her,her,s,PersonPronoun,0
very,very,s,Intensity,0
face,face,n,SenseObject,0
Has,has,s,,0
cost,cost,s,AbstractConcepts,0
a,a,s,,0
hundred,hundred,s,Numbers,0
pound,pound,c,Motions,0
.,.,nn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
thank,thank,s,Acknowledge,0
your,your,s,Acknowledge,1
self,self,c,SubjectivePercept,0
.,.,nnn,,0
They,they,s,,0
keep,keep,s,TimeDuration,0
this,this,s,,0
whore,whore,s,Negativity,0
betwixt,betwixt,s,TimeDuration,0
them,them,c,,0
.,.,nnn,,0
You,you,s,DirectAddress,0
know,know,s,DirectAddress,1
sir,sir,c,PersonProperty,0
",",",",n,,0
I,i,s,FirstPer,0
did,did,s,ReportingEvents,0
enjoy,enjoy,s,Positivity,0
a,a,s,Positivity,1
quiet,quiet,s,SenseProperty,0
country,country,s,AbstractConcepts,0
life,life,c,AbstractConcepts,1
",",",",n,,0
Spotless,spotless,s,StandardsPos,0
and,and,s,,0
free,free,c,AbstractConcepts,0
",",",",s,,0
till,till,s,AbstractConcepts,0
you,you,s,DirectAddress,0
corrupted,corrupted,s,StandardsNeg,0
me,me,c,FirstPer,0
",",",",n,,0
And,and,s,,0
brought,brought,s,ReportingEvents,0
me,me,s,FirstPer,0
to,to,s,,0
the,the,s,CommonAuthorities,0
Court,court,c,CommonAuthorities,1
",",",",s,,0
I,i,s,Autobio,0
never,never,s,Autobio,1
knew,knew,c,ReportingStates,0
",",",",n,ReportingStates,1
What,what,s,,0
sleeking,sleeking,c,SenseProperty,0
",",",",s,,0
glazing,glazing,c,SenseProperty,0
",",",",s,,0
or,or,s,,0
what,what,s,,0
pressing,pressing,s,Motions,0
meant,meant,c,SubjectivePercept,0
",",",",n,,0
Till,till,s,AbstractConcepts,0
you,you,s,DirectAddress,0
preferred,preferred,s,Positivity,0
me,me,s,FirstPer,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
Aunt,aunt,s,PersonProperty,0
the,the,s,PersonProperty,0
Lady,lady,c,PersonProperty,1
",",",",n,,0
I,i,s,SelfDisclosure,0
knew,knew,s,SelfDisclosure,1
no,no,s,DenyDisclaim,0
Iuotie,iuotie,s,UNRECOGNIZED,0
teeth,teeth,c,SenseObject,0
",",",",s,,0
no,no,s,DenyDisclaim,0
caps,caps,s,SenseObject,0
of,of,s,,0
heir,heir,c,PersonProperty,0
",",",",n,,0
No,no,s,DenyDisclaim,0
Mercury,mercury,s,SenseObject,0
