EXpect,expect,s,ProjectAhead,0
rubbish,rubbish,c,SenseObject,1
",",",",s,Resistance,0
yet,yet,n,Resistance,1
There,there,s,Uncertainty,0
may,may,s,Uncertainty,1
be,be,s,Uncertainty,2
beauties,beauties,s,StandardsPos,0
signior,signior,s,PersonProperty,0
will,will,s,PredictedFuture,0
tempt,tempt,n,SubjectivePercept,0
Your,your,s,DirectAddress,0
most,most,s,Comparison,0
fastidious,fastidious,s,SubjectivePercept,0
appetite,appetite,c,SubjectivePercept,0
",",",",s,,0
I,i,s,Fear,0
fear,fear,n,Fear,1
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
have,have,s,,0
much,much,s,Negativity,0
ado,ado,s,Negativity,1
to,to,s,,0
stave,stave,s,SenseObject,0
thee,thee,s,DirectAddress,0
from,from,s,,0
',',c,,0
em,em,c,SpaceRelation,0
",",",",nn,,0
To,to,s,,0
quit,quit,s,ReportingEvents,0
that,that,s,,0
fear,fear,s,Fear,0
le^s,le^s,s,UNRECOGNIZED,0
leave,leave,s,SceneShift,0
the,the,s,SceneShift,1
City,city,s,SceneShift,2
instantly,instantly,c,Immediacy,0
;,;,n,,0
The,the,s,,0
meal,meal,s,GenericEvents,0
wonot,wonot,s,UNRECOGNIZED,0
digest,digest,s,SenseObject,0
women,women,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
eat,eat,s,ReportingEvents,0
int,int,c,AbstractConcepts,0
.,.,n,AbstractConcepts,1
Not,not,s,DenyDisclaim,0
stave,stave,s,SenseObject,0
me,me,s,FirstPer,0
from,from,s,,0
em,em,c,SpaceRelation,0
?,?,n,Question,0
We,we,s,ReportingStates,0
are,are,s,ReportingStates,1
for,for,s,,0
the,the,s,,0
wars,wars,c,GenericEvents,0
;,;,n,,0
This,this,s,,0
town,town,s,SpaceRelation,0
will,will,s,PredictedFuture,0
turn,turn,s,,0
my,my,s,FirstPer,0
blood,blood,c,SenseObject,0
",",",",s,,0
I,i,s,FirstPer,0
wonot,wonot,s,UNRECOGNIZED,0
give,give,n,ReportingEvents,0
A,a,s,ReportingEvents,1
I^lio,i^lio,s,UNRECOGNIZED,0
for,for,s,,0
my,my,s,FirstPer,0
courage,courage,s,StandardsPos,0
i^,i^,s,UNRECOGNIZED,0
twelve,twelve,s,TimeDuration,0
hours,hours,c,TimeDuration,1
",",",",n,,0
Unless,unless,s,Contingency,0
they,they,s,,0
tie,tie,s,ReportingEvents,0
their,their,s,ReportingEvents,1
women,women,s,PersonProperty,0
^,^,c,UNRECOGNIZED,0
p,p,c,AbstractConcepts,0
.,.,nn,AbstractConcepts,1
Thou,thou,s,DirectAddress,0
have,have,c,,0
",",",",n,,0
A,a,s,PrivateThinking,0
mind,mind,s,PrivateThinking,1
to,to,s,,0
show,show,s,ReportingEvents,0
thou,thou,s,DirectAddress,0
can,can,s,Contingency,0
be,be,s,Contingency,1
satyr,satyr,c,SenseObject,0
",",",",s,,0
patience,patience,n,StandardsPos,0
But,but,s,Resistance,0
till,till,s,AbstractConcepts,0
to,to,s,,0
morrow,morrow,s,ProjectAhead,0
and,and,s,,0
we,we,s,,0
will,will,s,PredictedFuture,0
hence,hence,c,ReasonForward,0
.,.,nn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
let,let,s,ReportingEvents,0
my,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
present,present,s,,0
your,your,s,DirectAddress,0
welcome,welcome,s,Positivity,0
home,home,c,SpaceRelation,0
",",",",n,,0
You,you,s,DirectAddress,0
Have,have,s,DirectAddress,1
been,been,s,ProjectBack,0
too,too,s,Negativity,0
long,long,s,Negativity,1
a,a,s,PersonProperty,0
stranger,stranger,c,PersonProperty,1
",",",",s,,0
I,i,s,Positivity,0
am,am,s,Positivity,1
happy,happy,n,Positivity,2
To,to,s,,0
embrace,embrace,s,Positivity,0
you,you,s,DirectAddress,0
again,again,c,DirectAddress,1
.,.,nn,,0
Me,me,c,FirstPer,0
",",",",s,,0
meaning,meaning,s,LangRef,0
me,me,c,FirstPer,0
",",",",s,,0
dee,dee,s,UNRECOGNIZED,0
know,know,s,Confidence,0
me,me,c,FirstPer,0
?,?,nnn,Question,0
I,i,s,DirectAddress,0
hope,hope,s,DirectAddress,1
you,you,s,DirectAddress,2
are,are,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
jealous,jealous,s,Negative_Relation,0
of,of,s,,0
my,my,s,FirstPer,0
friendship,friendship,c,Positivity,0
",",",",n,,0
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
our,our,s,Inclusive,0
familiarity,familiarity,s,PriorKnowledge,0
before,before,n,Sequence,0
The,the,s,Sad,0
sad,sad,s,Sad,1
misfortune,misfortune,s,StandardsNeg,0
came,came,s,ReportingEvents,0
that,that,s,,0
made,made,s,DirectAddress,0
you,you,s,DirectAddress,1
banish,banish,n,Resistance,0
Your,your,s,DirectAddress,0
self,self,s,SubjectivePercept,0
from,from,s,,0
Urbin,urbin,s,UNRECOGNIZED,0
had,had,s,ProjectBack,0
possessed,possessed,s,ReportingEvents,0
you,you,s,DirectAddress,0
thoroughly,thoroughly,c,Intensity,0
",",",",n,,0
How,how,s,,0
firm,firm,s,,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
be,be,s,Intensity,0
to,to,s,Intensity,1
you,you,c,DirectAddress,0
.,.,nn,DirectAddress,0
Do,do,s,DirectAddress,1
you,you,s,DirectAddress,2
know,know,s,Confidence,0
him,him,c,PersonPronoun,0
?,?,nnn,Question,0
Do,do,s,Intensity,0
thou,thou,s,DirectAddress,0
know,know,s,Confidence,0
him,him,c,PersonPronoun,0
?,?,s,Question,0
I,i,s,FirstPer,0
nere,nere,s,UNRECOGNIZED,0
saw,saw,s,,0
his,his,s,PersonPronoun,0
eyes,eyes,s,SenseObject,0
before,before,n,Sequence,0
To,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
best,best,s,Comparison,0
memory,memory,c,PrivateThinking,0
",",",",s,,0
are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
not,not,s,DenyDisclaim,0
mistaken,mistaken,c,StandardsNeg,0
.,.,nn,,0
Perhaps,perhaps,s,Uncertainty,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
affection,affection,s,Positivity,0
which,which,s,,0
no,no,s,DenyDisclaim,0
art,art,n,AbstractConcepts,0
Has,has,s,ReceivedPOV,0
ever,ever,s,ReceivedPOV,1
made,made,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
guilty,guilty,s,Negative_Relation,0
to,to,s,,0
deserve,deserve,c,StandardsPos,0
",",",",n,,0
I,i,s,Autobio,0
never,never,s,Autobio,1
did,did,s,ReportingEvents,0
betray,betray,s,Negative_Relation,0
my,my,s,FirstPer,0
friend,friend,s,StandardsPos,0
to,to,s,,0
make,make,s,DirectAddress,0
you,you,n,DirectAddress,1
Affect,affect,s,ReportingEvents,0
these,these,s,Immediacy,0
clouds,clouds,c,SenseObject,0
",",",",s,Resistance,0
but,but,s,Resistance,1
be,be,s,Insist,0
it,it,s,Insist,1
so,so,c,Insist,2
.,.,nn,ReportingStates,0
There,there,s,ReportingStates,1
is,is,n,ReportingStates,2
But,but,s,Exceptions,0
one,one,s,Exceptions,1
half,half,s,TimeDuration,0
hour,hour,s,TimeDuration,1
added,added,s,ReportingEvents,0
to,to,s,ReportingEvents,1
our,our,s,Inclusive,0
ages,ages,n,TimeDuration,0
Since,since,s,Biographical_Time,0
first,first,s,Biographical_Time,1
we,we,s,,0
saw,saw,s,,0
the,the,s,,0
City,city,c,CommonAuthorities,0
.,.,nn,,0
In,in,s,ProjectAhead,0
good,good,s,ProjectAhead,1
time,time,c,ProjectAhead,2
.,.,n,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
bold,bold,s,Confidence,0
to,to,s,,0
acquaint,acquaint,s,ReportingEvents,0
some,some,s,Uncertainty,0
bawd,bawd,s,SubjectivePercept,0
else,else,n,Contingency,0
In,in,s,,0
whom,whom,s,PersonPronoun,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
more,more,s,Comparison,0
faith,faith,c,StandardsPos,0
.,.,nn,Question,0
What,what,s,Question,1
Riddle's,riddle's,s,UNRECOGNIZED,0
this,this,c,Immediacy,0
.,.,nnn,Immediacy,1
Is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
the,the,s,PersonProperty,0
Gentleman,gentleman,s,PersonProperty,1
o'th,o'th,s,UNRECOGNIZED,0
to,to,s,,0
sides,sides,s,AbstractConcepts,0
on^,on^,s,UNRECOGNIZED,0
wits,wits,c,StandardsPos,0
?,?,n,Question,0
What,what,s,Question,0
did,did,s,Question,1
he,he,s,Question,2
call,call,s,ReportingEvents,0
you,you,c,DirectAddress,0
.,.,nn,,0
Nay,nay,s,OralCues,0
I,i,s,FirstPer,0
know,know,s,Uncertainty,0
not,not,c,Uncertainty,1
",",",",s,DialogCues,0
he,he,n,DialogCues,1
Said,said,s,DialogCues,2
we,we,s,ProjectBack,0
had,had,s,ProjectBack,1
been,been,s,ProjectBack,2
familiar,familiar,c,PriorKnowledge,0
",",",",s,,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
dream,dream,s,PrivateThinking,0
sure,sure,c,ConfirmedThght,0
",",",",n,ConfirmedThght,1
For,for,s,,0
waking,waking,s,ReportingEvents,0
I,i,s,FirstPer,0
nere,nere,s,UNRECOGNIZED,0
saw,saw,s,,0
him,him,c,PersonPronoun,0
.,.,nn,,0
You,you,s,Insist,0
should,should,s,Insist,1
have,have,s,,0
asked,asked,s,,0
his,his,s,PersonPronoun,0
name,name,c,LangRef,0
.,.,nnn,,0
To,to,s,AbstractConcepts,0
what,what,s,AbstractConcepts,1
purpose,purpose,s,ProjectAhead,0
prithee,prithee,c,DirectAddress,0
.,.,n,Question,0
Why,why,s,Question,1
does,does,s,ReportingEvents,0
that,that,s,ReportingEvents,1
Gentleman,gentleman,s,Positivity,0
stare,stare,s,SpaceRelation,0
upon,upon,s,Immediacy,0
us,us,s,Immediacy,1
so,so,c,Intensity,0
.,.,nn,Intensity,1
Are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
returned,returned,c,ReportingStates,0
",",",",s,ReportingStates,1
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
confidence,confidence,n,StandardsPos,0
You,you,s,DirectAddress,0
may,may,s,DirectAddress,1
repent,repent,c,Negative_Relation,0
.,.,nn,Imperative,0
Save,save,s,Imperative,1
you,you,s,DirectAddress,0
signior,signior,c,PersonProperty,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
you,you,s,DirectAddress,0
too,too,c,DirectAddress,1
.,.,nnn,,0
Dee,dee,s,UNRECOGNIZED,0
mean,mean,s,,0
both,both,s,,0
on^,on^,c,UNRECOGNIZED,0
?,?,nnn,Question,0
One,one,s,Numbers,0
has,has,s,ReportingEvents,0
some,some,s,ReportingEvents,1
need,need,c,Insist,0
",",",",s,,0
yo're,yo're,s,UNRECOGNIZED,0
welcome,welcome,s,Positivity,0
Signior,signior,s,PersonProperty,0
to,to,s,,0
Urbin,urbin,c,UNRECOGNIZED,0
.,.,nnn,,0
Thank,thank,s,Acknowledge,0
you,you,c,Acknowledge,1
",",",",s,Specifiers,0
what,what,s,Specifiers,1
is,is,s,Specifiers,2
your,your,s,DirectAddress,0
name,name,s,DirectAddress,1
I,i,s,FirstPer,0
pray,pray,c,Intensity,0
.,.,nnn,,0
If,if,s,Contingency,0
you,you,s,DirectAddress,0
ha,ha,s,OralCues,0
forgot,forgot,s,Negativity,0
mine,mine,c,FirstPer,0
",",",",s,,0
I,i,s,Autobio,0
remember,remember,s,Autobio,1
Borgia,borgia,c,UNRECOGNIZED,0
.,.,n,,0
A,a,s,Positivity,0
friend,friend,s,Positivity,1
of,of,s,Positivity,2
yours,yours,c,DirectAddress,0
",",",",s,,0
desires,desires,s,Positivity,0
but,but,s,Resistance,0
to,to,s,Resistance,1
renew,renew,n,Updates,0
Acquaintance,acquaintance,s,PersonProperty,0
we'e,we'e,c,UNRECOGNIZED,0
.,.,nn,Question,0
What,what,s,Question,1
friend,friend,c,StandardsPos,0
.,.,nnn,,0
You,you,s,ConfirmExperience,0
will,will,s,ConfirmExperience,1
hear,hear,s,ConfirmExperience,2
more,more,c,Comparison,0
.,.,nnn,,0
Iigges,iigges,c,UNRECOGNIZED,0
",",",",s,,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
after,after,s,Sequence,0
him,him,s,PersonPronoun,0
and,and,s,,0
knock,knock,n,Negativity,0
Him,him,s,Negativity,1
over,over,s,Negativity,2
the,the,s,,0
pate,pate,c,SenseObject,0
.,.,nn,,0
For,for,s,,0
what,what,c,,0
.,.,nnn,,0
For,for,s,,0
looking,looking,s,ReportingEvents,0
on's,on's,n,UNRECOGNIZED,0
So,so,s,,0
scurvily,scurvily,c,UNRECOGNIZED,0
.,.,nn,,0
That,that,s,Uncertainty,0
may,may,s,Uncertainty,1
be,be,s,Uncertainty,2
dangerous,dangerous,c,Fear,0
",",",",n,,0
Did,did,s,Question,0
he,he,s,Question,1
not,not,s,DenyDisclaim,0
name,name,s,LangRef,0
Borgia,borgia,c,UNRECOGNIZED,0
.,.,nn,Resistance,0
But,but,s,Resistance,1
whether,whether,n,Contingency,0
He,he,s,PersonPronoun,0
meant,meant,s,SubjectivePercept,0
himself,himself,s,PersonPronoun,0
or,or,s,,0
you,you,s,DirectAddress,0
I,i,s,FirstPer,0
understand,understand,s,PrivateThinking,0
not,not,c,DenyDisclaim,0
.,.,nn,,0
He,he,s,PersonPronoun,0
might,might,s,SubjectivePercept,0
as,as,s,SubjectivePercept,1
well,well,s,SubjectivePercept,2
ha,ha,s,OralCues,0
called,called,s,ReportingEvents,0
me,me,s,FirstPer,0
B^thlem,b^thlem,s,UNRECOGNIZED,0
Gabor,gabor,c,UNRECOGNIZED,0
;,;,n,,0
Lets,lets,s,ReportingEvents,0
walk,walk,s,Motions,0
on,on,s,,0
still,still,c,Updates,0
.,.,nn,,0
Ha,ha,s,OralCues,0
Borgia,borgia,c,UNRECOGNIZED,0
",",",",s,,0
it,it,s,,0
is,is,s,Question,0
he,he,c,Question,1
",",",",s,,0
my,my,s,FirstPer,0
noble,noble,s,StandardsPos,0
friend,friend,s,StandardsPos,0
returned,returned,c,ReportingStates,0
",",",",n,ReportingStates,1
Welcome,welcome,c,Positivity,0
",",",",s,,0
a,a,s,,0
thousand,thousand,s,Numbers,0
welcomes,welcomes,s,Positivity,0
in,in,s,,0
thy,thy,s,DirectAddress,0
bosom,bosom,c,SenseProperty,0
;,;,n,,0
Why,why,s,Curiosity,0
do,do,s,Curiosity,1
you,you,s,DirectAddress,0
wear,wear,s,SpaceRelation,0
this,this,s,,0
strangeness,strangeness,s,Uncertainty,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
face,face,c,SenseObject,0
",",",",n,,0
Can,can,s,Question,0
a,a,s,Question,1
few,few,s,SubjectivePercept,0
years,years,s,TimeDuration,0
render,render,s,ReportingEvents,0
me,me,s,FirstPer,0
lost,lost,s,PrivateThinking,0
to,to,s,PrivateThinking,1
Borgia,borgia,c,UNRECOGNIZED,0
.,.,nn,,0
Sure,sure,s,Confidence,0
he,he,s,PersonPronoun,0
does,does,s,ReportingEvents,0
call,call,s,Request,0
me,me,s,Request,1
Borgia,borgia,c,UNRECOGNIZED,0
.,.,nnn,,0
Thou,thou,s,DirectAddress,0
were,were,n,ProjectBack,0
Unkind,unkind,s,StandardsNeg,0
in,in,s,,0
thy,thy,s,DirectAddress,0
departure,departure,c,SceneShift,0
",",",",s,,0
with,with,s,,0
what,what,s,,0
devotion,devotion,n,StandardsPos,0
Could,could,s,Contingency,0
I,i,s,Autobio,0
have,have,s,Autobio,1
been,been,s,Autobio,2
a,a,s,,0
partner,partner,s,Inclusive,0
in,in,s,Inclusive,1
thy,thy,s,DirectAddress,0
travel,travel,n,Motions,0
And,and,s,,0
have,have,s,,0
unequal,unequal,s,Comparison,0
fortune,fortune,c,ProjectAhead,0
",",",",s,,0
being,being,s,ReportingStates,0
absent,absent,n,Negativity,0
Why,why,s,Question,0
was,was,s,ProjectBack,0
not,not,s,DenyDisclaim,0
I,i,s,FirstPer,0
summond,summond,s,UNRECOGNIZED,0
to,to,s,,0
wait,wait,s,ProjectAhead,0
upon,upon,s,,0
thee,thee,n,DirectAddress,0
In,in,s,,0
any,any,s,,0
part,part,s,,0
o'th,o'th,s,UNRECOGNIZED,0
world,world,c,AbstractConcepts,0
",",",",s,Resistance,0
but,but,s,Resistance,1
again,again,s,RecurringEvents,0
welcome,welcome,c,Positivity,0
",",",",n,,0
When,when,s,,0
arrived,arrived,s,ReportingEvents,0
ye,ye,c,OralCues,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
very,very,s,Intensity,0
likesome,likesome,s,UNRECOGNIZED,0
body,body,c,SenseObject,0
",",",",n,,0
They,they,s,Inclusive,0
all,all,s,Inclusive,1
mistake,mistake,s,Negativity,0
me,me,s,FirstPer,0
thus,thus,c,ReasonForward,0
",",",",s,,0
we,we,s,,0
ha,ha,s,OralCues,0
seen,seen,s,SpaceRelation,0
no,no,s,DenyDisclaim,0
friends,friends,s,StandardsPos,0
since,since,c,,0
.,.,nn,Question,0
Is,is,s,Question,1
this,this,s,Question,2
Gentleman,gentleman,c,Positivity,0
.,.,nnn,,0
One,one,s,Numbers,0
dear,dear,s,Positivity,0
in,in,s,,0
my,my,s,FirstPer,0
acquaintance,acquaintance,c,PersonProperty,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
your,your,s,DirectAddress,0
servant,servant,c,PersonProperty,0
",",",",s,,0
thy,thy,s,DirectAddress,0
unexpected,unexpected,s,SubjectivePercept,0
sight,sight,n,SenseProperty,0
Will,will,s,PredictedFuture,0
glad,glad,s,Positivity,0
Mercutios,mercutios,s,UNRECOGNIZED,0
heart,heart,c,SenseObject,0
",",",",s,,0
your,your,s,DirectAddress,0
noble,noble,s,StandardsPos,0
father,father,n,PersonProperty,0
Who,who,s,Question,0
has,has,s,Question,1
long,long,s,SenseProperty,0
mourned,mourned,s,Sad,0
your,your,s,DirectAddress,0
absence,absence,c,Negativity,0
.,.,nn,,0
Good,good,s,SubjectiveTime,0
old,old,s,SubjectiveTime,1
man,man,c,PersonProperty,0
",",",",n,,0
He,he,s,PersonPronoun,0
will,will,s,PredictedFuture,0
rejoice,rejoice,s,Positivity,0
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
him,him,s,PersonPronoun,0
here,here,s,SpaceRelation,0
no,no,s,Confidence,0
doubt,doubt,s,Confidence,1
on,on,s,SpaceRelation,0
it,it,c,SpaceRelation,1
.,.,nn,Imperative,0
Remember,remember,s,Imperative,1
my,my,s,Autobio,0
fathers,fathers,s,Autobio,1
name,name,c,LangRef,0
.,.,nnn,,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
lost,lost,s,Negativity,0
an,an,s,Negativity,1
Uncle,uncle,c,PersonProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
all,all,s,Generalization,0
his,his,s,Generalization,1
estate,estate,n,AbstractConcepts,0
Your,your,s,DirectAddress,0
Father,father,s,PersonProperty,0
is,is,s,ReportingStates,0
possessed,possessed,s,ReportingStates,0
of,of,c,ReportingStates,1
.,.,nn,,0
Dead,dead,c,Negativity,0
!,!,nnn,,0
His,his,s,PersonPronoun,0
age,age,n,Specifiers,0
Was,was,s,ProjectBack,0
fit,fit,s,StandardsPos,0
for,for,s,StandardsPos,1
heaven,heaven,c,Positivity,0
",",",",s,,0
his,his,s,PersonPronoun,0
wealth,wealth,s,Positivity,0
is,is,s,ReportingStates,0
added,added,s,ReportingEvents,0
to,to,n,ReportingEvents,1
Your,your,s,DirectAddress,0
fathers,fathers,s,DirectAddress,1
to,to,s,,0
make,make,s,DirectAddress,0
yours,yours,s,DirectAddress,1
the,the,s,DirectAddress,2
greater,greater,s,Comparison,0
fortuue,fortuue,c,UNRECOGNIZED,0
.,.,nn,Imperative,0
Take,take,s,Imperative,1
it,it,s,,0
upon,upon,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nnn,,0
Pardon,pardon,s,Positivity,0
noble,noble,s,StandardsPos,0
friend,friend,c,StandardsPos,0
",",",",n,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
persuaded,persuaded,s,,0
time,time,s,,0
and,and,s,,0
absence,absence,s,Negativity,0
had,had,n,ProjectBack,0
Wrought,wrought,s,ReportingEvents,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
change,change,s,Transformation,0
upon,upon,s,,0
my,my,s,FirstPer,0
face,face,c,SenseObject,0
",",",",s,,0
that,that,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
man,man,n,PersonProperty,0
Would,would,s,ProjectBack,0
know,know,s,Confidence,0
me,me,s,FirstPer,0
again,again,c,RecurringEvents,0
",",",",s,Resistance,0
but,but,s,Resistance,1
tho,tho,s,LangRef,0
I,i,s,FirstPer,0
may,may,s,Contingency,0
to,to,s,,0
some,some,n,Uncertainty,0
Appear,appear,s,SubjectivePercept,0
a,a,s,PersonProperty,0
stranger,stranger,c,PersonProperty,1
",",",",s,,0
I,i,s,Insist,0
must,must,s,Insist,1
stand,stand,s,AbstractConcepts,0
discovered,discovered,n,Curiosity,0
To,to,s,,0
a,a,s,PersonProperty,0
friends,friends,s,PersonProperty,1
penetrating,penetrating,s,SenseProperty,0
eye,eye,c,SenseProperty,1
",",",",s,,0
again,again,n,RecurringEvents,0
Possessed,possessed,s,ReportingEvents,0
your,your,s,DirectAddress,0
faithful,faithful,s,StandardsPos,0
servant,servant,c,StandardsPos,1
",",",",s,Specifiers,0
what,what,s,Specifiers,1
is,is,s,Specifiers,2
my,my,s,Autobio,0
name,name,c,Autobio,1
.,.,nn,,0
Dear,dear,s,Positivity,0
Borgia,borgia,c,UNRECOGNIZED,0
.,.,nnn,,0
Borgia,borgia,s,UNRECOGNIZED,0
I,i,s,Insist,0
must,must,s,Insist,1
remember,remember,s,ProjectBack,0
you,you,c,DirectAddress,0
.,.,nnn,,0
Shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
wait,wait,s,SpaceRelation,0
on,on,s,SpaceRelation,1
you,you,s,DirectAddress,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
father,father,s,PersonProperty,0
Sir,sir,c,PersonProperty,0
.,.,nnn,Question,0
What,what,s,Question,1
were,were,s,Contingency,0
I,i,s,Contingency,1
best,best,s,StandardsPos,0
to,to,s,StandardsPos,1
do,do,c,GenericEvents,0
.,.,nnn,GenericEvents,1
Your,your,s,DirectAddress,0
sisters,sisters,s,PersonProperty,0
grown,grown,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
gallant,gallant,s,StandardsPos,0
gentlewoman,gentlewoman,c,PersonProperty,0
",",",",n,,0
The,the,s,Exceptions,0
only,only,s,Exceptions,1
beauty,beauty,s,StandardsPos,0
of,of,s,,0
Urbin,urbin,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
waits,waits,s,SpaceRelation,0
on,on,n,SpaceRelation,1
The,the,s,,0
Duchess,duchess,c,PersonProperty,0
",",",",s,,0
her,her,s,PersonPronoun,0
soft,soft,s,SenseProperty,0
lips,lips,s,SenseObject,0
will,will,s,PredictedFuture,0
seal,seal,s,SenseObject,0
your,your,s,DirectAddress,0
welcome,welcome,c,Positivity,0
.,.,nn,,0
A,a,s,Positivity,0
handsome,handsome,s,Positivity,1
gentlewoman,gentlewoman,c,PersonProperty,0
",",",",s,,0
go,go,c,ReportingEvents,0
.,.,nnn,Intensity,0
He,he,s,Intensity,1
does,does,s,Intensity,2
