O,o,s,LangRef,0
his,his,n,PersonPronoun,0
Footed,footed,s,SenseProperty,0
throne,throne,c,SenseObject,0
:,:,s,,0
Nor,nor,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
it,it,s,DenyDisclaim,2
with,with,s,,0
in,in,s,StandardsPos,0
justice,justice,s,StandardsPos,1
I,i,s,FirstPer,0
complain,complain,s,Negative_Relation,0
of,of,s,Negative_Relation,1
him,him,c,PersonPronoun,0
",",",",n,,0
Who,who,s,,0
though,though,s,Concessive,0
he,he,s,PersonPronoun,0
be,be,s,ReportingStates,0
counted,counted,s,ReportingEvents,0
a,a,s,ReportingEvents,1
great,great,s,Intensity,0
Prophet,prophet,s,ProjectAhead,0
and,and,s,,0
a,a,s,,0
Physician,physician,c,PersonProperty,0
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
sent,sent,s,ReportingEvents,0
my,my,s,FirstPer,0
Master,master,s,PersonProperty,0
from,from,s,,0
him,him,s,PersonPronoun,0
sick,sick,c,Negativity,0
",",",",n,,0
And,and,s,,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
half,half,s,Numbers,0
mad,mad,s,Negativity,0
with,with,s,,0
Melancholy,melancholy,c,Sad,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
yonder,yonder,s,SpaceRelation,0
he,he,s,Neutral_Attribution,0
follows,follows,s,Neutral_Attribution,1
a,a,s,Negativity,0
blind,blind,s,Negativity,1
man,man,s,PersonProperty,0
step,step,s,Sequence,0
by,by,s,Sequence,1
step,step,c,Sequence,2
;,;,n,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
heard,heard,s,Updates,0
of,of,s,,0
seeing,seeing,s,,0
men,men,s,PersonProperty,0
leading,leading,s,,0
the,the,s,Negativity,0
blind,blind,c,Negativity,1
",",",",n,Resistance,0
But,but,s,Resistance,1
never,never,s,DenyDisclaim,0
of,of,s,,0
blind,blind,s,PersonProperty,0
men,men,s,PersonProperty,1
leading,leading,s,,0
those,those,s,AbstractConcepts,0
that,that,s,AbstractConcepts,1
can,can,s,Contingency,0
see,see,s,,0
before,before,c,Sequence,0
:,:,n,,0
And,and,s,,0
ask,ask,s,Request,0
him,him,s,PersonPronoun,0
what,what,s,,0
he,he,s,PersonPronoun,0
means,means,s,AbstractConcepts,0
by,by,s,,0
it,it,c,,0
",",",",n,,0
And,and,s,,0
he,he,s,PersonPronoun,0
answers,answers,s,Specifiers,0
you,you,s,DirectAddress,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
syllable,syllable,c,SenseObject,0
;,;,n,,0
I,i,s,Contingency,0
can,can,s,Contingency,1
no,no,s,Updates,0
longer,longer,s,Updates,1
hold,hold,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
tongue,tongue,c,SelfDisclosure,2
",",",",n,,0
Unless,unless,s,DirectAddress,0
you,you,s,DirectAddress,1
will,will,s,PredictedFuture,0
tell,tell,s,Citations,0
me,me,s,Citations,1
why,why,s,Curiosity,0
we,we,s,Curiosity,1
follow,follow,s,,0
this,this,s,,0
Fellow,fellow,s,PersonProperty,0
thus,thus,c,ReasonForward,0
;,;,n,,0
Nay,nay,c,OralCues,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,s,Fear,0
vex,vex,s,Fear,1
you,you,c,DirectAddress,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
I,i,s,ReasonForward,2
know,know,s,Confidence,0
you,you,s,DirectAddress,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
strike,strike,s,Negativity,0
me,me,c,FirstPer,0
",",",",n,,0
Whilst,whilst,s,TimeDuration,0
I,i,s,FirstPer,0
carry,carry,s,Motions,0
your,your,s,DirectAddress,0
Bag,bag,c,SenseObject,0
.,.,n,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
yet,yet,s,Resistance,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
be,be,s,DirectAddress,1
troublesome,troublesome,s,Negativity,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
take,take,s,ReportingEvents,0
Away,away,s,ReportingEvents,1
the,the,s,SenseObject,0
Bag,bag,c,SenseObject,1
",",",",s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
beat,beat,s,Negativity,0
you,you,c,DirectAddress,0
.,.,nnn,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
be,be,s,PredictedFuture,2
quieted,quieted,s,ReportingEvents,0
until,until,s,TimeDuration,0
I,i,s,TimeDuration,1
know,know,s,Confidence,0
who,who,s,Confidence,1
this,this,s,ReportingStates,0
is,is,c,ReportingStates,1
.,.,nnn,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
because,because,s,ReasonBackward,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
in,in,s,,0
my,my,s,FirstPer,0
esteem,esteem,s,StandardsPos,0
the,the,s,Intensity,0
most,most,s,Intensity,1
Faithful,faithful,s,StandardsPos,0
and,and,s,,0
secret,secret,s,AbstractConcepts,0
Religiously,religiously,n,Intensity,0
with,with,s,,0
both,both,s,,0
Gods,gods,s,CommonAuthorities,0
and,and,s,,0
Men,men,c,PersonProperty,0
",",",",s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
always,always,s,SubjectiveTime,0
have,have,s,,0
Lived,lived,s,ReportingEvents,0
poor,poor,s,Negativity,0
and,and,s,,0
miserable,miserable,nnn,StandardsNeg,0
It,it,s,Intensity,0
Is,is,s,Intensity,1
very,very,s,Intensity,2
True,true,c,StandardsPos,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
yet,yet,s,Resistance,0
they,they,s,,0
that,that,s,,0
Rob,rob,s,Negative_Relation,0
the,the,s,Intensity,0
very,very,nnn,Intensity,1
I,i,s,FirstPer,0
grant,grant,s,CommonAuthorities,0
you,you,c,DirectAddress,0
.,.,nnn,,0
I,i,s,FirstPer,0
went,went,s,ReportingEvents,0
therefore,therefore,s,ReasonForward,0
to,to,s,ReasonForward,1
consult,consult,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Oracle,oracle,s,ProjectAhead,0
about,about,s,FirstPer,0
my,my,s,FirstPer,1
Son,son,c,PersonProperty,0
",",",",s,,0
that,that,s,,0
since,since,s,,0
my,my,s,SelfDisclosure,0
own,own,n,SelfDisclosure,1
miserable,miserable,s,StandardsNeg,0
life,life,s,AbstractConcepts,0
is,is,s,Immediacy,0
now,now,s,Immediacy,1
almost,almost,s,SubjectivePercept,0
Spent,spent,c,ReportingStates,0
",",",",nnn,ReportingStates,1
And,and,s,,0
what,what,s,,0
said,said,s,Citations,0
Phoebus,phoebus,s,UNRECOGNIZED,0
to,to,s,,0
this,this,c,,0
?,?,nnn,Question,0
That,that,s,DirectAddress,0
you,you,s,DirectAddress,1
shall,shall,s,ProjectAhead,0
hear,hear,c,SpaceRelation,0
;,;,s,,0
he,he,s,PersonPronoun,0
plainly,plainly,s,Confidence,0
told,told,s,Citations,0
me,me,c,Citations,1
",",",",n,,0
That,that,s,,0
whosoever,whosoever,s,Intensity,0
I,i,s,FirstPer,0
met,met,s,ReportingEvents,0
first,first,c,Sequence,0
",",",",s,Sequence,1
I,i,s,Insist,0
should,should,s,Insist,1
never,never,n,DenyDisclaim,0
Leave,leave,s,SceneShift,0
him,him,s,SceneShift,1
',',c,,0
till,till,s,TimeShift,0
I,i,s,TimeShift,1
had,had,s,ProjectBack,0
got,got,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
into,into,s,,0
my,my,s,FirstPer,0
house,house,c,SenseObject,0
",",",",n,,0
If,if,s,Contingency,0
it,it,s,Contingency,1
were,were,s,Contingency,2
possible,possible,c,Intensity,0
.,.,nn,Intensity,1
And,and,s,,0
this,this,s,,0
I,i,s,FirstPer,0
warrant,warrant,s,CommonAuthorities,0
was,was,s,ProjectBack,0
he,he,c,PersonPronoun,0
.,.,nnn,,0
The,the,s,Intensity,0
very,very,s,Intensity,1
same,same,c,Comparison,0
.,.,nnn,,0
You,you,s,Reassure,0
need,need,s,Reassure,1
not,not,s,Reassure,2
have,have,s,,0
obeyed,obeyed,s,CommonAuthorities,0
the,the,s,CommonAuthorities,1
Oracles,oracles,s,ProjectAhead,0
Counsel,counsel,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
Apollo,apollo,s,UNRECOGNIZED,0
his,his,s,PersonPronoun,0
meaning,meaning,c,LangRef,0
.,.,nnn,Question,0
How,how,s,Question,1
conjecture,conjecture,s,Curiosity,0
you,you,s,DirectAddress,0
this,this,c,,0
?,?,nnn,Question,0
Why,why,s,Question,0
a,a,s,Negativity,0
blind,blind,s,Negativity,1
man,man,s,PersonProperty,0
may,may,s,Contingency,0
see,see,s,PrivateThinking,0
it,it,c,PrivateThinking,1
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
it,it,s,ReasonForward,2
profits,profits,s,AbstractConcepts,0
no,no,s,DenyDisclaim,0
body,body,s,SenseObject,0
in,in,s,Inclusive,0
our,our,s,Inclusive,1
age,age,n,Specifiers,0
To,to,s,GenericEvents,0
be,be,n,GenericEvents,1
And,and,s,,0
be,be,s,ReportingStates,0
as,as,s,,0
other,other,s,Specifiers,0
men,men,s,PersonProperty,0
are,are,c,ReportingStates,0
.,.,nn,ReportingStates,0
This,this,s,ReportingStates,1
is,is,s,ReportingStates,2
not,not,s,DenyDisclaim,0
all,all,s,DenyDisclaim,1
Carrion,carrion,c,SenseObject,0
",",",",s,,0
we,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
better,better,n,Comparison,0
Know,know,s,Confidence,0
the,the,s,Confidence,1
mind,mind,s,SubjectivePercept,0
of,of,s,,0
the,the,s,,0
Oracle,oracle,s,ProjectAhead,0
by,by,s,,0
enquiring,enquiring,n,PrivateThinking,0
Of,of,s,Specifiers,0
this,this,s,Specifiers,1
fellow,fellow,s,PersonProperty,0
whence,whence,s,SpaceRelation,0
he,he,s,Updates,0
is,is,c,Updates,1
",",",",s,,0
and,and,s,TimeDuration,0
what,what,s,TimeDuration,1
he,he,s,TimeDuration,2
wants,wants,c,PrivateThinking,0
",",",",n,,0
And,and,s,TimeDuration,0
how,how,s,TimeDuration,1
he,he,s,TimeDuration,2
came,came,s,ReportingEvents,0
hither,hither,c,SpaceRelation,0
.,.,nn,Imperative,0
Come,come,s,Imperative,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
know,know,s,DirectAddress,2
who,who,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,c,ReportingStates,0
.,.,nnn,,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
and,and,s,,0
tell,tell,s,Citations,0
us,us,s,Citations,1
quickly,quickly,s,SubjectiveTime,0
too,too,c,Metadiscourse,0
.,.,nnn,Metadiscourse,1
I,i,s,FirstPer,0
say,say,s,DialogCues,0
to,to,s,DialogCues,1
the,the,s,,0
Parish,parish,c,CommonAuthorities,0
.,.,nnn,DirectAddress,0
Do,do,s,DirectAddress,1
you,you,s,DirectAddress,2
hear,hear,s,SpaceRelation,0
him,him,c,PersonPronoun,0
?,?,nnn,Question,0
He,he,s,Neutral_Attribution,0
speaks,speaks,s,Neutral_Attribution,1
to,to,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
thou,thou,s,DirectAddress,0
do,do,s,Intensity,0
question,question,s,Resistance,0
him,him,n,Resistance,1
Too,too,s,,0
roughly,roughly,c,Uncertainty,0
;,;,s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
you,you,c,DirectAddress,0
",",",",s,,0
if,if,s,Contingency,0
the,the,s,Contingency,1
fair,fair,s,StandardsPos,0
words,words,n,StandardsPos,1
Of,of,s,,0
an,an,s,,0
honest,honest,n,StandardsPos,0
Let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
know,know,s,DirectAddress,2
your,your,nn,DirectAddress,0
I,i,s,FirstPer,0
say,say,s,DialogCues,0
unto,unto,s,DialogCues,1
thee,thee,nnn,DirectAddress,0
Is,is,s,ReportingStates,0
this,this,s,,0
all,all,s,Generalization,0
the,the,nnn,Generalization,1
If,if,s,Contingency,0
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
not,not,s,DirectAddress,2
tell,tell,s,Citations,0
me,me,c,Citations,1
",",",",s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
have,have,s,,0
no,no,n,DenyDisclaim,0
Cause,cause,s,Cause,0
to,to,s,Cause,1
laugh,laugh,c,Positivity,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
I,i,s,ReasonForward,2
will,will,s,Fear,0
destroy,destroy,s,Fear,1
thee,thee,c,DirectAddress,0
.,.,nn,,0
I,i,s,FirstPer,0
say,say,s,Citations,0
leave,leave,s,,0
me,me,c,FirstPer,0
",",",",s,,0
get,get,s,SceneShift,0
you,you,s,SceneShift,1
gone,gone,c,SceneShift,2
.,.,nnn,,0
By,by,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
means,means,c,DenyDisclaim,2
.,.,nnn,Imperative,0
Master,master,s,Imperative,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
tell,tell,s,DirectAddress,0
you,you,s,DirectAddress,1
what,what,s,Question,0
is,is,s,Question,1
best,best,c,Comparison,0
",",",",s,,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
lead,lead,n,,0
This,this,s,,0
blind,blind,s,Negativity,0
fellow,fellow,s,PersonProperty,0
to,to,s,,0
some,some,n,Uncertainty,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
steal,steal,s,Negativity,0
from,from,s,Negativity,1
him,him,s,PersonPronoun,0
and,and,s,,0
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
break,break,n,Negativity,0
His,his,s,Negativity,1
neck,neck,c,Negativity,2
.,.,nn,Question,0
do,do,s,Question,1
so,so,c,Intensity,0
.,.,nnn,Intensity,1
Hold,hold,c,,0
",",",",s,,0
hold,hold,c,,0
.,.,nnn,Request,0
Will,will,s,Request,1
you,you,s,Request,2
speak,speak,s,ReportingEvents,0
then,then,c,,0
?,?,nnn,Question,0
If,if,s,Contingency,0
you,you,s,Insist,0
should,should,s,Insist,1
know,know,s,Insist,2
what,what,s,,0
kind,kind,s,Positivity,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
I,i,s,SelfDisclosure,0
am,am,c,SelfDisclosure,1
",",",",s,,0
I,i,s,FirstPer,0
know,know,n,Confidence,0
You,you,s,DirectAddress,0
would,would,s,DirectAddress,1
use,use,s,ReportingEvents,0
me,me,s,FirstPer,0
cruelly,cruelly,c,Anger,0
",",",",s,,0
and,and,s,DenyDisclaim,0
not,not,n,DenyDisclaim,1
Let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
go,go,s,ReportingEvents,0
neither,neither,c,DenyDisclaim,0
.,.,nn,,0
We,we,s,,0
Will,will,s,PredictedFuture,0
promise,promise,s,StandardsPos,0
you,you,s,DirectAddress,0
the,the,s,,0
contratry,contratry,c,UNRECOGNIZED,0
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
speak,speak,c,ReportingEvents,0
.,.,nnn,MoveBody,0
Lay,lay,s,MoveBody,1
your,your,s,DirectAddress,0
hands,hands,s,Motions,0
off,off,s,Motions,1
me,me,s,FirstPer,0
then,then,s,,0
first,first,c,Sequence,0
.,.,nnn,Sequence,1
Well,well,s,SenseObject,0
said,said,c,Citations,0
",",",",s,,0
it,it,s,,0
is,is,s,Updates,0
done,done,c,Updates,1
.,.,nnn,,0
Observe,observe,s,ReportingEvents,0
me,me,s,FirstPer,0
well,well,s,SenseObject,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
since,since,s,,0
I,i,s,SelfReluctance,0
am,am,s,SelfReluctance,1
forced,forced,n,SelfReluctance,2
To,to,s,SelfReluctance,3
reveal,reveal,s,Curiosity,0
what,what,s,Curiosity,1
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
to,to,s,,0
have,have,s,,0
kept,kept,n,Disclosure,0
Secret,secret,c,Disclosure,1
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
Plutus,plutus,c,UNRECOGNIZED,0
.,.,nn,Sequence,0
Then,then,s,Sequence,1
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
the,the,s,,0
basest,basest,s,Negativity,0
sordid,sordid,s,Negative_Relation,0
thing,thing,s,Uncertainty,0
alive,alive,c,Positivity,0
:,:,n,,0
Is,is,s,Question,0
it,it,s,Question,1
possible,possible,c,Contingency,0
",",",",s,,0
art,art,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
Plutus,plutus,c,UNRECOGNIZED,0
!,!,nn,,0
Art,art,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
Plutus,plutus,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
that,that,s,Specifiers,1
miserable,miserable,s,StandardsNeg,0
face,face,n,SenseObject,0
And,and,s,,0
durty,durty,s,UNRECOGNIZED,0
clothes,clothes,c,SenseObject,0
",",",",s,,0
Phoebus,phoebus,c,UNRECOGNIZED,0
",",",",s,,0
Apollo,apollo,c,UNRECOGNIZED,0
",",",",s,,0
Gods,gods,s,CommonAuthorities,0
and,and,s,,0
Devils,devils,c,AbstractConcepts,0
!,!,n,,0
But,but,s,Resistance,0
art,art,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
he,he,c,PersonPronoun,0
?,?,nn,Question,0
Yes,yes,s,DirectAddress,0
surely,surely,c,Confidence,0
.,.,nnn,,0
Thou,thou,s,DirectAddress,0
the,the,s,PersonProperty,0
man,man,c,PersonProperty,1
?,?,nnn,Question,0
Even,even,s,SubjectivePercept,0
very,very,s,Intensity,0
he,he,c,PersonPronoun,0
.,.,nnn,Resistance,0
But,but,s,Resistance,1
whence,whence,s,SpaceRelation,0
commeff,commeff,s,UNRECOGNIZED,0
thou,thou,s,DirectAddress,0
in,in,s,,0
these,these,n,Immediacy,0
Pitiful,pitiful,nn,Negativity,0
I,i,s,Autobio,0
come,come,s,Autobio,1
from,from,s,Autobio,2
the,the,s,SenseObject,0
house,house,s,SenseObject,1
of,of,s,,0
Patroclus,patroclus,c,UNRECOGNIZED,0
",",",",s,,0
one,one,s,Specifiers,0
that,that,s,Specifiers,1
Never,never,s,ReceivedPOV,0
since,since,s,ReceivedPOV,1
he,he,s,Biographical_Time,0
was,was,s,Biographical_Time,1
born,born,s,Biographical_Time,2
could,could,n,Contingency,0
afford,afford,s,Positivity,0
himself,himself,s,PersonPronoun,0
water,water,nnn,SenseObject,0
But,but,s,Resistance,0
how,how,s,Resistance,1
come,come,s,ReportingEvents,0
thou,thou,s,DirectAddress,0
to,to,s,,0
suffer,suffer,s,Negativity,0
all,all,s,Generalization,0
this,this,s,Generalization,1
misery,misery,c,StandardsNeg,0
.,.,nnn,Question,0
Why,why,s,Question,1
Jupiter,jupiter,s,UNRECOGNIZED,0
brought,brought,s,ReportingEvents,0
all,all,s,Generalization,0
the,the,s,Generalization,1
evils,evils,s,StandardsNeg,0
of,of,s,,0
my,my,s,Autobio,0
life,life,s,Autobio,1
upon,upon,s,Immediacy,0
me,me,c,Immediacy,1
",",",",n,,0
Because,because,s,ReasonBackward,0
he,he,s,PersonPronoun,0
envied,envied,s,Negative_Relation,0
the,the,s,StandardsPos,0
good,good,s,StandardsPos,1
of,of,s,StandardsPos,2
mankind,mankind,c,AbstractConcepts,0
;,;,n,,0
for,for,s,TimeShift,0
when,when,s,TimeShift,1
I,i,s,Autobio,0
was,was,s,Autobio,1
young,young,s,SenseProperty,0
I,i,s,Autobio,0
was,was,n,Autobio,1
Evil,evil,s,StandardsNeg,0
company,company,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
live,live,s,Biographical_Time,0
with,with,s,Biographical_Time,1
the,the,s,StandardsPos,0
just,just,s,StandardsPos,1
and,and,s,,0
modest,modest,s,SubjectivePercept,0
and,and,n,,0
The,the,s,StandardsPos,0
learned,learned,c,StandardsPos,1
",",",",s,Resistance,0
but,but,s,Resistance,1
Jupiter,jupiter,s,UNRECOGNIZED,0
put,put,s,Transformation,0
out,out,s,Transformation,1
my,my,s,FirstPer,0
eyes,eyes,s,SenseObject,0
that,that,s,,0
I,i,s,FirstPer,0
might,might,n,Contingency,0
Not,not,s,DenyDisclaim,0
discern,discern,s,PrivateThinking,0
them,them,s,,0
from,from,s,,0
others,others,c,Uncertainty,0
",",",",s,,0
such,such,s,Specifiers,0
an,an,s,Specifiers,1
ill,ill,s,Negativity,0
will,will,n,Negativity,1
He,he,s,PersonPronoun,0
himself,himself,s,PersonPronoun,0
bears,bears,s,SpaceRelation,0
to,to,nn,SpaceRelation,1
And,and,s,Resistance,0
yet,yet,s,Resistance,1
he,he,s,PersonPronoun,0
himself,himself,s,PersonPronoun,0
receives,receives,s,ReportingEvents,0
true,true,s,StandardsPos,0
honor,honor,n,StandardsPos,0
Only,only,s,SubjectivePercept,0
from,from,s,,0
honest,honest,s,StandardsPos,0
men,men,c,StandardsPos,1
.,.,nn,ConfirmedThght,0
It,it,s,ConfirmedThght,1
Is,is,s,ConfirmedThght,2
true,true,c,ConfirmedThght,3
.,.,nnn,Resistance,0
But,but,s,Resistance,1
if,if,s,Contingency,0
you,you,s,DirectAddress,0
had,had,s,DirectAddress,1
your,your,s,DirectAddress,0
sight,sight,s,SenseProperty,0
again,again,c,RecurringEvents,0
",",",",s,,0
would,would,s,Request,0
you,you,n,Request,1
Hereafter,hereafter,s,ProjectAhead,0
fly,fly,s,Motions,0
such,such,s,Intensity,0
base,base,s,AbstractConcepts,0
company,company,c,AbstractConcepts,0
?,?,nn,Question,0
For,for,s,Confidence,0
certain,certain,c,Confidence,1
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
live,live,s,,0
amongst,amongst,s,SpaceRelation,0
honest,honest,s,StandardsPos,0
men,men,c,StandardsPos,1
?,?,nnn,Question,0
Without,without,s,Confidence,0
doubt,doubt,c,Confidence,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
it,it,s,ReasonForward,2
is,is,s,ReasonForward,3
a,a,s,ProjectBack,0
long,long,s,ProjectBack,1
time,time,s,ProjectBack,2
since,since,s,ProjectBack,3
I,i,s,FirstPer,0
saw,saw,n,,0
Any,any,s,,0
such,such,c,Intensity,0
.,.,nn,,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
no,no,s,Confidence,0
wonder,wonder,c,Confidence,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
I,i,s,ReasonForward,2
that,that,s,,0
have,have,s,,0
my,my,s,FirstPer,0
eyesight,eyesight,n,AbstractConcepts,0
Scarce,scarce,s,Negativity,0
ever,ever,s,Biographical_Time,0
saw,saw,s,,0
any,any,c,Intensity,0
.,.,nn,Intensity,1
Well,well,c,OralCues,0
",",",",s,OralCues,1
now,now,s,Metadiscourse,0
let,let,s,Metadiscourse,1
me,me,s,FirstPer,0
go,go,c,ReportingEvents,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
you,you,s,DirectAddress,0
know,know,s,DirectAddress,1
all,all,n,SubjectivePercept,0
I,i,s,SubjectivePercept,1
can,can,s,SubjectivePercept,2
tell,tell,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nn,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
by,by,s,,0
Jove,jove,c,,0
",",",",s,,0
we,we,s,,0
will,will,s,PredictedFuture,0
now,now,s,Immediacy,0
rather,rather,s,Resistance,0
embrace,embrace,s,Positivity,0
you,you,n,DirectAddress,0
More,more,s,Comparison,0
Earnestly,earnestly,s,Disclosure,0
then,then,s,,0
ever,ever,c,Biographical_Time,0
.,.,nn,Question,0
Did,did,s,Question,1
not,not,s,DenyDisclaim,0
I,i,s,OralCues,0
tell,tell,s,OralCues,1
you,you,s,OralCues,2
what,what,s,OralCues,3
trouble,trouble,s,Negativity,0
you,you,s,Negativity,1
would,would,s,ProjectBack,0
give,give,s,ReportingEvents,0
me,me,c,ReportingEvents,1
?,?,nnn,Question,0
Let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
entreat,entreat,s,Request,0
you,you,s,DirectAddress,0
to,to,s,,0
give,give,s,DirectAddress,0
your,your,s,DirectAddress,1
self,self,s,SubjectivePercept,0
into,into,s,,0
my,my,s,FirstPer,0
hands,hands,s,SenseObject,0
For,for,s,Intensity,0
ever,ever,c,Intensity,1
",",",",s,TimeDuration,0
