FOrsaken,forsaken,s,Negativity,0
is,is,s,Updates,1
our,our,s,Exceptions,0
only,only,s,Exceptions,1
Treasure,treasure,s,Positivity,0
left,left,s,ReportingEvents,0
in,in,s,ReportingEvents,1
store,store,c,SenseObject,0
",",",",n,,0
And,and,s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
a,a,s,Specifiers,2
Coin,coin,s,SenseObject,0
will,will,s,PredictedFuture,0
pass,pass,s,Motions,0
with,with,s,Motions,1
you,you,s,DirectAddress,0
no,no,s,DenyDisclaim,0
more,more,c,DenyDisclaim,1
*,*,n,,0
You,you,s,DirectAddress,0
who,who,s,,0
such,such,s,Intensity,0
dreadful,dreadful,s,Fear,0
Bullies,bullies,s,Negative_Relation,0
would,would,s,ProjectBack,0
appear,appear,c,SubjectivePercept,0
",",",",n,,0
(,(,c,,0
True,true,s,StandardsPos,0
Bullyes,bullyes,c,UNRECOGNIZED,0
!,!,s,,0
quiet,quiet,s,SenseProperty,0
when,when,s,TimeShift,0
there,there,s,TimeShift,1
is,is,s,TimeShift,2
danger,danger,s,Fear,0
near,near,c,SpaceRelation,0
),),n,,0
Show,show,s,DirectAddress,0
your,your,s,DirectAddress,1
great,great,s,StandardsPos,0
Souls,souls,s,StandardsPos,1
in,in,s,,0
damning,damning,s,Negative_Relation,0
Poets,poets,s,PersonProperty,0
here,here,c,SpaceRelation,0
.,.,nn,,0
APox,apox,s,UNRECOGNIZED,0
of,of,s,Contingency,0
Fortune,fortune,c,Contingency,1
!,!,s,,0
Thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
always,always,s,SubjectiveTime,0
teizing,teizing,s,UNRECOGNIZED,0
me,me,s,FirstPer,0
about,about,s,,0
Fortune,fortune,c,ProjectAhead,0
:,:,s,,0
Thou,thou,s,DirectAddress,0
risest,risest,s,UNRECOGNIZED,0
in,in,s,TimeDuration,0
a,a,n,TimeDuration,1
Morning,morning,s,TimeDuration,2
with,with,s,,0
ill,ill,s,StandardsNeg,0
luck,luck,s,StandardsNeg,1
in,in,s,,0
thy,thy,s,DirectAddress,0
Mouth,mouth,c,SenseObject,0
;,;,s,,0
Nay,nay,c,OralCues,0
",",",",s,,0
never,never,s,DenyDisclaim,0
eatest,eatest,s,UNRECOGNIZED,0
a,a,s,,0
Dinner,dinner,c,AbstractConcepts,0
",",",",s,Resistance,0
but,but,s,Resistance,1
thou,thou,n,DirectAddress,0
sighest,sighest,s,UNRECOGNIZED,0
two,two,s,TimeDuration,0
hours,hours,s,TimeDuration,1
after,after,s,TimeDuration,2
it,it,c,,0
",",",",s,,0
with,with,s,,0
thinking,thinking,s,PrivateThinking,0
where,where,s,PrivateThinking,1
to,to,s,ProjectAhead,0
get,get,s,ProjectAhead,1
the,the,s,Sequence,0
next,next,c,Sequence,1
.,.,s,,0
Fortune,fortune,s,ProjectAhead,0
be,be,n,ReportingStates,0
damned,damned,c,Anger,0
",",",",s,ReasonForward,0
since,since,s,ReasonForward,1
the,the,s,ReasonForward,2
worlds,worlds,s,AbstractConcepts,0
so,so,s,,0
wide,wide,nnn,SenseProperty,0
As,as,s,,0
wide,wide,s,SenseProperty,0
as,as,s,ReasonBackward,0
it,it,s,ReasonBackward,1
is,is,c,ReasonBackward,2
;,;,s,,0
it,it,s,ReportingStates,0
is,is,s,ReportingStates,1
so,so,s,ReportingStates,2
thro^g'd,thro^g'd,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
crammed,crammed,s,ReportingEvents,0
with,with,s,,0
Knaves,knaves,s,Negativity,0
and,and,s,,0
Fools,fools,c,Negativity,0
",",",",s,,0
that,that,s,,0
an,an,n,,0
honest,honest,s,StandardsPos,0
man,man,s,StandardsPos,1
can,can,s,Contingency,0
hardly,hardly,s,DenyDisclaim,0
get,get,s,,0
a,a,s,Immediacy,0
living,living,s,Immediacy,1
in,in,s,,0
it,it,nnn,,0
Do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
rail,rail,c,SenseObject,0
",",",",s,,0
Courtine,courtine,c,UNRECOGNIZED,0
",",",",s,,0
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
it,it,s,Contingency,0
may,may,s,Contingency,1
get,get,s,,0
thee,thee,s,DirectAddress,0
employment,employment,c,AbstractConcepts,0
.,.,nnn,,0
At,at,s,SpaceRelation,0
you,you,s,SpaceRelation,1
I,i,s,Insist,0
ought,ought,s,Insist,1
to,to,s,Insist,2
rail,rail,c,SenseObject,0
*,*,s,,0
',',c,,0
twas,twas,s,ProjectBack,0
your,your,s,Responsibility,0
fault,fault,s,Responsibility,1
we,we,s,,0
left,left,s,SceneShift,0
our,our,s,Inclusive,0
Employments,employments,s,AbstractConcepts,0
abroad,abroad,s,SceneShift,0
to,to,n,,0
come,come,s,SceneShift,0
home,home,c,SceneShift,1
",",",",s,,0
and,and,s,,0
be,be,s,ReportingStates,0
Loyal,loyal,c,StandardsPos,0
",",",",s,,0
and,and,s,Immediacy,0
now,now,s,Immediacy,1
we,we,s,Inclusive,0
as,as,s,Inclusive,1
Loyally,loyally,s,StandardsPos,0
starve,starve,s,Negativity,0
for,for,s,,0
it,it,nnn,DenyDisclaim,0
Did,did,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
thy,thy,s,DirectAddress,0
Ancestors,ancestors,s,ProjectBack,0
do,do,s,ReportingEvents,0
it,it,s,ReportingEvents,1
before,before,s,Sequence,0
thee,thee,c,DirectAddress,0
",",",",s,,0
man,man,c,PersonProperty,0
?,?,s,Question,0
I,i,s,FirstPer,0
tell,tell,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
Loyalty,loyalty,s,StandardsPos,0
and,and,n,,0
Starving,starving,s,Negativity,0
are,are,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
one,one,c,Numbers,0
:,:,s,,0
The,the,s,,0
old,old,s,SenseProperty,0
Cavaliers,cavaliers,s,PersonProperty,0
got,got,s,ReportingEvents,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
trick,trick,s,SubjectivePercept,0
of,of,s,,0
it,it,s,,0
in,in,s,,0
the,the,s,SenseObject,0
Kings,kings,n,SenseObject,1
Exile,exile,c,SceneShift,0
",",",",s,,0
that,that,s,,0
their,their,s,PersonPronoun,0
posterity,posterity,s,CommonAuthorities,0
could,could,s,Contingency,0
never,never,s,DenyDisclaim,0
thrive,thrive,s,StandardsPos,0
since,since,nnn,ReasonBackward,0
It,it,s,ReasonBackward,1
Is,is,s,ReasonBackward,2
a,a,s,Positivity,0
fine,fine,s,Positivity,1
Equipage,equipage,s,SenseObject,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
like,like,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
be,be,s,ReportingStates,0
reduced,reduced,s,Transformation,0
to,to,c,Transformation,1
:,:,s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be,be,s,ReportingStates,0
e're,e're,s,SubjectivePercept,0
long,long,s,SenseProperty,0
as,as,n,,0
greasy,greasy,s,SenseProperty,0
as,as,s,,0
an,an,s,,0
Al^ati^,al^ati^,s,UNRECOGNIZED,0
Bully,bully,c,Negative_Relation,0
;,;,s,,0
this,this,s,,0
a,a,s,,0
flopping,flopping,s,Negativity,0
Hat,hat,c,SenseObject,0
",",",",s,,0
pined,pined,s,ReportingEvents,0
up,up,s,SpaceRelation,0
on,on,s,SpaceRelation,1
one,one,s,Numbers,0
side,side,c,,0
",",",",s,,0
with,with,s,Specifiers,0
a,a,n,Specifiers,1
sandy,sandy,s,SenseProperty,0
weather-beaten,weather-beaten,s,SenseProperty,0
Perruque,perruque,c,UNRECOGNIZED,0
",",",",s,,0
dirty,dirty,s,Negativity,0
Linned,linned,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
to,to,s,,0
complete,complete,s,Sequence,0
the,the,s,Sequence,1
Figure,figure,c,SenseObject,0
",",",",s,,0
a,a,s,,0
long,long,n,SenseProperty,0
s^^ndalous,s^^ndalous,s,UNRECOGNIZED,0
Iron,iron,s,SenseObject,0
Sword,sword,s,SenseObject,0
jarring,jarring,s,Negativity,0
at,at,s,,0
my,my,s,FirstPer,0
Heels,heels,c,SenseObject,0
",",",",s,,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
--,--,nnn,,0
Snarling,snarling,s,Anger,0
thou,thou,s,DirectAddress,0
meanest,meanest,s,Negativity,0
like,like,s,Resemblances,0
it,it,s,Resemblances,1
is,is,s,Resemblances,2
Master,master,c,PersonProperty,0
.,.,nnn,,0
My,my,s,FirstPer,0
Companion's,companion's,s,,0
the,the,s,,0
worthy,worthy,s,StandardsPos,0
Knight,knight,s,PersonProperty,0
of,of,s,,0
the,the,s,StandardsPos,0
most,most,s,StandardsPos,1
Noble,noble,s,StandardsPos,2
Order,order,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
the,the,s,SenseObject,0
Post,post,c,SenseObject,1
:,:,s,,0
Your,your,n,DirectAddress,0
Peripatetrick,peripatetrick,s,UNRECOGNIZED,0
Philosophers,philosophers,s,PersonProperty,0
of,of,s,,0
the,the,s,,0
Temple,temple,s,SenseObject,0
walks,walks,c,Motions,0
",",",",s,,0
Rogues,rogues,s,Negativity,0
in,in,s,Negativity,0
Rags,rags,c,Negativity,1
",",",",s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
not,not,n,DenyDisclaim,0
honest,honest,c,StandardsPos,0
:,:,s,,0
Villains,villains,s,Negativity,0
that,that,s,,0
undervalue,undervalue,s,StandardsNeg,0
Damnation,damnation,c,Anger,0
",",",",s,,0
will,will,s,PredictedFuture,0
forswear,forswear,s,Resistance,0
themselves,themselves,s,Resistance,1
for,for,s,,0
a,a,n,,0
Dinner,dinner,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
hang,hang,s,SpaceRelation,0
their,their,s,PersonPronoun,0
Fathers,fathers,s,PersonProperty,0
For,for,s,,0
half,half,s,SenseObject,0
a,a,s,SenseObject,1
Crown,crown,nnn,SenseObject,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
ashamed,ashamed,s,Sad,0
to,to,s,,0
hear,hear,s,SenseProperty,0
a,a,s,SenseProperty,1
Soldier,soldier,s,PersonProperty,0
talk,talk,s,Citations,0
of,of,s,Citations,1
starving,starving,c,Negativity,0
.,.,nnn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
what,what,s,,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
do,do,c,Intensity,0
?,?,s,Question,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
steal,steal,c,Negativity,0
!,!,s,,0
--,--,nnn,,0
Though,though,s,Concessive,0
thou,thou,s,DirectAddress,0
can,can,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
steal,steal,c,Negativity,0
",",",",s,,0
thou,thou,s,DirectAddress,0
have,have,s,,0
other,other,s,Specifiers,0
vices,vices,s,Negativity,0
enough,enough,s,SubjectivePercept,0
for,for,s,Specifiers,0
any,any,s,Specifiers,1
Industrious,industrious,n,StandardsPos,0
young,young,s,SenseProperty,0
fellow,fellow,s,PersonProperty,0
to,to,s,,0
live,live,s,Positivity,0
comfortably,comfortably,s,Positivity,1
upon,upon,nnn,,0
What,what,s,Future_Question,0
would,would,s,Future_Question,1
thou,thou,s,DirectAddress,0
have,have,s,Cause,0
me,me,s,Cause,1
turn,turn,s,,0
Rascal,rascal,c,Negativity,0
",",",",s,,0
and,and,s,,0
run,run,s,ReportingEvents,0
cheating,cheating,s,Negative_Relation,0
up,up,s,Motions,0
and,and,s,Motions,1
down,down,s,Motions,2
the,the,s,,0
Town,town,n,SpaceRelation,0
for,for,s,,0
a,a,s,,0
livelihood,livelihood,c,AbstractConcepts,0
?,?,s,Question,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
keep,keep,s,TimeDuration,0
a,a,s,,0
Blockhead,blockhead,s,Resistance,0
company,company,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
endure,endure,s,Resistance,0
his,his,n,PersonPronoun,0
Nauseous,nauseous,s,Negativity,0
nonsense,nonsense,s,StandardsNeg,0
in,in,s,ProjectAhead,0
hopes,hopes,s,ProjectAhead,1
to,to,s,ProjectAhead,0
get,get,s,ProjectAhead,1
him,him,c,PersonPronoun,0
",",",",s,,0
then,then,s,Sequence,0
I,i,s,Sequence,1
would,would,s,Contingency,0
be,be,s,Contingency,1
a,a,s,Contingency,2
druge,druge,s,UNRECOGNIZED,0
to,to,s,,0
an,an,s,PersonProperty,0
old,old,n,PersonProperty,1
Woman,woman,c,PersonProperty,2
",",",",s,,0
with,with,s,,0
Rheumatick,rheumatick,s,UNRECOGNIZED,0
Eyes,eyes,c,SenseObject,0
",",",",s,,0
hollow,hollow,s,SenseProperty,0
Teeth,teeth,c,SenseObject,0
",",",",s,,0
and,and,s,,0
stinking,stinking,s,Negativity,0
breath,breath,s,SenseObject,0
for,for,s,,0
a,a,s,,0
pensioa,pensioa,c,UNRECOGNIZED,0
:,:,n,,0
Of,of,s,Specifiers,0
all,all,s,Specifiers,1
Rogues,rogues,s,Negativity,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
be,be,s,DenyDisclaim,1
a,a,s,DenyDisclaim,2
Foolmonger,foolmonger,nnn,UNRECOGNIZED,0
How,how,s,Contingency,0
well,well,s,Contingency,1
this,this,s,,0
niceness,niceness,s,Positivity,0
becomes,becomes,s,Transformation,0
thee,thee,c,DirectAddress,0
!,!,s,,0
I,i,s,SelfDisclosure,0
Would,would,s,SelfDisclosure,1
fain,fain,s,Positivity,0
see,see,s,,0
thee,thee,s,DirectAddress,0
even,even,s,SubjectivePercept,0
turn,turn,s,,0
Parson,parson,s,PersonProperty,0
in,in,s,,0
a,a,n,SenseObject,0
pet,pet,c,SenseObject,1
",",",",s,,0
o'purpose,o'purpose,s,UNRECOGNIZED,0
to,to,s,,0
rail,rail,s,Negative_Relation,0
at,at,s,Negative_Relation,1
all,all,s,Generalization,0
those,those,s,Generalization,1
vices,vices,s,Negativity,0
which,which,s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
thou,thou,s,DirectAddress,0
naturally,naturally,s,Confidence,0
art,art,s,AbstractConcepts,0
fond,fond,n,Positivity,0
of,of,c,Positivity,1
:,:,s,Question,0
Why,why,s,Question,1
surely,surely,s,Confidence,0
an,an,s,,0
Old,old,s,PersonProperty,0
Ladies,ladies,s,PersonProperty,1
pension,pension,s,AbstractConcepts,0
need,need,s,Insist,0
not,not,s,Insist,1
be,be,s,Insist,2
so,so,s,Anger,0
despicable,despicable,s,Anger,1
i^,i^,s,UNRECOGNIZED,0
the,the,s,,0
eyes,eyes,s,SenseObject,0
of,of,s,,0
a,a,n,,0
disbanded,disbanded,s,SceneShift,0
Officer,officer,c,PersonProperty,0
",",",",s,,0
as,as,s,SubjectiveTime,0
times,times,s,SubjectiveTime,1
go,go,s,SubjectiveTime,2
Friend,friend,nnn,StandardsPos,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
glad,glad,c,Positivity,0
",",",",s,,0
Beaugard,beaugard,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
think,think,s,DirectAddress,1
so,so,c,Intensity,0
.,.,nnn,Intensity,1
Why,why,s,Question,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
think,think,s,ConfirmedThght,0
so,so,s,ConfirmedThght,1
too,too,s,ConfirmedThght,2
man,man,c,PersonProperty,0
;,;,s,,0
be,be,s,ReportingStates,0
ruled,ruled,s,ReportingEvents,0
by,by,s,Cause,0
me,me,c,Cause,1
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
bring,bring,s,,0
thee,thee,s,DirectAddress,0
into,into,s,,0
good,good,n,StandardsPos,0
company,company,c,StandardsPos,1
",",",",s,,0
Families,families,c,AbstractConcepts,0
",",",",s,,0
Courtine,courtine,c,UNRECOGNIZED,0
",",",",s,,0
Families,families,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
such,such,s,Intensity,0
^,^,c,UNRECOGNIZED,0
amilies,amilies,c,UNRECOGNIZED,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
formality's,formality's,s,UNRECOGNIZED,0
a,a,n,,0
scandel,scandel,s,UNRECOGNIZED,0
and,and,s,,0
pleasure,pleasure,s,Positivity,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
bus'^ess,bus'^ess,c,UNRECOGNIZED,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
the,the,s,PersonProperty,0
Women,women,s,PersonProperty,1
are,are,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
Wanton,wanton,c,StandardsNeg,0
",",",",s,,0
and,and,s,,0
the,the,n,PersonProperty,0
Men,men,s,PersonProperty,1
all,all,s,,0
Witty,witty,c,StandardsPos,0
",",",",s,,0
you,you,s,DirectAddress,0
Rogue,rogue,nnn,Negativity,0
What,what,c,,0
",",",",s,,0
some,some,s,Specifiers,0
of,of,s,Specifiers,1
your,your,s,DirectAddress,0
Worships,worships,s,Positivity,0
Wapping,wapping,s,UNRECOGNIZED,0
acq^^intance,acq^^intance,s,UNRECOGNIZED,0
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
made,made,s,ReportingEvents,0
last,last,s,SubjectiveTime,0
time,time,s,SubjectiveTime,1
you,you,n,DirectAddress,0
came,came,s,SceneShift,0
over,over,s,SceneShift,1
for,for,s,SceneShift,2
recruits,recruits,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
Spirited,spirited,s,SceneShift,0
away,away,s,SceneShift,1
your,your,s,DirectAddress,0
Landladies,landladies,s,PersonProperty,0
Daughter,daughter,c,PersonProperty,0
",",",",s,,0
a,a,n,,0
Volunteering,volunteering,s,ReportingEvents,0
with,with,s,DirectAddress,0
you,you,s,DirectAddress,1
into,into,s,,0
France,france,nnn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
bring,bring,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),c,,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
Cuckoldom^,cuckoldom^,s,UNRECOGNIZED,0
in,in,s,,0
credit,credit,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
lewdness,lewdness,s,Negativity,0
laudable,laudable,c,StandardsPos,0
",",",",n,SpaceRelation,0
where,where,s,SpaceRelation,1
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
wallow,wallow,s,Negativity,0
in,in,s,Negativity,1
pleasures,pleasures,s,Positivity,0
and,and,s,,0
preferments,preferments,c,Positivity,0
