AThens,athens,s,UNRECOGNIZED,0
Will,will,s,PredictedFuture,0
Damn,damn,s,Anger,0
an,an,s,Anger,1
Author,author,c,CommunicatorRole,0
",",",",s,,0
as,as,s,TimeDuration,0
they,they,s,TimeDuration,1
chide,chide,s,Negative_Relation,0
a,a,s,,0
Page,page,c,SenseObject,0
.,.,n,Imperative,0
Severe,severe,s,Imperative,1
to,to,s,,0
Man,man,s,PersonProperty,0
in,in,s,Generalization,0
all,all,s,Generalization,1
Respects,respects,s,Generalization,2
they,they,s,,0
prove,prove,c,Confidence,0
:,:,n,,0
Are,are,s,ReportingStates,0
neither,neither,s,DenyDisclaim,0
satisfied,satisfied,s,StandardsPos,0
with,with,s,,0
Wit,wit,c,StandardsPos,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
Love,love,c,Positivity,0
.,.,n,Resistance,0
But,but,s,Resistance,1
think,think,s,PrivateThinking,0
their,their,s,PrivateThinking,1
Drudges,drudges,s,Negativity,0
in,in,s,,0
both,both,s,,0
Labors,labors,s,Negativity,0
dull,dull,c,SenseProperty,0
",",",",n,,0
Unless,unless,c,Contingency,0
",",",",s,,0
like,like,s,SubjectivePercept,0
Misers,misers,s,StandardsNeg,0
Coffer's,coffer's,c,UNRECOGNIZED,0
",",",",s,,0
always,always,s,SubjectiveTime,0
full,full,c,,0
.,.,n,Resistance,0
But,but,s,Resistance,1
be,be,s,ReportingStates,0
ill-natured,ill-natured,s,StandardsNeg,0
all,all,c,,0
;,;,s,,0
Hiss,hiss,c,SenseProperty,0
",",",",s,,0
Rail,rail,c,SenseObject,0
",",",",s,,0
Exclaim,exclaim,c,Intensity,0
;,;,n,,0
Nay,nay,c,OralCues,0
",",",",s,,0
let,let,s,ReportingEvents,0
each,each,s,Specifiers,0
Fop,fop,s,PersonProperty,0
against,against,s,,0
his,his,s,PersonPronoun,0
Conscience,conscience,s,StandardsPos,0
Damn,damn,c,Anger,0
:,:,n,,0
Alas,alas,c,Negativity,0
!,!,s,,0
This,this,s,PredictedFuture,0
will,will,s,PredictedFuture,1
not,not,s,DenyDisclaim,0
do,do,c,DenyDisclaim,1
.,.,s,,0
Your,your,s,DirectAddress,0
Noise,noise,s,SenseProperty,0
and,and,s,,0
Rage,rage,c,Anger,0
",",",",n,,0
Does,does,s,ReportingEvents,0
rather,rather,s,Resistance,0
Cherish,cherish,c,Positivity,0
",",",",s,,0
than,than,s,Comparison,0
Destroy,destroy,s,Negativity,0
the,the,s,SenseObject,0
Stage,stage,c,SenseObject,1
.,.,n,,0
Scriblers,scriblers,c,UNRECOGNIZED,0
",",",",s,,0
in,in,s,Negativity,0
Spite,spite,c,Negativity,1
",",",",s,,0
will,will,s,PredictedFuture,0
still,still,s,PredictedFuture,1
Write,write,s,ReportingEvents,0
on,on,c,,0
:,:,s,,0
For,for,s,,0
know,know,c,Confidence,0
",",",",n,,0
Poets,poets,c,PersonProperty,0
",",",",s,,0
like,like,s,SubjectivePercept,0
Mushrooms,mushrooms,c,SenseObject,0
",",",",s,,0
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
Thunder,thunder,s,SenseObject,0
grow,grow,c,ReportingEvents,0
.,.,nn,,0
OH,oh,c,OralCues,0
!,!,s,,0
Stop,stop,s,Resistance,0
the,the,s,Resistance,1
Rage,rage,s,Anger,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
unjust,unjust,s,StandardsNeg,0
Desires,desires,c,Positivity,0
;,;,n,,0
And,and,s,,0
think,think,c,PrivateThinking,0
",",",",s,,0
what,what,s,,0
Sparks,sparks,s,SenseProperty,0
of,of,s,,0
Hell,hell,s,Negativity,0
attend,attend,s,SpaceRelation,0
your,your,s,SpaceRelation,1
Lawless,lawless,s,StandardsNeg,0
Fires,fires,c,SenseObject,0
!,!,nn,,0
Are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
so,so,s,,0
Coy,coy,c,SubjectivePercept,0
?,?,s,Question,0
Then,then,s,Sequence,0
I,i,s,Sequence,1
must,must,s,Insist,0
change,change,s,Transformation,0
the,the,s,Transformation,1
Scene,scene,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
call,call,s,ReportingEvents,0
my,my,s,FirstPer,0
Favors,favors,s,Positivity,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
lost,lost,s,Negativity,0
Remembrance,remembrance,c,PrivateThinking,0
.,.,n,,0
For,for,c,,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
Good,good,s,StandardsPos,0
Deeds,deeds,s,StandardsPos,1
are,are,s,ReportingStates,0
ill,ill,s,Negativity,0
Rewarded,rewarded,c,Positivity,0
",",",",s,,0
there,there,n,Confidence,0
It,it,s,Confidence,1
Is,is,s,Confidence,2
Justice,justice,c,StandardsPos,0
",",",",s,,0
not,not,s,DenyDisclaim,0
Vainglory,vainglory,c,Negativity,0
",",",",s,,0
to,to,s,,0
Recite,recite,s,Citations,0
',',c,,0
em,em,c,SpaceRelation,0
.,.,n,Question,0
Did,did,s,Question,1
I,i,s,FirstPer,0
for,for,s,,0
this,this,c,Immediacy,0
",",",",s,Immediacy,1
stretch,stretch,s,SpaceRelation,0
out,out,s,SpaceRelation,1
my,my,s,FirstPer,0
Bounteous,bounteous,s,StandardsPos,0
Hand,hand,c,SenseObject,0
",",",",n,,0
To,to,s,,0
free,free,s,StandardsPos,0
you,you,s,StandardsPos,1
from,from,s,StandardsPos,2
the,the,s,,0
Slavery,slavery,s,Anger,0
of,of,s,,0
Pirates,pirates,c,PersonProperty,0
?,?,n,Question,0
Nay,nay,c,OralCues,0
",",",",s,,0
bought,bought,s,ReportingEvents,0
you,you,s,DirectAddress,0
underhand,underhand,s,Negativity,0
too,too,c,Metadiscourse,0
;,;,s,Metadiscourse,1
when,when,c,,0
",",",",s,,0
perhaps,perhaps,c,Uncertainty,0
",",",",n,,0
They,they,s,,0
meant,meant,c,SubjectivePercept,0
",",",",s,,0
you,you,s,Insist,0
should,should,s,Insist,1
have,have,s,,0
stalk't,stalk't,s,UNRECOGNIZED,0
the,the,s,,0
Marketplace,marketplace,c,SpaceRelation,0
",",",",n,,0
In,in,s,,0
State,state,s,,0
and,and,s,,0
Pomp,pomp,c,SenseProperty,0
",",",",s,,0
with,with,s,DirectAddress,0
your,your,s,DirectAddress,1
Price,price,s,AbstractConcepts,0
writ,writ,s,CommonAuthorities,0
on,on,s,DirectAddress,0
your,your,s,DirectAddress,1
Forehead,forehead,c,SenseObject,0
?,?,n,Question,0
Did,did,s,Question,0
I,i,s,Question,1
(,(,c,,0
I,i,s,FirstPer,0
say,say,c,Citations,0
),),s,,0
free,free,s,StandardsPos,0
you,you,s,StandardsPos,1
from,from,s,StandardsPos,2
all,all,s,Generalization,0
this,this,s,Generalization,1
Infamy,infamy,c,StandardsNeg,0
;,;,n,,0
Here,here,s,SpaceRelation,0
sealed,sealed,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
protected,protected,s,StandardsPos,0
you,you,c,DirectAddress,0
?,?,nn,Question,0
It,it,s,ConfirmedThght,0
Is,is,s,ConfirmedThght,1
true,true,c,ConfirmedThght,2
;,;,n,,0
You,you,s,DirectAddress,0
powrd,powrd,s,UNRECOGNIZED,0
your,your,s,DirectAddress,0
larger,larger,s,Comparison,0
Sums,sums,c,AbstractConcepts,0
",",",",s,,0
to,to,s,,0
free,free,s,StandardsPos,0
me,me,s,StandardsPos,1
from,from,n,StandardsPos,2
One,one,s,Numbers,0
Slavery,slavery,c,Anger,0
",",",",s,Resistance,0
but,but,s,Resistance,1
to,to,s,,0
impose,impose,s,StandardsNeg,0
a,a,s,StandardsNeg,1
Greater,greater,c,Comparison,0
.,.,n,,0
For,for,c,,0
",",",",s,,0
if,if,s,Contingency,0
your,your,s,DirectAddress,0
Words,words,s,LangRef,0
interpret,interpret,s,PrivateThinking,0
your,your,s,DirectAddress,0
Black,black,s,SenseProperty,0
Thoughts,thoughts,c,PrivateThinking,0
",",",",n,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
your,your,s,DirectAddress,0
Captive,captive,s,SubjectivePercept,0
still,still,c,Updates,0
:,:,n,,0
And,and,s,,0
feel,feel,s,SubjectivePercept,0
the,the,s,SubjectivePercept,1
Weight,weight,s,SubjectivePercept,2
and,and,s,,0
Misery,misery,s,StandardsNeg,0
of,of,s,,0
Bonds,bonds,c,AbstractConcepts,0
",",",",n,,0
In,in,s,Specifiers,0
that,that,s,Specifiers,1
which,which,s,,0
you,you,s,DirectAddress,0
style,style,s,LangRef,0
Liberty,liberty,c,StandardsPos,0
.,.,nn,Sequence,0
Then,then,c,Sequence,1
",",",",s,,0
Chaste,chaste,s,StandardsPos,0
Diana,diana,c,UNRECOGNIZED,0
",",",",s,,0
take,take,s,ReportingEvents,0
your,your,s,DirectAddress,0
own,own,s,DirectAddress,1
Desire,desire,c,Positivity,0
",",",",n,,0
And,and,s,,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
Native,native,s,CommonAuthorities,0
dear,dear,s,Positivity,0
Digrace,digrace,s,UNRECOGNIZED,0
return,return,c,RecurringEvents,0
.,.,n,,0
Your,your,s,DirectAddress,0
Fortunes,fortunes,c,ProjectAhead,0
",",",",s,,0
without,without,s,Contingency,0
me,me,c,FirstPer,0
",",",",s,,0
are,are,s,ReportingStates,0
at,at,s,,0
their,their,s,PersonPronoun,0
Ebbing,ebbing,c,Motions,0
;,;,n,,0
And,and,s,,0
you,you,s,DirectAddress,0
may,may,s,DirectAddress,1
Beg,beg,s,Intensity,0
with,with,s,,0
Virtue,virtue,c,StandardsPos,0
:,:,s,,0
It,it,s,,0
Is,is,s,ReportingStates,0
within,within,n,,0
My,my,s,FirstPer,0
Power,power,c,AbstractConcepts,0
",",",",s,,0
to,to,s,,0
make,make,s,DirectAddress,0
you,you,s,DirectAddress,1
Rich,rich,c,Positivity,0
.,.,s,,0
The,the,s,,0
Prince,prince,c,PersonProperty,0
",",",",s,,0
my,my,s,FirstPer,0
Master,master,c,PersonProperty,0
",",",",n,,0
Left,left,s,SceneShift,0
his,his,s,SceneShift,1
Dear,dear,s,Positivity,0
Princess,princess,s,PersonProperty,0
on,on,s,,0
her,her,s,PersonPronoun,0
Nuptial-Day,nuptial-day,c,UNRECOGNIZED,0
;,;,n,Specifiers,0
And,and,c,Specifiers,1
",",",",s,Specifiers,2
in,in,s,,0
a,a,s,,0
Freak,freak,s,SubjectivePercept,0
of,of,s,,0
Jealousy,jealousy,c,Negative_Relation,0
",",",",s,,0
went,went,s,SceneShift,0
to,to,s,SceneShift,1
Sea,sea,c,SceneShift,2
:,:,n,Question,0
Where,where,c,Question,1
",",",",s,,0
(,(,c,,0
rest,rest,s,ReportingEvents,0
his,his,s,ReportingEvents,1
Soul,soul,c,Disclosure,0
!,!,c,,0
),),s,,0
as,as,s,,0
my,my,s,FirstPer,0
Two,two,s,TimeDuration,0
Years,years,s,TimeDuration,1
Intelligence,intelligence,n,AbstractConcepts,0
Informs,informs,s,ReportingEvents,0
me,me,c,FirstPer,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
made,made,s,ReportingEvents,0
the,the,s,SenseObject,0
Fish,fish,s,SenseObject,1
a,a,s,,0
Banquet,banquet,c,Positivity,0
.,.,n,,0
His,his,s,PersonPronoun,0
sprightly,sprightly,s,Positivity,0
Lady,lady,c,PersonProperty,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
the,the,s,Negativity,0
Disappointment,disappointment,n,Negativity,1
Of,of,s,,0
a,a,s,Negativity,0
lost,lost,s,Negativity,1
Bridegroom,bridegroom,c,PersonProperty,0
",",",",s,,0
on,on,s,,0
her,her,s,PersonPronoun,0
Nuptial-Night,nuptial-night,c,UNRECOGNIZED,0
",",",",n,,0
Like,like,s,Resemblances,0
a,a,s,Resemblances,1
sad,sad,s,Sad,0
Pensive,pensive,s,PrivateThinking,0
Turtle,turtle,c,SenseObject,0
",",",",s,,0
stole,stole,s,SceneShift,0
away,away,n,SceneShift,1
One,one,s,Numbers,0
Evening,evening,c,TimeDuration,0
;,;,s,,0
and,and,s,,0
was,was,s,ProjectBack,0
never,never,s,DenyDisclaim,0
heard,heard,s,Updates,0
of,of,s,,0
since,since,c,,0
:,:,n,,0
No,no,s,Confidence,0
doubt,doubt,c,Confidence,1
",",",",s,,0
she,she,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
met,met,s,Narrative_Verbs,0
her,her,s,Narrative_Verbs,1
Husband's,husband's,s,PersonProperty,0
Destiny,destiny,c,ProjectAhead,0
*,*,n,,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
almost,almost,c,SubjectivePercept,0
",",",",s,,0
with,with,s,Confidence,0
Confidence,confidence,c,Confidence,1
",",",",s,,0
pronounce,pronounce,n,CommonAuthorities,0
My,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
the,the,s,,0
Lord,lord,s,CommonAuthorities,0
of,of,s,,0
thus,thus,s,ReasonForward,0
Magnificent,magnificent,s,Positivity,0
Palace,palace,c,SenseObject,0
;,;,n,,0
And,and,s,Generalization,0
all,all,s,Generalization,1
this,this,s,,0
Mass,mass,s,SenseObject,0
of,of,s,,0
dazzling,dazzling,s,Positivity,0
Wealth,wealth,c,Positivity,0
",",",",s,,0
my,my,s,SelfDisclosure,0
own,own,c,SelfDisclosure,1
:,:,n,,0
A,a,s,,0
fairer,fairer,s,Comparison,0
Pile,pile,c,SenseObject,0
",",",",s,Generalization,0
all,all,s,Generalization,1
Cyprus,cyprus,s,SenseProperty,0
does,does,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
yield,yield,c,ReportingEvents,0
.,.,n,,0
Be,be,s,ReportingStates,0
thou,thou,s,DirectAddress,0
then,then,s,,0
mine,mine,c,FirstPer,0
:,:,s,,0
Here,here,s,SpaceRelation,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
Reign,reign,s,CommonAuthorities,0
a,a,s,,0
Goddess,goddess,c,PersonProperty,0
;,;,n,,0
A,a,s,,0
Goddess,goddess,c,PersonProperty,0
",",",",s,,0
brighter,brighter,s,Positivity,0
than,than,s,Comparison,0
our,our,s,Inclusive,0
Cyprian-Deity,cyprian-deity,c,UNRECOGNIZED,0
.,.,n,Question,0
Why,why,s,Question,1
all,all,s,Generalization,0
these,these,s,Generalization,1
unkind,unkind,s,StandardsNeg,0
Looks,looks,c,ReportingEvents,0
?,?,s,Question,0
Fie,fie,c,Negativity,0
!,!,s,,0
smile,smile,c,Positivity,0
",",",",s,,0
Lysandra,lysandra,c,UNRECOGNIZED,0
.,.,n,,0
Nothing,nothing,s,Intensity,0
but,but,s,Intensity,1
Love,love,s,Positivity,0
should,should,s,Insist,0
on,on,s,,0
this,this,s,,0
Shore,shore,s,SenseObject,0
be,be,s,ReportingStates,0
found,found,c,ReportingStates,0
",",",",n,ReportingStates,1
Since,since,s,,0
Loves,loves,s,Positivity,0
fair,fair,s,StandardsPos,0
Goddess,goddess,s,PersonProperty,0
blessed,blessed,s,StandardsPos,0
the,the,s,StandardsPos,1
Hallow'd-Ground,hallow'd-ground,c,UNRECOGNIZED,0
.,.,nn,,0
Heavens,heavens,c,Positivity,0
!,!,s,,0
What,what,s,,0
a,a,s,,0
Villain's,villain's,s,UNRECOGNIZED,0
this,this,c,,0
?,?,s,Question,0
Cease,cease,s,ReportingEvents,0
this,this,s,,0
bold,bold,s,Confidence,0
Language,language,c,LangRef,0
;,;,n,,0
For,for,c,,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
Unalterable,unalterable,c,Confidence,0
:,:,s,,0
Nay,nay,c,OralCues,0
",",",",s,,0
my,my,s,FirstPer,0
Guilt's,guilt's,n,UNRECOGNIZED,0
Impardonable,impardonable,s,UNRECOGNIZED,0
even,even,s,SubjectivePercept,0
to,to,s,,0
hold,hold,s,,0
Discourse,discourse,n,SpaceRelation,0
With,with,s,SpaceRelation,1
such,such,s,Intensity,0
Impiety,impiety,c,StandardsNeg,0
.,.,nn,Sequence,0
Then,then,s,Sequence,1
know,know,c,Confidence,0
",",",",s,,0
vain,vain,s,Negativity,0
Girl,girl,c,PersonProperty,0
",",",",n,,0
The,the,s,Positivity,0
Good,good,s,Positivity,1
from,from,s,Specifiers,0
which,which,s,Specifiers,1
you,you,s,DirectAddress,0
fly,fly,c,Motions,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,Fear,0
force,force,s,Fear,1
you,you,s,DirectAddress,0
to,to,c,,0
.,.,n,,0
Are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
full-gorged,full-gorged,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
wanton,wanton,c,StandardsNeg,0
?,?,n,Question,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
lure,lure,s,Positivity,0
you,you,c,DirectAddress,0
",",",",s,,0
with,with,s,Intensity,0
a,a,s,Intensity,1
Vengeance,vengeance,c,Intensity,2
!,!,s,,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
be,be,s,ReportingStates,0
plyant,plyant,c,UNRECOGNIZED,0
;,;,n,,0
Or,or,s,Contingency,0
else,else,c,Contingency,1
",",",",s,,0
behold,behold,s,SpaceRelation,0
your,your,s,DirectAddress,0
Fate,fate,c,SubjectivePercept,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
I,i,s,FirstPer,0
were,were,s,ProjectBack,0
so,so,s,Positivity,0
Happy,happy,c,Positivity,1
!,!,s,,0
Kill,kill,s,Negativity,0
me,me,c,Negativity,1
",",",",s,,0
do,do,nnn,Intensity,0
Curse,curse,s,Negativity,0
on,on,s,,0
this,this,s,,0
Interruption,interruption,c,StandardsNeg,0
!,!,s,,0
What,what,s,Confront,0
Is,is,s,Confront,1
your,your,s,Confront,2
Business,business,c,AbstractConcepts,0
?,?,nnn,Question,0
The,the,s,,0
Princess,princess,s,PersonProperty,0
is,is,s,ReportingStates,0
returned,returned,c,ReportingStates,0
.,.,nnn,ReportingStates,1
Hell,hell,s,Negativity,0
and,and,s,,0
Confusion,confusion,c,Negativity,0
!,!,s,,0
How,how,s,Curiosity,0
that,that,s,Curiosity,1
Name,name,s,LangRef,0
distracts,distracts,s,Negativity,0
me,me,c,FirstPer,0
?,?,nnn,Question,0
This,this,s,,0
News,news,s,Updates,0
brings,brings,s,,0
me,me,s,FirstPer,0
some,some,s,Uncertainty,0
Glimpse,glimpse,s,SpaceRelation,0
of,of,s,SpaceRelation,1
Happiness,happiness,c,Positivity,0
.,.,nnn,,0
Welcome,welcome,c,Positivity,0
",",",",s,,0
dear,dear,s,Positivity,0
Traveller,traveller,c,PersonProperty,0
:,:,s,,0
Say,say,c,Citations,0
",",",",s,,0
kind,kind,s,Positivity,0
Corinna,corinna,c,UNRECOGNIZED,0
;,;,n,,0
Is,is,s,ReportingStates,0
our,our,s,Inclusive,0
great,great,s,Intensity,0
Princess,princess,c,PersonProperty,0
",",",",s,,0
the,the,s,CommonAuthorities,0
Divine,divine,s,CommonAuthorities,1
Olizia,olizia,c,UNRECOGNIZED,0
",",",",n,,0
Safely,safely,s,StandardsPos,0
returned,returned,c,ReportingEvents,0
?,?,s,Question,0
And,and,s,,0
art,art,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
kindly,kindly,s,StandardsPos,0
come,come,c,DirectAddress,0
",",",",n,DirectAddress,1
To,to,s,,0
bring,bring,s,,0
the,the,s,StandardsPos,0
Blessed,blessed,s,StandardsPos,1
News,news,c,Updates,0
?,?,nn,Question,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,c,SelfDisclosure,1
.,.,nnn,,0
This,this,s,,0
dazzling,dazzling,s,Positivity,0
Bliss,bliss,c,Positivity,0
",",",",s,,0
breaks,breaks,s,ReportingEvents,0
like,like,s,Resemblances,0
the,the,s,Resemblances,1
Morn,morn,s,TimeDuration,0
upon,upon,s,Immediacy,0
me,me,c,Immediacy,1
:,:,n,,0
And,and,s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
the,the,s,DirectAddress,2
Star,star,c,SenseObject,0
",",",",s,,0
that,that,s,,0
ushers-in,ushers-in,s,Sequence,0
the,the,s,SenseObject,0
Sun,sun,c,SenseObject,1
.,.,nn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
take,take,s,Responsibility,0
this,this,s,Responsibility,1
happy,happy,s,TimeDuration,0
Hour,hour,c,TimeDuration,1
",",",",s,,0
to,to,s,,0
