BARTHOLMEW,bartholmew,s,UNRECOGNIZED,0
Bartholmew-birds,bartholmew-birds,c,UNRECOGNIZED,0
",",",",s,,0
as,as,s,TimeDuration,0
they,they,s,TimeDuration,1
say,say,c,Citations,0
;,;,s,,0
he,he,s,Biographical_Time,0
has,has,s,Biographical_Time,1
never,never,s,Biographical_Time,2
a,a,s,SenseObject,0
Sword,sword,c,SenseObject,1
",",",",s,,0
and,and,n,,0
Buckler,buckler,s,SenseObject,0
man,man,s,PersonProperty,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
Fair,fair,c,StandardsPos,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
little,little,s,SenseProperty,0
Dauy,dauy,c,UNRECOGNIZED,0
",",",",s,,0
to,to,s,,0
take,take,s,ReportingEvents,0
toll,toll,s,Motions,0
of,of,s,,0
the,the,s,,0
Bawds,bawds,s,SubjectivePercept,0
there,there,c,SpaceRelation,0
",",",",s,SpaceRelation,1
as,as,n,Resemblances,0
in,in,s,Resemblances,1
my,my,s,Autobio,0
time,time,c,Autobio,1
",",",",s,,0
nor,nor,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
Kind-heart,kind-heart,c,UNRECOGNIZED,0
",",",",s,Contingency,0
if,if,s,Contingency,1
any,any,s,Contingency,2
bodies,bodies,s,SenseObject,0
teeth,teeth,s,SenseObject,0
should,should,s,Insist,0
chance,chance,s,Contingency,0
to,to,s,,0
ache,ache,s,Negativity,0
in,in,s,Specifiers,0
his,his,n,Specifiers,1
Play,play,c,ReportingEvents,0
.,.,s,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
a,a,s,Metadiscourse,2
Iugler,iugler,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
wel-educated,wel-educated,s,UNRECOGNIZED,0
Ape,ape,s,SenseObject,0
to,to,s,,0
come,come,s,SceneShift,0
over,over,s,SceneShift,1
the,the,s,SenseObject,0
chain,chain,c,SenseObject,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
the,the,n,SenseObject,0
King,king,s,SenseObject,1
of,of,s,,0
England,england,c,,0
",",",",s,,0
and,and,s,,0
back,back,s,,0
again,again,s,RecurringEvents,0
for,for,s,,0
the,the,s,,0
Prince,prince,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
sit,sit,s,SenseProperty,0
still,still,s,Updates,0
on,on,s,,0
his,his,s,PersonPronoun,0
arse,arse,s,SenseObject,0
for,for,n,,0
the,the,s,,0
Pope,pope,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
the,the,s,SenseObject,0
King,king,s,SenseObject,1
of,of,s,,0
Spain,spain,c,,0
!,!,s,,0
None,none,s,DenyDisclaim,0
o'these,o'these,s,UNRECOGNIZED,0
fine,fine,s,Positivity,0
sights,sights,c,SenseProperty,0
!,!,s,,0
Nor,nor,s,DenyDisclaim,0
has,has,s,,0
he,he,s,PersonPronoun,0
the,the,n,,0
Canuas-cut,canuas-cut,s,UNRECOGNIZED,0
',',c,,0
ithe,ithe,s,UNRECOGNIZED,0
night,night,c,,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
a,a,s,,0
Hobby-horse-man,hobby-horse-man,s,UNRECOGNIZED,0
to,to,s,,0
creep,creep,s,Fear,0
into,into,s,Transformation,0
his,his,s,Transformation,1
she-neighbour,she-neighbour,c,UNRECOGNIZED,0
",",",",n,,0
and,and,s,,0
take,take,s,ReportingEvents,0
his,his,s,ReportingEvents,1
leap,leap,s,Motions,0
there,there,c,,0
!,!,s,,0
Nothing,nothing,c,DenyDisclaim,0
!,!,s,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
and,and,s,,0
some,some,s,Uncertainty,0
writer,writer,s,PersonProperty,0
(,(,c,,0
that,that,s,,0
I,i,s,FirstPer,0
know,know,c,Confidence,0
),),s,,0
had,had,s,ProjectBack,0
had,had,s,ProjectBack,0
but,but,n,Resistance,0
the,the,s,,0
penning,penning,s,Motions,0
of,of,s,Metadiscourse,0
this,this,s,Metadiscourse,1
matter,matter,c,Metadiscourse,2
",",",",s,,0
he,he,s,Biographical_Time,0
would,would,s,Biographical_Time,1
have,have,s,,0
made,made,s,DirectAddress,0
you,you,s,DirectAddress,1
such,such,s,Specifiers,0
a,a,s,Specifiers,1
Iig-ajogge,iig-ajogge,s,UNRECOGNIZED,0
in,in,s,,0
the,the,n,,0
boothes,boothes,c,UNRECOGNIZED,0
",",",",s,,0
you,you,s,Insist,0
should,should,s,Insist,1
have,have,s,,0
thought,thought,s,Citations,0
an,an,s,Citations,1
earthquake,earthquake,s,SenseProperty,0
had,had,s,ProjectBack,0
been,been,s,ProjectBack,1
in,in,s,,0
the,the,s,Positivity,0
Fair,fair,c,Positivity,1
!,!,s,,0
But,but,s,Resistance,0
these,these,n,Immediacy,0
Master,master,c,PersonProperty,0
-,-,s,,0
Poets,poets,c,PersonProperty,0
",",",",s,,0
they,they,s,,0
will,will,s,PredictedFuture,0
have,have,s,PredictedFuture,1
their,their,s,SubjectivePercept,0
own,own,s,SubjectivePercept,1
absurd,absurd,s,Negativity,0
courses,courses,c,AbstractConcepts,0
;,;,s,,0
they,they,s,,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
informed,informed,n,ReportingStates,0
of,of,s,ReportingStates,1
nothing,nothing,c,DenyDisclaim,0
!,!,s,,0
He,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
(,(,c,,0
sirreuerence,sirreuerence,c,UNRECOGNIZED,0
),),s,,0
kicked,kicked,s,ReportingEvents,0
me,me,s,FirstPer,0
three,three,c,Numbers,0
",",",",s,,0
or,or,s,,0
four,four,s,Numbers,0
times,times,s,AbstractConcepts,0
about,about,s,,0
the,the,n,,0
Tyring-house,tyring-house,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,FirstPer,0
thank,thank,s,Acknowledge,0
him,him,c,PersonPronoun,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
but,but,s,Resistance,0
offering,offering,s,ProjectAhead,0
to,to,s,ProjectAhead,1
putt,putt,s,Motions,0
in,in,c,,0
",",",",s,,0
with,with,s,,0
my,my,s,FirstPer,0
experience,experience,c,GenericEvents,0
.,.,n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
judged,judged,s,CommonAuthorities,0
by,by,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
Gentlemen,gentlemen,c,Positivity,0
",",",",s,,0
now,now,c,Updates,0
",",",",s,Updates,1
but,but,s,Exceptions,0
for,for,s,Exceptions,1
one,one,s,Numbers,0
conceit,conceit,s,LangRef,0
of,of,s,LangRef,1
mine,mine,c,FirstPer,0
!,!,s,,0
would,would,s,Contingency,0
not,not,s,Contingency,1
a,a,n,Positivity,0
fine,fine,s,Positivity,1
Pumpe,pumpe,s,UNRECOGNIZED,0
upon,upon,s,,0
the,the,s,SenseObject,0
Stage,stage,s,SenseObject,1
have,have,s,ReportingEvents,0
done,done,s,ReportingEvents,1
well,well,c,OralCues,0
",",",",s,OralCues,1
for,for,s,,0
a,a,s,,0
property,property,s,AbstractConcepts,0
now,now,c,Immediacy,0
?,?,s,Question,0
and,and,s,,0
a,a,s,,0
Punque,punque,s,UNRECOGNIZED,0
set,set,n,ReportingEvents,0
under,under,s,,0
upon,upon,s,Immediacy,0
her,her,s,Immediacy,1
head,head,c,SenseObject,0
",",",",s,,0
with,with,s,,0
her,her,s,PersonPronoun,0
Stern,stern,s,SenseObject,0
upward,upward,c,SpaceRelation,0
",",",",s,,0
and,and,s,,0
have,have,s,ProjectBack,0
been,been,s,ProjectBack,1
sous'd,sous'd,s,UNRECOGNIZED,0
by,by,s,,0
my,my,s,FirstPer,0
wity,wity,n,UNRECOGNIZED,0
young,young,s,SenseProperty,0
masters,masters,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
the,the,s,,0
Innes,innes,s,UNRECOGNIZED,0
of,of,s,,0
Court,court,c,AbstractConcepts,0
?,?,s,Question,0
what,what,s,DirectAddress,0
think,think,s,DirectAddress,1
you,you,s,DirectAddress,2
of,of,s,Specifiers,0
this,this,s,Specifiers,1
for,for,s,,0
a,a,s,SenseObject,0
show,show,c,SenseObject,1
",",",",s,,0
now,now,c,Immediacy,0
?,?,s,Question,0
he,he,n,PersonPronoun,0
will,will,s,Insist,0
not,not,s,Insist,1
hear,hear,s,Insist,2
of,of,s,Insist,3
this,this,c,,0
!,!,s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
an,an,s,SelfDisclosure,2
Ass,ass,c,Negativity,0
!,!,s,,0
I,i,c,FirstPer,0
!,!,s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
I,i,s,FirstPer,0
kept,kept,s,TimeDuration,0
the,the,s,SenseObject,0
Stage,stage,s,SenseObject,1
in,in,s,,0
Master,master,n,PersonProperty,0
Tarletons,tarletons,s,UNRECOGNIZED,0
time,time,c,,0
",",",",s,,0
I,i,s,FirstPer,0
thank,thank,s,Acknowledge,0
my,my,s,OralCues,0
stars,stars,c,OralCues,1
.,.,s,,0
Ho,ho,c,OralCues,0
!,!,s,,0
and,and,s,,0
that,that,s,,0
man,man,s,PersonProperty,0
had,had,s,ProjectBack,0
lived,lived,s,ReportingEvents,0
to,to,s,,0
have,have,s,,0
played,played,n,ReportingEvents,0
in,in,s,,0
Bartholmew,bartholmew,s,UNRECOGNIZED,0
Fair,fair,c,StandardsPos,0
",",",",s,,0
you,you,s,ConfirmExperience,0
should,should,s,ConfirmExperience,1
have,have,s,ConfirmExperience,2
seen,seen,s,ConfirmExperience,3
him,him,s,PersonPronoun,0
have,have,s,,0
come,come,s,ReportingEvents,0
in,in,c,ReportingEvents,1
",",",",s,,0
and,and,s,,0
have,have,s,ProjectBack,0
been,been,n,ProjectBack,1
coozened,coozened,s,UNRECOGNIZED,0
in,in,s,,0
the,the,s,,0
Cloath-quarter,cloath-quarter,c,UNRECOGNIZED,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
finely,finely,c,SenseProperty,0
!,!,s,,0
And,and,s,,0
Adams,adams,c,,0
",",",",s,,0
the,the,s,,0
Rogue,rogue,c,Negativity,0
",",",",s,,0
ha,ha,s,OralCues,0
leaped,leaped,s,ReportingEvents,0
and,and,n,,0
caper'd,caper'd,s,UNRECOGNIZED,0
upon,upon,s,Immediacy,0
him,him,c,Immediacy,1
",",",",s,,0
and,and,s,,0
have,have,s,,0
dealt,dealt,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
vermin,vermin,s,Negativity,0
about,about,c,,0
",",",",s,,0
as,as,s,SubjectivePercept,0
though,though,s,SubjectivePercept,1
they,they,s,SubjectivePercept,2
had,had,s,ProjectBack,0
cost,cost,s,AbstractConcepts,0
him,him,n,PersonPronoun,0
nothing,nothing,c,DenyDisclaim,0
.,.,s,TimeShift,0
And,and,s,TimeShift,1
then,then,s,TimeShift,2
a,a,s,,0
substantial,substantial,s,StandardsPos,0
watch,watch,s,,0
to,to,s,,0
have,have,s,,0
stolen,stolen,s,Negativity,0
in,in,s,,0
upon,upon,s,,0
',',c,,0
hem,hem,c,SenseObject,0
",",",",s,,0
and,and,s,,0
taken,taken,n,ProjectBack,0
',',c,,0
hem,hem,s,SenseObject,0
away,away,c,,0
",",",",s,,0
with,with,s,,0
mistaking,mistaking,s,StandardsNeg,0
words,words,c,LangRef,0
",",",",s,,0
as,as,s,,0
the,the,s,,0
fashion,fashion,s,SenseObject,0
is,is,c,ReportingStates,0
",",",",s,,0
in,in,s,,0
the,the,s,,0
Stage-practice,stage-practice,nn,UNRECOGNIZED,0
How,how,s,Updates,0
now,now,c,Updates,1
?,?,s,Question,0
what,what,s,,0
rare,rare,s,Exceptions,0
discourse,discourse,s,AbstractConcepts,0
are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
fallen,fallen,s,Contingency,0
upon,upon,c,Contingency,1
?,?,s,Question,0
ha,ha,c,OralCues,0
?,?,s,Question,0
have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
found,found,s,ReportingEvents,0
any,any,n,,0
familiars,familiars,s,PriorKnowledge,0
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,Intensity,0
so,so,s,Intensity,1
free,free,c,AbstractConcepts,0
?,?,s,Question,0
what,what,s,Question,0
is,is,s,Question,1
the,the,s,Question,2
business,business,nnn,AbstractConcepts,0
Nothing,nothing,c,DenyDisclaim,0
",",",",s,Resistance,0
but,but,s,Resistance,1
the,the,s,CommonAuthorities,0
understanding,understanding,s,CommonAuthorities,1
Gentlemen,gentlemen,s,Positivity,0
of,of,s,,0
the,the,s,SenseObject,0
ground,ground,s,SenseObject,1
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
asked,asked,s,,0
my,my,n,FirstPer,0
judgment,judgment,nnn,PrivateThinking,0
Your,your,s,DirectAddress,0
judgment,judgment,c,PrivateThinking,0
",",",",s,,0
Rascal,rascal,c,Negativity,0
?,?,s,Question,0
for,for,s,,0
what,what,c,Question,0
?,?,s,Question,1
sweeping,sweeping,s,Motions,0
the,the,s,SenseObject,0
Stage,stage,c,SenseObject,1
?,?,s,Question,0
or,or,s,,0
gathering,gathering,s,ReportingEvents,0
up,up,s,,0
the,the,n,,0
broken,broken,s,SenseProperty,0
Apples,apples,s,SenseObject,0
for,for,s,,0
the,the,s,,0
bears,bears,s,SenseObject,0
within,within,c,,0
?,?,s,Question,0
Away,away,s,,0
Rogue,rogue,c,Negativity,0
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
come,come,s,Transformation,0
to,to,s,Transformation,1
a,a,s,Transformation,2
fine,fine,s,Positivity,0
degree,degree,s,AbstractConcepts,0
in,in,n,,0
these,these,s,Immediacy,0
spectacles,spectacles,s,SpaceRelation,0
when,when,s,TimeShift,0
such,such,s,TimeShift,1
a,a,s,,0
youth,youth,s,AbstractConcepts,0
as,as,s,DirectAddress,0
you,you,s,DirectAddress,1
pretend,pretend,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
a,a,s,CommonAuthorities,0
judgment,judgment,c,CommonAuthorities,1
.,.,s,DirectAddress,0
And,and,s,DirectAddress,1
yet,yet,s,Resistance,0
he,he,n,PersonPronoun,0
may,may,c,Contingency,0
",",",",s,,0
in,in,s,,0
the,the,s,Intensity,0
most,most,s,Intensity,1
of,of,s,Metadiscourse,0
this,this,s,Metadiscourse,1
matter,matter,s,Metadiscourse,2
in,in,s,StandardsPos,0
faith,faith,c,StandardsPos,1
:,:,s,,0
For,for,s,,0
the,the,s,CommunicatorRole,0
Author,author,s,CommunicatorRole,1
has,has,s,,0
writ,writ,s,CommonAuthorities,0
it,it,s,,0
just,just,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
his,his,n,PersonPronoun,0
Meridian,meridian,c,SpaceRelation,0
",",",",s,,0
and,and,s,,0
the,the,s,SenseObject,0
Scale,scale,s,SenseObject,1
of,of,s,,0
the,the,s,,0
grounded,grounded,s,ReportingStates,0
Judgments,judgments,s,PrivateThinking,0
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
his,his,s,PersonPronoun,0
Play-fellowes,play-fellowes,s,UNRECOGNIZED,0
in,in,n,,0
wit,wit,c,StandardsPos,0
.,.,s,,0
Gentlemen,gentlemen,c,Positivity,0
;,;,s,,0
not,not,s,DenyDisclaim,0
for,for,s,Negativity,0
want,want,s,Negativity,1
of,of,s,Negativity,2
a,a,s,Sequence,0
Prologue,prologue,c,Sequence,1
",",",",s,Resistance,0
but,but,s,Resistance,1
by,by,s,Specifiers,0
way,way,s,Specifiers,1
of,of,s,Specifiers,2
a,a,s,Specifiers,3
new,new,s,Immediacy,0
one,one,c,Immediacy,1
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
sent,sent,n,SceneShift,0
out,out,s,SceneShift,1
to,to,s,SceneShift,2
you,you,s,DirectAddress,0
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
with,with,s,Specifiers,0
a,a,s,Specifiers,1
Scriuener,scriuener,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
certain,certain,s,Confidence,0
Articles,articles,s,,0
drawn,drawn,s,ReportingEvents,0
out,out,s,ReportingEvents,1
in,in,s,,0
have,have,n,,0
between,between,s,Inclusive,0
our,our,s,Inclusive,1
Author,author,c,CommunicatorRole,0
",",",",s,,0
and,and,s,,0
you,you,c,DirectAddress,0
;,;,s,,0
which,which,s,,0
if,if,s,Request,0
