NOw,now,s,Immediacy,0
the,the,s,TimeDuration,0
while,while,c,TimeDuration,1
",",",",n,,0
I,i,s,Request,0
ask,ask,s,Request,1
your,your,s,Request,2
pardon,pardon,s,Positivity,0
Sir,sir,c,PersonProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
thinks,thinks,s,PrivateThinking,0
your,your,s,DirectAddress,0
judgment,judgment,c,PrivateThinking,0
",",",",n,,0
His,his,s,PersonPronoun,0
love,love,s,Positivity,0
to,to,s,Positivity,1
Justice,justice,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
Corruptions,corruptions,s,,0
hate,hate,n,Negativity,0
Are,are,s,Confidence,0
true,true,s,Confidence,1
and,and,s,,0
hearty,hearty,c,Positivity,0
?,?,nn,Question,0
Judge,judge,s,PrivateThinking,0
your,your,s,DirectAddress,0
self,self,s,SubjectivePercept,0
by,by,s,,0
this,this,n,Immediacy,0
One,one,s,Immediacy,1
argument,argument,c,LangRef,0
",",",",s,,0
his,his,s,PersonPronoun,0
hearty,hearty,s,Positivity,0
truth,truth,s,StandardsPos,0
to,to,s,Generalization,0
all,all,c,Generalization,1
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
in,in,s,,0
the,the,s,SenseObject,0
heart,heart,s,SenseObject,1
has,has,s,,0
anger,anger,s,Anger,0
his,his,s,PersonPronoun,0
wisest,wisest,s,StandardsPos,0
seat,seat,c,SenseObject,0
",",",",n,,0
And,and,s,,0
against,against,s,,0
unjust,unjust,s,StandardsNeg,0
suites,suites,s,SenseObject,0
such,such,s,Intensity,0
brave,brave,s,StandardsPos,0
anger,anger,s,Anger,0
fires,fires,s,Negativity,0
him,him,c,Negativity,1
",",",",n,,0
That,that,s,TimeShift,0
when,when,s,TimeShift,1
they,they,s,,0
seek,seek,s,ProjectAhead,0
to,to,s,ProjectAhead,1
pass,pass,s,ReportingEvents,0
his,his,s,PersonPronoun,0
place,place,s,SpaceRelation,0
and,and,s,,0
power,power,c,AbstractConcepts,0
",",",",n,Concessive,0
Though,though,s,Concessive,1
moved,moved,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
urged,urged,s,Intensity,0
by,by,s,,0
the,the,s,Specifiers,0
other,other,s,Specifiers,1
minion,minion,c,PersonProperty,0
",",",",n,,0
Or,or,s,,0
by,by,s,,0
his,his,s,Biographical_Time,0
greatest,greatest,s,Biographical_Time,1
friends,friends,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
even,even,s,Intensity,0
the,the,s,Intensity,1
King,king,n,PersonProperty,0
Lead,lead,s,ReportingEvents,0
them,them,s,ReportingEvents,1
to,to,s,ReportingEvents,2
his,his,s,PersonPronoun,0
allowance,allowance,s,CommonAuthorities,0
with,with,s,SpaceRelation,0
his,his,s,SpaceRelation,1
hand,hand,c,SpaceRelation,2
",",",",n,,0
First,first,s,Sequence,0
given,given,s,ReportingStates,0
in,in,s,,0
Bill,bill,c,AbstractConcepts,0
",",",",s,,0
assigned,assigned,c,ReportingStates,0
",",",",s,ReportingStates,1
even,even,s,SubjectivePercept,0
then,then,s,,0
his,his,s,SubjectivePercept,0
spirit,spirit,c,SubjectivePercept,1
",",",",n,,0
(,(,c,,0
In,in,s,Specifiers,0
nature,nature,s,Specifiers,1
calm,calm,s,Resemblances,0
as,as,s,Resemblances,1
any,any,s,,0
Summers,summers,s,TimeDuration,0
evening,evening,c,TimeDuration,0
),),n,,0
Puts,puts,s,ReportingEvents,0
up,up,s,ReportingEvents,1
his,his,s,PersonPronoun,0
Whole,whole,s,,0
powers,powers,s,AbstractConcepts,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Winters,winters,s,RecurringEvents,0
sea,sea,c,SenseObject,0
",",",",n,,0
His,his,s,PersonPronoun,0
blood,blood,s,SenseObject,0
boyles,boyles,s,UNRECOGNIZED,0
over,over,c,,0
",",",",s,,0
and,and,s,,0
his,his,s,PersonPronoun,0
heart,heart,s,SenseObject,0
even,even,s,SubjectivePercept,0
cracks,cracks,n,SenseProperty,0
At,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
injustice,injustice,c,StandardsNeg,0
",",",",s,,0
and,and,s,,0
he,he,s,Neutral_Attribution,0
tears,tears,s,Neutral_Attribution,1
the,the,s,,0
Bill,bill,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
would,would,s,ProjectBack,0
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
were,were,s,Contingency,0
he,he,s,Contingency,1
for,for,s,,0
it,it,s,,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
torn,torn,s,SenseProperty,0
in,in,s,SenseProperty,1
pe^ces,pe^ces,c,UNRECOGNIZED,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
brave,brave,s,StandardsPos,0
I,i,s,Self_Promise,0
swear,swear,c,Self_Promise,1
.,.,nn,,0
Nay,nay,s,OralCues,0
it,it,s,,0
is,is,s,ReportingStates,0
worthy,worthy,s,StandardsPos,0
your,your,s,DirectAddress,0
wonder,wonder,n,DirectAddress,1
That,that,s,Insist,0
I,i,s,Insist,1
must,must,s,Insist,2
tell,tell,s,DirectAddress,0
you,you,s,DirectAddress,1
further,further,c,Metadiscourse,0
",",",",s,Metadiscourse,1
there,there,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
Needle,needle,n,SenseObject,0
In,in,s,,0
a,a,s,SenseObject,0
Sun,sun,s,SenseObject,1
Dial,dial,s,SenseObject,0
placed,placed,s,ReportingEvents,0
upon,upon,s,,0
his,his,s,PersonPronoun,0
steel,steel,n,SenseObject,0
In,in,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,Specifiers,2
tender,tender,s,Positivity,0
posture,posture,c,SenseProperty,0
",",",",s,,0
that,that,s,,0
does,does,s,ReportingEvents,0
tremble,tremble,n,Motions,0
The,the,s,StandardsPos,0
timely,timely,s,StandardsPos,1
Dial,dial,s,SenseObject,0
being,being,s,ReportingStates,0
held,held,s,ReportingEvents,0
amiss,amiss,c,StandardsNeg,0
",",",",n,,0
And,and,s,,0
will,will,s,PredictedFuture,0
shake,shake,s,Motions,0
ever,ever,c,Biographical_Time,0
",",",",s,,0
till,till,s,AbstractConcepts,0
you,you,s,DirectAddress,0
hold,hold,s,ReportingEvents,0
it,it,s,ReportingEvents,1
right,right,n,,0
More,more,s,Comparison,0
tender,tender,s,Positivity,0
than,than,s,Comparison,0
himsefe,himsefe,s,UNRECOGNIZED,0
in,in,s,,0
any,any,s,Specifiers,0
thing,thing,n,Specifiers,1
That,that,s,,0
he,he,s,PersonPronoun,0
concludes,concludes,s,Sequence,0
in,in,s,StandardsPos,0
Justice,justice,s,StandardsPos,1
for,for,s,,0
the,the,s,,0
State,state,c,Citations,0
:,:,n,Citations,1
For,for,s,,0
as,as,s,,0
a,a,s,,0
fever,fever,s,Negativity,0
held,held,s,Narrative_Verbs,0
him,him,c,Narrative_Verbs,1
",",",",s,,0
he,he,s,PersonPronoun,0
will,will,s,PredictedFuture,0
shake,shake,n,Motions,0
When,when,s,TimeShift,0
he,he,s,TimeShift,1
is,is,s,ReportingStates,0
signing,signing,s,ReportingEvents,0
any,any,s,Specifiers,0
things,things,s,Specifiers,1
of,of,s,AbstractConcepts,0
weight,weight,c,AbstractConcepts,1
",",",",n,,0
Least,least,s,Comparison,0
humane,humane,s,StandardsPos,0
frailty,frailty,s,Negativity,0
should,should,s,Insist,0
misguide,misguide,s,StandardsNeg,0
his,his,s,PersonPronoun,0
justice,justice,c,StandardsPos,0
.,.,nn,,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
declared,declared,s,Citations,0
him,him,s,PersonPronoun,0
a,a,s,StandardsPos,0
most,most,s,StandardsPos,1
noble,noble,s,StandardsPos,2
^,^,c,UNRECOGNIZED,0
usticer,usticer,c,UNRECOGNIZED,0
.,.,nn,,0
He,he,s,PersonPronoun,0
truly,truly,s,Intensity,0
weighes,weighes,s,,0
and,and,s,,0
feels,feels,s,PrivateThinking,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
what,what,s,,0
a,a,s,,0
charge,charge,n,ReportingEvents,0
The,the,s,ReportingEvents,1
subjects,subjects,s,LangRef,0
livings,livings,s,AbstractConcepts,0
are,are,s,ReportingStates,0
(,(,c,,0
being,being,s,ReportingStates,0
even,even,s,SubjectivePercept,0
their,their,s,Biographical_Time,0
lives,lives,n,Biographical_Time,1
Laid,laid,s,SpaceRelation,0
on,on,s,SpaceRelation,1
the,the,s,SenseObject,0
hand,hand,s,SenseObject,1
of,of,s,SenseObject,2
power,power,c,AbstractConcepts,0
",",",",c,,0
),),s,,0
which,which,s,,0
abused,abused,n,Negativity,0
Though,though,s,Concessive,0
seen,seen,c,ReportingStates,0
",",",",s,ReportingStates,1
blood,blood,s,AbstractConcepts,0
flow,flow,s,AbstractConcepts,1
not,not,s,DenyDisclaim,0
from,from,s,,0
the,the,s,,0
justice,justice,s,CommonAuthorities,0
seat,seat,c,CommonAuthorities,1
",",",",n,,0
It,it,s,,0
Is,is,s,ReportingStates,0
in,in,s,,0
true,true,s,StandardsPos,0
sense,sense,s,AbstractConcepts,0
as,as,s,,0
grievous,grievous,c,Sad,0
",",",",s,,0
and,and,s,,0
horrid,horrid,c,Negativity,0
.,.,nn,,0
It,it,s,,0
argues,argues,s,Contested_Citation,0
nothing,nothing,s,DenyDisclaim,0
less,less,c,Comparison,0
",",",",s,Resistance,0
but,but,s,Resistance,1
since,since,s,,0
your,your,s,DirectAddress,0
Lord,lord,n,CommonAuthorities,0
Is,is,s,ReportingStates,0
diversely,diversely,s,AbstractConcepts,0
reported,reported,s,Citations,0
for,for,s,SubjectivePercept,0
his,his,s,SubjectivePercept,1
parts,parts,c,SubjectivePercept,2
",",",",n,Specifiers,0
What,what,s,Specifiers,1
Is,is,s,Specifiers,2
your,your,s,DirectAddress,0
true,true,s,StandardsPos,0
c^nsure,c^nsure,s,UNRECOGNIZED,0
of,of,s,,0
his,his,s,PersonPronoun,0
general,general,s,AbstractConcepts,0
worth,worth,c,AbstractConcepts,0
",",",",n,,0
Virtue,virtue,s,StandardsPos,0
and,and,s,,0
Judgment,judgment,c,PrivateThinking,0
.,.,nn,,0
As,as,s,Specifiers,0
of,of,s,Specifiers,1
a,a,s,Specifiers,2
Picture,picture,s,SenseObject,0
wrought,wrought,s,ReportingEvents,0
to,to,s,,0
opticke,opticke,s,UNRECOGNIZED,0
reason,reason,c,StandardsPos,0
",",",",n,,0
That,that,s,ProjectAhead,0
to,to,s,ProjectAhead,1
all,all,s,,0
passers,passers,s,PersonProperty,0
by,by,c,,0
",",",",s,,0
seems,seems,s,Resemblances,0
as,as,s,Resemblances,1
they,they,s,,0
move,move,n,Motions,0
Now,now,s,Immediacy,0
woman,woman,c,PersonProperty,0
",",",",s,,0
now,now,s,Updates,0
a,a,s,Updates,1
Monster,monster,c,Negativity,0
",",",",s,,0
now,now,s,Updates,0
a,a,s,Updates,1
Devil,devil,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
till,till,s,AbstractConcepts,0
you,you,s,DirectAddress,0
stand,stand,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
in,in,s,StandardsPos,0
a,a,s,StandardsPos,1
right,right,s,StandardsPos,2
line,line,s,SpaceRelation,0
view,view,s,SenseProperty,0
it,it,c,,0
",",",",n,,0
You,you,s,Confront,0
cannot,cannot,s,Confront,1
well,well,s,SenseObject,0
judge,judge,s,PrivateThinking,0
what,what,s,,0
the,the,s,,0
maine,maine,s,UNRECOGNIZED,0
form,form,s,AbstractConcepts,0
is,is,c,ReportingStates,0
",",",",n,ReasonForward,0
So,so,s,ReasonForward,1
men,men,s,PersonProperty,0
that,that,s,,0
view,view,s,ReportingEvents,0
him,him,s,ReportingEvents,1
but,but,s,Resistance,0
in,in,s,,0
vulgar,vulgar,s,StandardsNeg,0
passes,passes,n,ReportingEvents,0
Casting,casting,s,ReportingEvents,0
but,but,s,Resistance,0
laterall,laterall,c,UNRECOGNIZED,0
",",",",s,,0
or,or,s,,0
partial,partial,s,SubjectivePercept,0
glances,glances,c,Motions,0
",",",",n,,0
At,at,s,AbstractConcepts,0
what,what,s,AbstractConcepts,1
he,he,s,Updates,0
is,is,c,Updates,1
",",",",s,,0
suppose,suppose,s,Uncertainty,0
him,him,s,PersonPronoun,0
weak,weak,c,Negativity,0
",",",",s,,0
unjust,unjust,c,StandardsNeg,0
",",",",n,,0
Bloody,bloody,c,Negativity,0
",",",",s,,0
and,and,s,,0
monstrous,monstrous,c,Negativity,0
",",",",s,Resistance,0
but,but,s,Resistance,1
stand,stand,s,AbstractConcepts,0
free,free,s,AbstractConcepts,0
and,and,s,,0
fast,fast,c,SubjectiveTime,0
",",",",n,,0
And,and,s,,0
judge,judge,s,PrivateThinking,0
him,him,s,PrivateThinking,1
by,by,s,,0
no,no,s,Comparison,0
more,more,s,Comparison,1
than,than,s,Comparison,2
what,what,s,DirectAddress,0
you,you,s,DirectAddress,1
know,know,n,Confidence,0
Ingenuously,ingenuously,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
by,by,s,,0
the,the,s,,0
right,right,s,,0
laid,laid,s,ReportingEvents,0
line,line,n,AbstractConcepts,0
Of,of,s,AbstractConcepts,1
truth,truth,c,StandardsPos,0
",",",",s,,0
he,he,s,PersonPronoun,0
truly,truly,c,Intensity,0
",",",",s,,0
will,will,s,PredictedFuture,0
all,all,s,PredictedFuture,1
styles,styles,s,LangRef,0
deserve,deserve,n,StandardsPos,0
Of,of,s,,0
wise,wise,c,StandardsPos,0
",",",",s,,0
just,just,c,Intensity,0
",",",",s,,0
good,good,c,,0
",",",",s,,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
both,both,s,,0
soul,soul,s,Disclosure,0
and,and,s,,0
nerve,nerve,c,SenseObject,0
.,.,nn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,Insist,0
must,must,s,Insist,1
join,join,s,Inclusive,0
in,in,s,Inclusive,1
just,just,s,Intensity,0
belief,belief,s,PrivateThinking,0
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",n,Resistance,0
But,but,s,Resistance,1
what,what,s,Question,0
is,is,s,Question,1
his,his,s,Question,2
rival,rival,s,Resistance,0
the,the,s,,0
Lord,lord,s,CommonAuthorities,0
high,high,s,,0
Constable,constable,c,PersonProperty,0
?,?,nn,Question,0
As,as,s,,0
just,just,c,Intensity,0
",",",",s,,0
and,and,s,,0
well,well,s,SenseObject,0
inclined,inclined,s,ReportingEvents,0
when,when,s,TimeShift,0
he,he,s,TimeShift,1
is,is,s,ReportingStates,0
himself,himself,c,PersonPronoun,0
",",",",n,,0
(,(,c,,0
Not,not,s,DenyDisclaim,0
wrought,wrought,s,ReportingEvents,0
on,on,s,,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
counsels,counsels,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
opinions,opinions,n,SubjectivePercept,0
Of,of,s,,0
other,other,s,Specifiers,0
men,men,c,PersonProperty,0
),),s,,0
and,and,s,,0
the,the,s,,0
maine,maine,s,UNRECOGNIZED,0
difference,difference,s,Comparison,0
is,is,c,ReportingStates,0
",",",",n,,0
The,the,s,,0
Admiral,admiral,s,PersonProperty,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
flexible,flexible,s,StandardsPos,0
nor,nor,s,DenyDisclaim,0
won,won,n,Positivity,0
To,to,s,,0
move,move,s,ReasonForward,0
one,one,s,ReasonForward,1
scruple,scruple,c,StandardsPos,0
",",",",s,,0
when,when,s,TimeShift,0
he,he,s,TimeShift,1
comprehends,comprehends,n,PrivateThinking,0
The,the,s,,0
honest,honest,s,StandardsPos,0
tract,tract,s,SenseObject,0
and,and,s,,0
justness,justness,s,StandardsPos,0
of,of,s,,0
a,a,s,,0
cause,cause,c,Cause,0
",",",",n,,0
The,the,s,,0
Constable,constable,s,PersonProperty,0
explores,explores,s,Curiosity,0
not,not,s,Resistance,0
so,so,s,Resistance,1
sincerely,sincerely,n,Disclosure,0
The,the,s,,0
course,course,s,AbstractConcepts,0
he,he,s,Neutral_Attribution,0
runs,runs,c,Neutral_Attribution,1
",",",",s,Resistance,0
but,but,s,Resistance,1
takes,takes,s,ReportingEvents,0
the,the,s,ReportingEvents,1
mind,mind,s,SubjectivePercept,0
of,of,s,AbstractConcepts,0
others,others,n,AbstractConcepts,1
(,(,c,,0
By,by,s,Specifiers,0
name,name,s,Specifiers,1
Judicial,judicial,c,AbstractConcepts,0
),),s,,0
for,for,s,,0
what,what,s,,0
his,his,s,SubjectivePercept,0
own,own,n,SubjectivePercept,1
Judgment,judgment,c,PrivateThinking,0
",",",",s,,0
and,and,s,,0
knowledge,knowledge,s,CommonAuthorities,0
should,should,s,Insist,0
conclude,conclude,c,Insist,1
.,.,nn,,0
A,a,s,,0
fault,fault,n,StandardsNeg,0
In,in,s,,0
my,my,s,FirstPer,0
apprehension,apprehension,c,Fear,0
",",",",s,,0
another,another,s,Specifiers,0
knowledge,knowledge,n,CommonAuthorities,0
Applied,applied,s,ReportingEvents,0
to,to,s,ReportingEvents,1
my,my,s,FirstPer,0
instruction,instruction,c,AbstractConcepts,0
",",",",s,,0
cannot,cannot,s,DenyDisclaim,0
equal,equal,n,Comparison,0
My,my,s,SelfDisclosure,0
own,own,s,SelfDisclosure,1
souls,souls,s,Disclosure,0
knowledge,knowledge,c,CommonAuthorities,0
",",",",s,Curiosity,0
how,how,s,Curiosity,1
to,to,s,Curiosity,2
inform,inform,s,ReportingEvents,0
Acts,acts,c,ReportingStates,0
;,;,n,ReportingStates,1
The,the,s,,0
Suns,suns,s,SenseObject,0
rich,rich,s,Positivity,0
radiance,radiance,s,SenseProperty,0
shot,shot,s,SenseProperty,0
through,through,s,SenseProperty,1
waves,waves,s,SenseObject,0
most,most,s,Comparison,0
fair,fair,c,StandardsPos,0
",",",",n,,0
Is,is,s,Exceptions,0
but,but,s,Exceptions,1
a,a,s,SenseProperty,0
shadow,shadow,s,SenseProperty,1
to,to,s,,0
his,his,s,PersonPronoun,0
beams,beams,s,SenseObject,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
air,air,c,SpaceRelation,2
",",",",n,,0
His,his,s,PersonPronoun,0
beams,beams,s,SenseObject,0
that,that,s,,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
air,air,s,SpaceRelation,2
we,we,s,Inclusive,0
so,so,s,Inclusive,1
admire,admire,c,StandardsPos,0
",",",",n,,0
Is,is,s,Exceptions,0
but,but,s,Exceptions,1
a,a,s,,0
darkness,darkness,s,SenseProperty,0
to,to,s,,0
his,his,s,PersonPronoun,0
flame,flame,s,SenseObject,0
in,in,s,,0
fire,fire,c,SenseObject,0
",",",",n,,0
In,in,s,,0
fire,fire,s,Negativity,0
his,his,s,Negativity,1
fervor,fervor,s,Intensity,0
but,but,s,Resistance,0
as,as,s,,0
vapor,vapor,s,SenseObject,0
flies,flies,n,SceneShift,0
To,to,s,SceneShift,1
what,what,s,,0
his,his,s,SubjectivePercept,0
own,own,s,SubjectivePercept,1
pure,pure,s,StandardsPos,0
bosom,bosom,s,SenseProperty,0
rarifies,rarifies,c,Exceptions,0
:,:,n,,0
And,and,s,,0
the,the,s,CommonAuthorities,0
Almighty,almighty,s,CommonAuthorities,1
wisdom,wisdom,c,StandardsPos,0
",",",",s,,0
having,having,s,ReportingEvents,0
given,given,n,ReportingStates,0
Each,each,s,Inclusive,0
man,man,s,Inclusive,1
within,within,s,,0
himself,himself,s,PersonPronoun,0
an,an,s,,0
apter,apter,s,UNRECOGNIZED,0
light,light,n,SenseProperty,0
To,to,s,,0
guide,guide,s,ReportingEvents,0
his,his,s,ReportingEvents,1
acts,acts,c,ReportingStates,0
",",",",s,ReportingStates,1
than,than,s,Comparison,0
any,any,s,Comparison,1
