JO,jo,s,PersonProperty,0
destroy,destroy,s,Negativity,0
Mankind,mankind,c,AbstractConcepts,0
.,.,n,,0
Lucinda,lucinda,s,UNRECOGNIZED,0
hide,hide,s,ReportingEvents,0
that,that,s,,0
swelling,swelling,s,SenseObject,0
Breast,breast,c,PersonProperty,0
",",",",n,,0
The,the,s,SenseObject,0
Phoenix,phoenix,s,SenseObject,1
else,else,s,Contingency,0
will,will,s,PredictedFuture,0
change,change,s,Transformation,0
her,her,s,Transformation,1
Nest,nest,c,SenseObject,0
:,:,n,,0
Yet,yet,s,Resistance,0
do,do,s,DenyDisclaim,0
not,not,c,DenyDisclaim,1
",",",",s,ReasonForward,0
for,for,c,ReasonForward,1
",",",",s,,0
when,when,s,TimeShift,0
She,she,s,TimeShift,1
Expires,expires,c,TimeShift,0
",",",",n,,0
Her,her,s,PersonPronoun,0
heat,heat,s,SenseObject,0
may,may,s,Contingency,0
light,light,s,SenseProperty,0
in,in,s,,0
the,the,s,,0
soft,soft,s,SenseProperty,0
Fires,fires,n,SenseObject,0
Of,of,s,StandardsPos,0
Love,love,s,StandardsPos,1
and,and,s,,0
Pity,pity,c,Sad,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
that,that,s,,0
I,i,n,FirstPer,0
By,by,s,,0
this,this,s,Immediacy,0
one,one,s,Immediacy,1
Way,way,s,AbstractConcepts,0
may,may,s,Contingency,0
thee,thee,s,DirectAddress,0
Enjoy,enjoy,c,Positivity,0
.,.,n,,0
OH,oh,s,OralCues,0
Love,love,c,Positivity,0
!,!,s,,0
like,like,s,SubjectivePercept,0
Death,death,s,Negativity,0
no,no,s,DenyDisclaim,0
Difference,difference,s,DenyDisclaim,1
thou,thou,s,DirectAddress,0
know,know,c,Confidence,0
",",",",n,,0
The,the,s,SenseObject,0
Heart,heart,s,SenseObject,1
thou,thou,s,DirectAddress,0
strik'st,strik'st,s,UNRECOGNIZED,0
must,must,s,Insist,0
to,to,s,,0
thy,thy,s,DirectAddress,0
Power,power,s,AbstractConcepts,0
submit,submit,c,ReportingEvents,0
",",",",n,,0
Tho,tho,s,LangRef,0
satisfied,satisfied,s,StandardsPos,0
the,the,s,,0
Yielding,yielding,s,ReportingEvents,0
Ruins,ruins,s,Negativity,0
it,it,c,,0
:,:,n,,0
Not,not,s,DenyDisclaim,0
Alexander,alexander,s,,0
could,could,s,StandardsPos,0
withstand,withstand,s,StandardsPos,1
thy,thy,s,DirectAddress,0
Dart,dart,c,Motions,0
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
he,he,s,ProjectBack,0
had,had,s,ProjectBack,1
baffled,baffled,s,Uncertainty,0
Millions,millions,s,Numbers,0
with,with,s,,0
his,his,s,PersonPronoun,0
Shield,shield,c,SenseObject,0
;,;,n,,0
The,the,s,CommonAuthorities,0
God,god,s,CommonAuthorities,1
of,of,s,CommonAuthorities,2
War,war,s,GenericEvents,0
thy,thy,s,DirectAddress,0
Arrows,arrows,s,SenseObject,0
did,did,s,ReportingEvents,0
Disgrace,disgrace,c,StandardsNeg,0
",",",",n,,0
Making,making,s,Cause,0
him,him,s,Cause,1
languish,languish,s,Negativity,0
at,at,s,,0
thy,thy,s,DirectAddress,0
Mothers,mothers,s,PersonProperty,0
feet,feet,c,SenseObject,0
:,:,n,,0
No,no,s,Confidence,0
wonder,wonder,s,Confidence,1
if,if,s,Contingency,0
our,our,s,Inclusive,0
Heroes,heroes,s,StandardsPos,0
were,were,s,ProjectBack,0
thy,thy,s,DirectAddress,0
Slaves,slaves,c,PersonProperty,0
",",",",n,,0
When,when,s,DirectAddress,0
you,you,s,DirectAddress,1
subdued,subdued,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
Deity,deity,s,CommonAuthorities,0
they,they,s,Neutral_Attribution,0
served,served,c,Neutral_Attribution,1
.,.,nn,,0
Ghinotto,ghinotto,s,UNRECOGNIZED,0
waits,waits,s,ProjectAhead,0
your,your,s,DirectAddress,0
Majesty's,majesty's,s,UNRECOGNIZED,0
Commands,commands,c,CommonAuthorities,0
.,.,nn,Imperative,0
Bid,bid,s,Imperative,1
him,him,s,PersonPronoun,0
Enter,enter,c,ReportingEvents,0
.,.,nn,,0
Oh,oh,s,OralCues,0
my,my,s,FirstPer,0
Ghinotto,ghinotto,c,UNRECOGNIZED,0
",",",",s,,0
do,do,s,Intensity,0
thou,thou,s,DirectAddress,0
bring,bring,s,,0
me,me,s,FirstPer,0
Comfort,comfort,c,Positivity,0
?,?,n,Question,0
Or,or,s,,0
must,must,s,Insist,0
Despair,despair,s,Sad,0
consume,consume,s,ReportingEvents,0
thy,thy,s,DirectAddress,0
Master,master,c,PersonProperty,0
",",",",s,,0
speak,speak,c,ReportingEvents,0
?,?,nn,Question,0
What,what,s,,0
might,might,s,Contingency,0
be,be,s,Contingency,1
urged,urged,s,Intensity,0
to,to,s,,0
serve,serve,s,ReportingEvents,0
your,your,s,DirectAddress,0
Majesty,majesty,n,CommonAuthorities,0
This,this,s,,0
Brain,brain,s,SenseObject,0
has,has,s,,0
studied,studied,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
this,this,s,,0
Tongue,tongue,s,SenseObject,0
persuaded,persuaded,c,ReportingStates,0
;,;,n,ReportingStates,1
But,but,s,Resistance,0
still,still,s,Resistance,1
the,the,s,,0
Coyness,coyness,s,SubjectivePercept,0
of,of,s,,0
a,a,s,,0
slighted,slighted,s,Negativity,0
Maid,maid,c,PersonProperty,0
",",",",n,,0
Seduced,seduced,s,ReportingEvents,0
by,by,s,,0
the,the,s,,0
false,false,s,StandardsNeg,0
Vows,vows,s,Intensity,0
of,of,s,,0
her,her,s,PersonPronoun,0
first,first,s,Sequence,0
Lover,lover,c,Positivity,0
",",",",n,,0
To,to,s,Generalization,0
all,all,s,Generalization,1
besides,besides,s,Specifiers,0
she,she,s,PersonPronoun,0
bears,bears,c,SenseObject,0
;,;,n,Specifiers,0
Nor,nor,s,Specifiers,1
Power,power,c,AbstractConcepts,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
Pomp,pomp,s,SenseProperty,0
can,can,s,Contingency,0
bring,bring,s,Transformation,0
her,her,s,Transformation,1
to,to,s,Transformation,2
my,my,s,FirstPer,0
Will,will,c,PredictedFuture,0
.,.,nn,,0
Thou,thou,s,DirectAddress,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
sure,sure,s,Confidence,0
the,the,s,StandardsPos,0
Art,art,s,StandardsPos,1
of,of,s,StandardsPos,2
Courtship,courtship,s,Positivity,0
know,know,c,Confidence,0
",",",",n,,0
That,that,s,Contingency,0
can,can,s,Contingency,1
not,not,s,DenyDisclaim,0
with,with,s,,0
Preferment,preferment,s,Positivity,0
win,win,s,StandardsPos,0
a,a,s,StandardsPos,1
Woman,woman,c,PersonProperty,0
.,.,nn,,0
Perhaps,perhaps,s,Uncertainty,0
Proposals,proposals,s,ProjectAhead,0
from,from,s,DirectAddress,0
your,your,s,DirectAddress,1
Majesty,majesty,s,CommonAuthorities,0
might,might,s,Contingency,0
tempt,tempt,s,SubjectivePercept,0
her,her,c,PersonPronoun,0
;,;,n,Resistance,0
But,but,s,Resistance,1
from,from,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
",",",",s,,0
tho,tho,s,LangRef,0
Duty,duty,s,StandardsPos,0
should,should,s,Insist,0
instruct,instruct,s,ReportingEvents,0
her,her,s,PersonPronoun,0
to,to,s,,0
obey,obey,c,CommonAuthorities,0
;,;,n,Resistance,0
Yet,yet,s,Resistance,1
she,she,s,PersonPronoun,0
despises,despises,s,Negative_Relation,0
the,the,s,Intensity,0
utmost,utmost,s,Intensity,1
hopes,hopes,n,Positivity,0
My,my,s,FirstPer,0
Cunning,cunning,s,Negativity,0
can,can,s,Contingency,0
invent,invent,c,StandardsPos,0
.,.,nn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
see,see,s,SpaceRelation,0
her,her,s,SpaceRelation,1
then,then,s,,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
;,;,n,,0
They,they,s,Citations,0
say,say,s,Citations,1
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
Power,power,s,AbstractConcepts,0
in,in,s,,0
Majesty,majesty,c,CommonAuthorities,0
",",",",n,Aside,0
Which,which,s,Aside,1
Woman,woman,s,PersonProperty,0
cannot,cannot,s,DenyDisclaim,0
withstand,withstand,c,Resistance,0
;,;,n,,0
And,and,s,,0
if,if,s,Contingency,0
a,a,s,Contingency,1
Crown,crown,s,SenseObject,0
can,can,s,Contingency,0
win,win,s,ReportingEvents,0
her,her,c,PersonPronoun,0
",",",",n,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
exchange,exchange,s,Substitution,0
it,it,s,,0
for,for,s,,0
the,the,s,,0
moments,moments,s,,0
Bliss,bliss,c,Positivity,0
",",",",n,,0
And,and,s,,0
be,be,s,StandardsPos,0
content,content,s,StandardsPos,1
to,to,s,,0
serve,serve,s,ReportingEvents,0
my,my,s,FirstPer,0
after,after,s,Sequence,0
Days,days,c,TimeDuration,0
.,.,n,Curiosity,0
How,how,s,Curiosity,1
does,does,s,Curiosity,2
she,she,s,PersonPronoun,0
bear,bear,s,SenseObject,0
the,the,s,,0
Marriage,marriage,s,CommonAuthorities,0
of,of,s,,0
Rheusanes,rheusanes,c,UNRECOGNIZED,0
?,?,nn,Question,0
As,as,s,,0
gaping,gaping,s,Motions,0
Courtiers,courtiers,s,PersonProperty,0
do,do,s,Intensity,0
the,the,s,Sequence,0
Rise,rise,s,Sequence,1
of,of,s,Sequence,2
those,those,n,Specifiers,0
Who,who,s,Specifiers,1
take,take,s,Responsibility,0
it,it,s,Responsibility,1
over,over,s,SubjectivePercept,0
their,their,s,SubjectivePercept,1
Heads,heads,c,SubjectivePercept,2
:,:,s,,0
she,she,s,Neutral_Attribution,0
sighs,sighs,c,Neutral_Attribution,1
",",",",n,,0
And,and,s,,0
coldly,coldly,s,Negative_Relation,0
says,says,c,Citations,0
",",",",s,,0
She,she,s,Updates,0
Is,is,s,Updates,1
glad,glad,s,Positivity,0
Rheusanes,rheusanes,s,UNRECOGNIZED,0
Fortune,fortune,n,ProjectAhead,0
Has,has,s,,0
provided,provided,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
beauty,beauty,s,StandardsPos,0
in,in,s,Generalization,0
all,all,s,Generalization,1
Points,points,n,AbstractConcepts,0
So,so,s,Intensity,0
much,much,s,Intensity,1
above,above,s,SpaceRelation,0
her,her,s,SpaceRelation,1
to,to,s,,0
share,share,s,ReportingEvents,0
his,his,s,PersonPronoun,0
Heart,heart,c,SenseObject,0
",",",",n,ReasonForward,0
So,so,s,ReasonForward,1
much,much,s,Intensity,0
more,more,s,Comparison,0
worthy,worthy,s,StandardsPos,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
Masters,masters,s,StandardsPos,0
eye,eye,c,SenseObject,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
--,--,nn,,0
What,what,s,,0
now,now,c,Immediacy,0
?,?,nnn,Question,0
It,it,s,,0
Is,is,s,ProjectAhead,0
for,for,s,ProjectAhead,1
Rheusanes,rheusanes,c,UNRECOGNIZED,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
.,.,n,,0
The,the,s,,0
Crowded,crowded,s,SpaceRelation,0
streets,streets,s,SenseObject,0
smoke,smoke,s,SenseObject,0
with,with,s,,0
his,his,s,PersonPronoun,0
Aclamations,aclamations,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
He,he,s,PersonPronoun,0
their,their,s,PersonPronoun,0
Sun,sun,s,SenseObject,0
sucks,sucks,s,Negativity,0
up,up,s,Negativity,1
the,the,s,,0
ambitious,ambitious,s,ProjectAhead,0
Fogg,fogg,c,UNRECOGNIZED,0
.,.,nn,,0
Ghinotto,ghinotto,s,UNRECOGNIZED,0
he,he,s,Insist,0
must,must,s,Insist,1
be,be,s,ReportingStates,0
Clouded,clouded,c,SenseProperty,0
",",",",s,,0
set,set,s,SpaceRelation,0
in,in,s,SpaceRelation,1
a,a,s,SpaceRelation,2
Winters,winters,s,RecurringEvents,0
Sky,sky,c,SenseObject,0
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
sometimes,sometimes,s,Contingency,0
he,he,s,PersonPronoun,0
may,may,s,Contingency,0
shine,shine,c,SenseProperty,0
",",",",s,Resistance,0
but,but,s,Resistance,1
weakly,weakly,s,Negativity,0
warm,warm,c,SenseProperty,0
.,.,nn,,0
Success,success,s,StandardsPos,0
in,in,s,,0
Soldiers,soldiers,s,PersonProperty,0
makes,makes,s,ReportingEvents,0
',',c,,0
em,em,s,SpaceRelation,0
Popular,popular,c,StandardsPos,0
",",",",n,,0
Nay,nay,s,OralCues,0
often,often,s,RecurringEvents,0
disturbs,disturbs,s,Negativity,0
the,the,s,Negativity,1
State,state,s,,0
which,which,s,,0
once,once,s,Immediacy,0
they,they,s,Immediacy,1
served,served,c,ReportingEvents,0
:,:,n,,0
So,so,s,ReasonForward,0
it,it,s,ReasonForward,1
is,is,s,ReasonForward,2
a,a,s,,0
Prince's,prince's,s,,0
safety,safety,s,StandardsPos,0
to,to,s,,0
remove,remove,s,ReportingEvents,0
',',c,,0
em,em,n,SpaceRelation,0
Still,still,s,SenseProperty,0
as,as,s,SenseProperty,1
they,they,s,,0
grow,grow,s,ReportingEvents,0
familiar,familiar,s,PriorKnowledge,0
with,with,s,PriorKnowledge,1
their,their,s,PersonPronoun,0
Country,country,c,AbstractConcepts,0
",",",",n,,0
Into,into,s,Transformation,0
a,a,s,Transformation,1
private,private,s,Disclosure,0
Life,life,c,Disclosure,1
;,;,n,,0
Which,which,s,,0
to,to,s,Intensity,0
the,the,s,Intensity,1
full,full,s,Intensity,2
shall,shall,s,ProjectAhead,0
recompense,recompense,s,RecurringEvents,0
the,the,s,CommonAuthorities,0
Public,public,c,CommonAuthorities,1
",",",",n,,0
And,and,s,,0
keep,keep,s,TimeDuration,0
',',c,,0
em,em,s,SpaceRelation,0
with,with,s,Exceptions,0
just,just,s,Exceptions,1
duty,duty,s,StandardsPos,0
to,to,s,,0
their,their,s,PersonPronoun,0
Prince,prince,c,PersonProperty,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
well,well,s,SenseObject,0
advised,advised,c,ReportingStates,0
.,.,n,ReportingStates,1
You,you,s,DirectAddress,0
once,once,s,TimeShift,0
were,were,s,ProjectBack,0
great,great,s,Intensity,0
in,in,s,,0
the,the,s,,0
Military,military,s,PersonProperty,0
Cause,cause,c,Cause,0
",",",",n,,0
Deserved,deserved,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
did,did,s,ReportingEvents,0
receive,receive,s,ReportingEvents,0
Applauses,applauses,s,UNRECOGNIZED,0
too,too,c,Metadiscourse,0
.,.,n,Metadiscourse,1
Thy,thy,s,DirectAddress,0
Son,son,s,PersonProperty,0
being,being,s,ReportingStates,0
grown,grown,s,ReportingEvents,0
fit,fit,s,StandardsPos,0
for,for,s,StandardsPos,1
the,the,s,StandardsPos,2
honored,honored,s,StandardsPos,0
Field,field,c,SenseObject,0
",",",",n,,0
I,i,s,FirstPer,0
took,took,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
self,self,s,SubjectivePercept,0
my,my,s,FirstPer,0
bosom,bosom,s,Positivity,0
Friend,friend,c,Positivity,1
.,.,nn,ReasonForward,0
So,so,s,ReasonForward,1
warm,warm,s,Motions,0
a,a,s,Motions,1
Climate,climate,s,SpaceRelation,0
virtue,virtue,s,StandardsPos,0
does,does,s,ReportingEvents,0
