MOors,moors,c,SenseObject,0
thrice,thrice,c,Numbers,0
",",",",s,,0
before,before,s,Sequence,0
it,it,s,Sequence,1
Drown,drown,c,Negativity,0
.,.,n,DirectAddress,0
Let,let,s,DirectAddress,1
us,us,s,DirectAddress,2
consider,consider,c,Curiosity,0
",",",",s,,0
had,had,s,ProjectBack,0
it,it,s,ProjectBack,1
been,been,s,ProjectBack,2
our,our,s,Inclusive,0
Fate,fate,c,SubjectivePercept,0
",",",",n,,0
Thus,thus,s,ReasonForward,0
hardly,hardly,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
be,be,s,DenyDisclaim,2
proved,proved,s,Confidence,0
Legitimate,legitimate,c,StandardsPos,0
!,!,n,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
say,say,c,Citations,0
",",",",s,,0
we'd,we'd,s,Inclusive,0
all,all,s,Generalization,0
in,in,s,Generalization,1
danger,danger,s,Fear,0
been,been,c,ProjectBack,0
",",",",n,,0
Were,were,s,ProjectBack,0
each,each,s,Specifiers,0
to,to,s,,0
suffer,suffer,s,Negativity,0
for,for,s,Negativity,1
his,his,s,PersonPronoun,0
Mothers,mothers,s,PersonProperty,0
Sin,sin,c,StandardsNeg,0
:,:,n,,0
But,but,s,Resistance,0
by,by,s,,0
my,my,s,FirstPer,0
Troth,troth,s,CommonAuthorities,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
avoid,avoid,s,Resistance,0
thinking,thinking,c,PrivateThinking,0
",",",",n,,0
How,how,s,,0
nearly,nearly,s,SubjectivePercept,0
some,some,s,Uncertainty,0
Good,good,s,StandardsPos,0
Men,men,c,StandardsPos,1
",",",",s,,0
might,might,s,Contingency,0
have,have,s,Contingency,1
escaped,escaped,s,ReportingEvents,0
Sinking,sinking,c,Motions,0
.,.,n,Resistance,0
But,but,s,Resistance,1
Heaven,heaven,s,Positivity,0
be,be,s,ReportingStates,0
praised,praised,c,StandardsPos,0
",",",",s,,0
this,this,s,,0
Custom,custom,s,CommonAuthorities,0
is,is,s,ReportingStates,0
confined,confined,n,SenseProperty,0
Alone,alone,s,SpaceRelation,0
to,to,s,,0
the,the,s,,0
Offspring,offspring,s,PersonProperty,0
of,of,s,,0
the,the,s,CommonAuthorities,0
Muses,muses,s,CommonAuthorities,1
kind,kind,c,Positivity,0
:,:,n,,0
Our,our,s,Inclusive,0
Christian,christian,s,PersonProperty,0
Cuckolds,cuckolds,s,PersonProperty,0
are,are,s,ReportingStates,0
more,more,s,Comparison,0
bent,bent,s,ProjectAhead,0
to,to,s,ProjectAhead,1
pity,pity,c,Sad,0
;,;,n,,0
I,i,s,FirstPer,0
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
one,one,s,Numbers,0
Moor-Husband,moor-husband,s,UNRECOGNIZED,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
City,city,c,SpaceRelation,2
.,.,n,,0
In,in,s,StandardsPos,0
The,the,s,StandardsPos,1
Good,good,s,StandardsPos,2
Man's,man's,s,PersonProperty,0
Arms,arms,c,SenseObject,0
",",",",s,,0
the,the,s,,0
Chopping,chopping,s,Motions,0
Bastard,bastard,s,Anger,0
thrives,thrives,c,StandardsPos,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
he,he,s,ReasonForward,2
thinks,thinks,s,PrivateThinking,0
all,all,s,SubjectivePercept,0
his,his,s,SubjectivePercept,1
own,own,c,SubjectivePercept,2
",",",",s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
his,his,s,Specifiers,2
Wives,wives,c,PersonProperty,0
.,.,n,,0
Whatever,whatever,s,Uncertainty,0
Fate,fate,s,SubjectivePercept,0
is,is,s,ProjectAhead,0
for,for,s,ProjectAhead,1
this,this,s,,0
Play,play,s,ReportingEvents,0
designed,designed,c,ReportingStates,0
",",",",n,ReportingStates,1
The,the,s,,0
Poet's,poet's,s,CommunicatorRole,0
sure,sure,s,Confidence,0
he,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
some,some,s,Uncertainty,0
comfort,comfort,s,Positivity,0
find,find,c,,0
:,:,n,,0
For,for,s,Contingency,0
if,if,s,Contingency,1
his,his,s,PersonPronoun,0
Muse,muse,s,PrivateThinking,0
has,has,s,,0
played,played,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
false,false,c,StandardsNeg,0
",",",",s,,0
the,the,s,Negativity,0
worst,worst,c,Negativity,1
*,*,n,,0
That,that,s,Contingency,0
can,can,s,Contingency,1
befall,befall,s,Negativity,0
him,him,c,PersonPronoun,0
",",",",s,,0
is,is,c,ReportingStates,0
",",",",s,,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
Divorced,divorced,c,Negative_Relation,0
;,;,n,,0
You,you,s,DirectAddress,0
Husbands,husbands,s,PersonProperty,0
Judge,judge,c,PrivateThinking,0
",",",",s,,0
if,if,s,Contingency,0
that,that,c,Contingency,1
",",",",s,,0
be,be,s,Intensity,0
to,to,s,Intensity,1
be,be,s,ReportingStates,0
Cursed,cursed,c,ReportingStates,0
.,.,nn,ReportingStates,1
NED,ned,c,,0
",",",",s,,0
Ned,ned,c,,0
",",",",s,,0
whither,whither,s,SpaceRelation,0
so,so,s,SubjectiveTime,0
fast,fast,c,SubjectiveTime,1
?,?,s,Question,0
What,what,c,,0
",",",",s,,0
turned,turned,s,ReportingEvents,0
flincher,flincher,c,UNRECOGNIZED,0
!,!,s,,0
Why,why,c,Question,0
",",",",s,,0
you,you,s,DirectAddress,0
wo,wo,c,Negativity,0
',',s,,0
not,not,s,DenyDisclaim,0
leave,leave,s,,0
us,us,c,Inclusive,0
?,?,nnn,Question,0
Where,where,s,Question,0
are,are,s,Question,1
the,the,s,Question,2
Women,women,c,PersonProperty,0
?,?,s,Question,0
Pox,pox,s,StandardsNeg,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
weary,weary,s,Negativity,0
of,of,s,Negativity,1
guzling,guzling,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
begin,begin,s,Sequence,0
to,to,s,Sequence,1
think,think,s,PrivateThinking,0
them,them,s,,0
the,the,n,Positivity,0
better,better,s,Positivity,1
Company,company,nnn,AbstractConcepts,0
Then,then,s,,0
thy,thy,s,DirectAddress,0
Reason,reason,s,StandardsPos,0
staggers,staggers,c,Motions,0
",",",",s,,0
and,and,s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
almost,almost,s,SubjectivePercept,0
drunk,drunk,c,ReportingStates,0
.,.,nnn,ReportingStates,1
No,no,s,DenyDisclaim,0
faith,faith,c,StandardsPos,0
",",",",s,Resistance,0
but,but,s,Resistance,1
your,your,s,DirectAddress,0
Fools,fools,s,Negativity,0
grow,grow,s,ReportingEvents,0
noisy,noisy,s,SenseProperty,0
--,--,s,,0
and,and,s,,0
if,if,s,Contingency,0
a,a,s,Contingency,1
man,man,s,PersonProperty,0
must,must,s,Insist,0
endure,endure,s,Resistance,0
the,the,s,,0
noise,noise,s,SenseProperty,0
of,of,n,,0
words,words,s,LangRef,0
without,without,s,Contingency,0
Sense,sense,c,AbstractConcepts,0
",",",",s,,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
the,the,s,PersonProperty,0
Women,women,s,PersonProperty,1
have,have,s,ReportingEvents,0
the,the,s,ReportingEvents,1
more,more,s,Comparison,0
Musical,musical,s,SenseProperty,0
Voices,voices,c,SenseObject,0
",",",",s,,0
and,and,s,Transformation,0
become,become,n,Transformation,1
Nonsense,nonsense,s,StandardsNeg,0
better,better,nnn,Comparison,0
Why,why,c,Question,0
",",",",s,,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
at,at,s,,0
that,that,s,,0
end,end,s,TimeShift,0
of,of,s,TimeShift,1
the,the,s,,0
Gallery,gallery,c,SpaceRelation,0
;,;,s,,0
retired,retired,s,SceneShift,0
to,to,s,SceneShift,1
their,their,s,PersonPronoun,0
Tea,tea,c,SenseObject,0
",",",",s,,0
and,and,s,,0
Scandal,scandal,c,Negativity,0
;,;,n,,0
according,according,s,Citations,0
to,to,s,Citations,1
their,their,s,Citations,2
Ancient,ancient,s,SubjectiveTime,0
Custom,custom,c,CommonAuthorities,0
",",",",s,,0
after,after,s,Sequence,0
Dinner,dinner,c,Sequence,1
.,.,s,,0
--,--,s,,0
But,but,s,Resistance,0
I,i,s,FirstPer,0
made,made,s,ReportingEvents,0
a,a,s,ReportingEvents,1
pretense,pretense,s,ReportingEvents,2
of,of,n,ReportingEvents,3
following,following,s,,0
you,you,c,DirectAddress,0
",",",",s,,0
because,because,s,ReasonBackward,0
I,i,s,Autobio,0
had,had,s,Autobio,1
something,something,s,Uncertainty,0
to,to,s,,0
say,say,s,DialogCues,0
to,to,s,DialogCues,1
you,you,s,DirectAddress,0
in,in,s,Disclosure,0
private,private,c,Disclosure,1
",",",",s,,0
and,and,s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
not,not,n,DenyDisclaim,0
like,like,s,DenyDisclaim,1
to,to,s,,0
have,have,s,,0
many,many,s,,0
opportunities,opportunities,s,StandardsPos,0
this,this,s,Immediacy,0
Evening,evening,nnn,Immediacy,1
And,and,s,Immediacy,0
here,here,s,Immediacy,1
is,is,s,ReportingStates,0
this,this,s,,0
Cox-Comb,cox-comb,s,UNRECOGNIZED,0
most,most,s,Comparison,0
Critically,critically,s,Intensity,0
come,come,s,ReportingEvents,0
to,to,s,Negativity,0
interrupt,interrupt,s,Negativity,1
you,you,c,DirectAddress,0
.,.,nnn,,0
Boys,boys,c,PersonProperty,0
",",",",s,,0
Boys,boys,c,PersonProperty,0
",",",",s,,0
Lads,lads,c,PersonProperty,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
are,are,s,DirectAddress,0
you,you,c,DirectAddress,1
?,?,s,Question,0
What,what,s,DirectAddress,0
do,do,s,DirectAddress,1
you,you,s,DirectAddress,2
give,give,s,SubjectivePercept,0
ground,ground,c,SubjectivePercept,1
?,?,s,Question,0
Mortgage,mortgage,s,AbstractConcepts,0
for,for,s,,0
a,a,n,SenseObject,0
Bottle,bottle,c,SenseObject,1
",",",",s,,0
ha,ha,c,OralCues,0
?,?,s,Question,0
Careless,careless,c,Negativity,0
",",",",s,,0
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
your,your,s,DirectAddress,0
trick,trick,c,SubjectivePercept,0
;,;,s,,0
you're,you're,s,DirectAddress,0
always,always,s,DirectAddress,1
spoiling,spoiling,s,Negativity,0
Company,company,s,AbstractConcepts,0
by,by,n,,0
leaving,leaving,s,SceneShift,0
it,it,nnn,SceneShift,1
And,and,s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
always,always,s,SubjectiveTime,0
spoiling,spoiling,s,Negativity,0
Company,company,s,AbstractConcepts,0
by,by,s,,0
coming,coming,s,ReportingEvents,0
into,into,s,ReportingEvents,1
',',c,,0
t,t,c,AbstractConcepts,0
.,.,nnn,,0
Pooh,pooh,c,Negativity,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
you,you,s,DirectAddress,0
envy,envy,s,Negative_Relation,0
me,me,c,FirstPer,0
.,.,s,,0
Spite,spite,c,Negative_Relation,0
",",",",s,,0
proud,proud,s,StandardsPos,0
spite,spite,c,Negative_Relation,0
",",",",s,,0
by,by,s,,0
the,the,s,,0
Gods,gods,c,CommonAuthorities,0
!,!,s,,0
and,and,n,,0
burning,burning,s,SenseProperty,0
envy,envy,c,Negative_Relation,0
.,.,s,,0
--,--,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
judged,judged,s,CommonAuthorities,0
by,by,s,,0
Mellefont,mellefont,s,UNRECOGNIZED,0
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
who,who,s,,0
gives,gives,s,,0
and,and,s,,0
takes,takes,s,ReportingEvents,0
Raillery,raillery,n,SenseProperty,0
better,better,c,Comparison,0
",",",",s,,0
you,you,s,DirectAddress,0
or,or,s,,0
I,i,c,FirstPer,0
.,.,s,,0
Pox,pox,c,StandardsNeg,0
",",",",s,,0
Man,man,c,PersonProperty,0
",",",",s,Autobio,0
when,when,s,Autobio,1
I,i,s,Autobio,2
say,say,s,Citations,0
you,you,s,DirectAddress,0
spoil,spoil,s,Negativity,0
Company,company,s,AbstractConcepts,0
by,by,s,,0
leaving,leaving,s,SceneShift,0
it,it,c,SceneShift,1
",",",",s,,0
I,i,s,SelfDisclosure,0
mean,mean,n,SelfDisclosure,1
you,you,s,DirectAddress,0
leave,leave,s,,0
no,no,s,DenyDisclaim,0
body,body,s,SenseObject,0
for,for,s,,0
the,the,s,,0
Company,company,s,AbstractConcepts,0
to,to,s,,0
Laugh,laugh,s,SubjectivePercept,0
at,at,c,SubjectivePercept,1
.,.,s,,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
there,there,s,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
with,with,s,DirectAddress,0
you,you,n,DirectAddress,1
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
Mellefont,mellefont,nnn,UNRECOGNIZED,0
OF,of,s,StandardsPos,0
my,my,s,StandardsPos,1
word,word,c,StandardsPos,2
",",",",s,,0
Brisk,brisk,c,SenseProperty,0
",",",",s,,0
that,that,s,ProjectBack,0
was,was,s,ProjectBack,1
a,a,s,,0
home,home,s,AbstractConcepts,0
thrust,thrust,c,AbstractConcepts,1
;,;,s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
silenced,silenced,s,Resistance,0
him,him,c,Resistance,1
.,.,nnn,,0
Oh,oh,c,OralCues,0
",",",",s,OralCues,1
my,my,s,Positivity,0
dear,dear,s,Positivity,1
Mellefont,mellefont,c,UNRECOGNIZED,0
",",",",s,,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
perish,perish,c,Negativity,0
",",",",s,,0
if,if,s,Contingency,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
not,not,s,DenyDisclaim,0
the,the,s,DenyDisclaim,1
Soul,soul,s,Disclosure,0
of,of,n,,0
Conversation,conversation,c,AbstractConcepts,0
",",",",s,,0
the,the,s,Intensity,0
very,very,s,Intensity,1
Essence,essence,s,AbstractConcepts,0
of,of,s,,0
Wit,wit,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
Spirit,spirit,s,SubjectivePercept,0
of,of,s,SenseProperty,0
Wine,wine,c,SenseProperty,1
",",",",s,,0
--,--,s,,0
the,the,s,,0
Deuce,deuce,s,AbstractConcepts,0
take,take,s,ReportingEvents,0
me,me,n,FirstPer,0
if,if,s,Contingency,0
there,there,s,Contingency,1
were,were,s,Contingency,2
three,three,s,Numbers,0
good,good,s,Positivity,0
things,things,s,Positivity,1
said,said,c,Citations,0
;,;,s,,0
or,or,s,,0
one,one,c,Numbers,0
",",",",s,,0
understood,understood,c,ReportingStates,0
",",",",s,ReportingStates,1
since,since,s,,0
thy,thy,s,DirectAddress,0
Amputation,amputation,n,Negativity,0
from,from,s,,0
the,the,s,SenseObject,0
body,body,s,SenseObject,1
of,of,s,Inclusive,0
our,our,s,Inclusive,1
Society,society,c,AbstractConcepts,0
.,.,s,,0
--,--,s,,0
He,he,c,PersonPronoun,0
",",",",s,,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
that,that,s,SelfDisclosure,2
is,is,s,Intensity,0
pretty,pretty,s,Intensity,1
and,and,s,,0
Metaphorical,metaphorical,n,AbstractConcepts,0
enough,enough,c,SubjectivePercept,0
:,:,s,,0
IN,in,s,,0
Gad,gad,s,Positivity,0
I,i,s,Contingency,0
could,could,s,Contingency,1
not,not,s,DenyDisclaim,0
have,have,s,DenyDisclaim,1
said,said,s,Citations,0
it,it,s,,0
out,out,s,,0
of,of,s,,0
thy,thy,s,DirectAddress,0
Company,company,c,AbstractConcepts,0
.,.,s,,0
--,--,s,,0
Careless,careless,c,Negativity,0
",",",",s,,0
ha,ha,nnn,OralCues,0
Hum,hum,c,SenseProperty,0
",",",",s,,0
ay,ay,c,OralCues,0
",",",",s,Specifiers,0
what,what,s,Specifiers,1
is,is,s,Specifiers,2
it,it,c,,0
?,?,nnn,Question,0
O,o,c,LangRef,0
",",",",s,,0
Mon,mon,s,,0
Coeur,coeur,c,,0
!,!,s,,0
What,what,s,Curiosity,0
is,is,s,Curiosity,1
it,it,c,Curiosity,2
!,!,s,,0
nay,nay,s,OralCues,0
gad,gad,s,Positivity,0
I,i,s,FirstPer,0
Will,will,s,Fear,0
punish,punish,s,Fear,1
you,you,s,DirectAddress,0
for,for,s,DirectAddress,1
want,want,s,ProjectAhead,0
of,of,s,,0
Apprehension,apprehension,c,Fear,0
:,:,s,,0
The,the,n,,0
Deuce,deuce,s,AbstractConcepts,0
take,take,s,ReportingEvents,0
me,me,s,FirstPer,0
if,if,s,Contingency,0
I,i,s,FirstPer,0
tell,tell,s,DirectAddress,0
you,you,nnn,DirectAddress,1
No,no,c,OralCues,0
",",",",s,OralCues,1
no,no,c,OralCues,0
",",",",s,OralCues,1
hang,hang,s,SpaceRelation,0
him,him,c,PersonPronoun,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
no,no,s,DenyDisclaim,0
taste,taste,c,SenseProperty,0
",",",",s,,0
--,--,s,,0
but,but,s,Resistance,0
dear,dear,s,Positivity,0
Brisk,brisk,s,SenseProperty,0
excuse,excuse,s,DirectAddress,0
me,me,c,DirectAddress,1
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,s,SubjectivePercept,0
little,little,n,SubjectivePercept,1
business,business,nnn,AbstractConcepts,0
Prithee,prithee,s,DirectAddress,0
get,get,s,,0
thee,thee,s,DirectAddress,0
gone,gone,c,ReportingStates,0
;,;,s,ReportingStates,1
thou,thou,s,DirectAddress,0
feast,feast,s,SenseObject,0
we,we,s,ReportingStates,0
are,are,s,ReportingStates,1
serious,serious,c,SubjectivePercept,0
.,.,nnn,,0
We'll,we'll,s,ProjectAhead,0
come,come,s,SceneShift,0
immediately,immediately,c,SceneShift,1
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
but,but,s,Resistance,0
go,go,s,SceneShift,0
in,in,c,SceneShift,1
",",",",s,,0
and,and,s,,0
keep,keep,s,TimeDuration,0
up,up,s,TimeDuration,1
good,good,s,Positivity,0
Humor,humor,s,Positivity,1
and,and,s,,0
Sense,sense,n,AbstractConcepts,0
in,in,s,Inclusive,0
the,the,s,Inclusive,1
Company,company,c,Inclusive,2
",",",",s,,0
prithee,prithee,s,DirectAddress,0
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
they,they,s,,0
will,will,s,PredictedFuture,0
fall,fall,s,SenseProperty,0
asleep,asleep,s,SenseProperty,1
else,else,nnn,Contingency,0
I'gad,i'gad,s,UNRECOGNIZED,0
so,so,s,,0
they,they,s,,0
will,will,s,PredictedFuture,0
--,--,s,,0
well,well,s,SenseObject,0
I,i,s,FirstPer,0
will,will,c,PredictedFuture,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,c,PredictedFuture,0
",",",",s,,0
Gad,gad,s,Positivity,0
you,you,s,Insist,0
shall,shall,s,Insist,1
Command,command,s,CommonAuthorities,0
me,me,s,FirstPer,0
from,from,s,,0
the,the,n,,0
Zenith,zenith,s,AbstractConcepts,0
to,to,s,,0
the,the,s,,0
Nadir,nadir,c,Negativity,0
.,.,s,,0
--,--,s,,0
But,but,s,Resistance,0
the,the,s,,0
Deuce,deuce,s,AbstractConcepts,0
take,take,s,ReportingEvents,0
me,me,s,FirstPer,0
if,if,s,Contingency,0
I,i,s,FirstPer,0
say,say,s,Citations,0
a,a,s,Citations,1
good,good,s,Positivity,0
thing,thing,s,Positivity,1
till,till,s,AbstractConcepts,0
you,you,n,DirectAddress,0
come,come,c,ReportingEvents,0
.,.,s,,0
--,--,s,,0
But,but,s,Resistance,0
prithee,prithee,s,DirectAddress,0
dear,dear,s,Positivity,0
Rogue,rogue,c,Negativity,0
",",",",s,,0
make,make,s,SubjectiveTime,0
haste,haste,c,SubjectiveTime,1
",",",",s,,0
prithee,prithee,s,DirectAddress,0
make,make,s,SubjectiveTime,0
haste,haste,c,SubjectiveTime,1
",",",",s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
burst,burst,n,Motions,0
else,else,c,Contingency,0
.,.,s,,0
--,--,s,,0
And,and,s,,0
yonder,yonder,s,SpaceRelation,0
your,your,s,DirectAddress,0
Uncle,uncle,s,PersonProperty,0
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
Touchwood,touchwood,s,SenseObject,0
swears,swears,c,Intensity,0
",",",",s,,0
he,he,s,PersonPronoun,0
will,will,s,Fear,0
Disinherit,disinherit,s,Fear,1
you,you,c,DirectAddress,0
",",",",n,,0
and,and,s,,0
Sir,sir,s,PersonProperty,0
Paul,paul,s,,0
Pliant,pliant,s,AbstractConcepts,0
threatens,threatens,s,Fear,0
to,to,s,Fear,1
disclaim,disclaim,s,Resistance,0
you,you,s,DirectAddress,0
for,for,s,DirectAddress,1
a,a,s,,0
Son-in-Law,son-in-law,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
my,my,s,DirectAddress,0
Lord,lord,n,DirectAddress,1
Froth,froth,s,SenseObject,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
Dance,dance,s,Motions,0
at,at,s,SpaceRelation,0
your,your,s,SpaceRelation,1
Wedding,wedding,s,Intensity,0
to,to,s,Intensity,1
Morrow,morrow,c,ProjectAhead,0
;,;,s,Specifiers,0
nor,nor,s,Specifiers,1
the,the,s,,0
Deuce,deuce,s,AbstractConcepts,0
take,take,s,ReportingEvents,0
me,me,c,FirstPer,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,n,PredictedFuture,1
Write,write,s,DirectAddress,0
your,your,s,DirectAddress,1
Epithalamium,epithalamium,s,AbstractConcepts,0
--,--,s,,0
and,and,s,,0
see,see,s,Curiosity,0
what,what,s,Curiosity,1
a,a,s,Contingency,0
condition,condition,s,Contingency,1
you're,you're,s,DirectAddress,0
like,like,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
be,be,s,ReportingStates,0
brought,brought,n,Transformation,0
to,to,nnn,Transformation,1
Well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
speak,speak,s,ReportingEvents,0
but,but,s,Resistance,0
three,three,s,Numbers,0
words,words,c,LangRef,0
",",",",s,,0
and,and,s,,0
