TRuth,truth,s,StandardsPos,0
of,of,s,,0
the,the,s,SenseObject,0
bed,bed,c,SenseObject,1
;,;,s,,0
and,and,s,,0
carry,carry,s,Motions,0
me,me,s,FirstPer,0
into,into,s,,0
my,my,s,FirstPer,0
Lady,lady,c,PersonProperty,0
;,;,s,,0
and,and,s,,0
she,she,s,PersonPronoun,0
kisses,kisses,s,Positivity,0
me,me,s,FirstPer,0
with,with,s,,0
her,her,s,PersonPronoun,0
oiled,oiled,n,SenseProperty,0
face,face,c,SenseObject,0
;,;,s,,0
and,and,s,,0
puts,puts,s,,0
a,a,s,,0
Perruke,perruke,s,UNRECOGNIZED,0
of,of,s,,0
my,my,s,FirstPer,0
head,head,c,SenseObject,0
;,;,s,,0
and,and,s,,0
asks,asks,s,Request,0
me,me,s,FirstPer,0
an^,an^,s,UNRECOGNIZED,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
wear,wear,s,SpaceRelation,0
her,her,s,SpaceRelation,1
Gown,gown,c,SenseObject,0
;,;,n,,0
and,and,s,,0
I,i,s,FirstPer,0
say,say,c,Citations,0
",",",",s,,0
no,no,c,DenyDisclaim,0
:,:,s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
she,she,s,PersonPronoun,0
hits,hits,s,Motions,0
me,me,s,FirstPer,0
a,a,s,,0
blow,blow,s,Motions,0
of,of,s,,0
the,the,s,SenseObject,0
ear,ear,c,SenseObject,1
",",",",s,,0
and,and,s,,0
calls,calls,s,ReportingEvents,0
me,me,s,FirstPer,0
Innocent,innocent,c,Disclosure,0
",",",",n,,0
and,and,s,,0
lets,lets,s,ReportingEvents,0
me,me,s,FirstPer,0
go,go,nnn,ReportingEvents,0
No,no,s,DenyDisclaim,0
marvel,marvel,c,Positivity,0
",",",",s,,0
if,if,s,Contingency,0
the,the,s,Contingency,1
door,door,s,SenseObject,0
be,be,s,ReportingStates,0
kept,kept,s,TimeDuration,0
shut,shut,s,ReportingEvents,0
against,against,s,,0
your,your,s,DirectAddress,0
Master,master,c,PersonProperty,0
",",",",s,,0
when,when,s,,0
the,the,s,,0
entrance,entrance,n,SpaceRelation,0
is,is,s,Intensity,0
so,so,s,Intensity,1
easy,easy,s,Positivity,0
to,to,s,Positivity,1
you,you,s,DirectAddress,0
--,--,s,,0
well,well,s,SenseObject,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
go,go,s,SceneShift,0
there,there,s,SceneShift,1
no,no,s,DenyDisclaim,0
more,more,c,DenyDisclaim,1
",",",",s,DenyDisclaim,2
lest,lest,s,Negativity,0
I,i,s,FirstPer,0
be,be,s,ReportingStates,0
feign,feign,n,SubjectivePercept,0
to,to,s,ProjectAhead,0
seek,seek,s,ProjectAhead,1
your,your,s,DirectAddress,0
voice,voice,s,,0
in,in,s,,0
my,my,s,FirstPer,0
Ladies,ladies,s,PersonProperty,0
Rushes,rushes,c,Motions,0
",",",",s,,0
a,a,s,,0
fortnight,fortnight,s,TimeDuration,0
hence,hence,c,ReasonForward,0
",",",",s,ReasonForward,1
Sing,sing,c,Motions,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
.,.,nnn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
here,here,s,DirectAddress,0
is,is,s,DirectAddress,1
the,the,s,DirectAddress,2
man,man,s,PersonProperty,0
that,that,s,Contingency,0
can,can,s,Contingency,1
melt,melt,s,Motions,0
away,away,s,,0
his,his,s,SubjectiveTime,0
time,time,c,SubjectiveTime,1
",",",",s,,0
and,and,s,,0
never,never,s,DenyDisclaim,0
feels,feels,s,SubjectivePercept,0
it,it,c,SubjectivePercept,1
!,!,s,,0
what,what,c,,0
",",",",n,,0
between,between,s,,0
his,his,s,PersonPronoun,0
Mistress,mistress,s,PersonProperty,0
abroad,abroad,c,SceneShift,0
",",",",s,,0
and,and,s,,0
his,his,s,PersonPronoun,0
Engle,engle,s,UNRECOGNIZED,0
at,at,s,SpaceRelation,0
home,home,c,SpaceRelation,1
",",",",s,,0
high,high,s,,0
Fare,fare,c,SubjectivePercept,0
",",",",s,,0
soft,soft,s,SenseProperty,0
Lodging,lodging,c,Motions,0
",",",",n,,0
fine,fine,s,Positivity,0
Clothes,clothes,c,SenseObject,0
",",",",s,,0
and,and,s,,0
his,his,s,PersonPronoun,0
Fiddle,fiddle,c,SenseObject,0
;,;,s,,0
he,he,s,PrivateThinking,0
thinks,thinks,s,PrivateThinking,1
the,the,s,TimeDuration,0
hours,hours,s,TimeDuration,1
ha'no,ha'no,s,UNRECOGNIZED,0
wings,wings,c,SenseObject,0
",",",",s,,0
or,or,s,,0
the,the,s,TimeDuration,0
day,day,s,TimeDuration,1
no,no,n,DenyDisclaim,0
Post-horse,post-horse,c,SenseObject,0
.,.,s,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
Sir,sir,s,PersonProperty,0
Gallant,gallant,c,StandardsPos,0
",",",",s,,0
were,were,s,ProjectBack,0
you,you,s,DirectAddress,0
struck,struck,s,SubjectivePercept,0
with,with,s,SubjectivePercept,1
the,the,s,SubjectivePercept,2
Plague,plague,s,Negativity,0
this,this,s,Immediacy,0
minute,minute,c,Immediacy,1
",",",",s,,0
or,or,n,,0
condemned,condemned,s,Negative_Relation,0
to,to,s,,0
any,any,s,,0
capital,capital,s,AbstractConcepts,0
punishment,punishment,s,AbstractConcepts,1
to,to,s,,0
morrow,morrow,c,ProjectAhead,0
",",",",s,,0
you,you,s,DirectAddress,0
would,would,s,DirectAddress,1
begin,begin,s,Sequence,0
then,then,s,TimeShift,0
to,to,n,TimeShift,1
think,think,c,PrivateThinking,0
",",",",s,,0
and,and,s,,0
value,value,s,StandardsPos,0
every,every,s,Generalization,0
Article,article,s,,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
time,time,c,,0
",",",",s,,0
esteem,esteem,s,StandardsPos,0
it,it,s,,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
true,true,s,StandardsPos,0
rate,rate,c,AbstractConcepts,0
",",",",s,,0
and,and,n,,0
give,give,s,,0
all,all,s,SubjectivePercept,0
for,for,s,SubjectivePercept,1
it,it,nnn,,0
Why,why,c,Question,0
",",",",s,,0
what,what,s,Insist,0
should,should,s,Insist,1
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
do,do,c,Intensity,0
?,?,nnn,Question,0
Why,why,c,Question,0
",",",",s,,0
nothing,nothing,c,DenyDisclaim,0
:,:,s,,0
or,or,s,,0
that,that,c,,0
",",",",s,Aside,0
which,which,s,Aside,1
when,when,s,Curiosity,0
it,it,s,Curiosity,1
is,is,s,Curiosity,2
done,done,c,ReportingStates,0
",",",",s,ReportingStates,1
is,is,s,ReportingStates,0
as,as,s,,0
idle,idle,c,SenseProperty,0
.,.,s,,0
Harken,harken,s,Immediacy,0
after,after,s,Sequence,0
the,the,s,Sequence,1
next,next,n,Sequence,0
Horse-race,horse-race,c,SenseProperty,0
",",",",s,,0
or,or,s,,0
Hunting-match,hunting-match,c,UNRECOGNIZED,0
;,;,s,,0
lay,lay,s,ReportingEvents,0
Wagers,wagers,c,AbstractConcepts,0
",",",",s,,0
praise,praise,s,StandardsPos,0
Puppy,puppy,c,SenseObject,0
",",",",s,,0
or,or,s,,0
Pepper-corne,pepper-corne,c,UNRECOGNIZED,0
",",",",n,,0
White-foot,white-foot,c,SenseProperty,0
",",",",s,,0
Franklin,franklin,c,PersonProperty,0
;,;,s,,0
White-maynes,white-maynes,s,UNRECOGNIZED,0
party,party,c,GenericEvents,0
;,;,s,,0
sp^nd,sp^nd,s,UNRECOGNIZED,0
aloud,aloud,c,SpaceRelation,0
",",",",s,,0
that,that,s,,0
my,my,s,FirstPer,0
Lords,lords,s,CommonAuthorities,0
may,may,s,Contingency,0
hear,hear,n,SpaceRelation,0
you,you,c,DirectAddress,0
;,;,s,,0
visit,visit,s,SceneShift,0
my,my,s,FirstPer,0
Ladies,ladies,s,PersonProperty,0
at,at,s,RecurringEvents,0
night,night,c,RecurringEvents,1
",",",",s,,0
and,and,s,,0
be,be,s,StandardsPos,0
able,able,s,StandardsPos,1
to,to,s,,0
give,give,s,,0
',',c,,0
hem,hem,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Character,character,s,PersonProperty,0
of,of,s,PersonProperty,1
every,every,n,Generalization,0
Bowler,bowler,c,PersonProperty,0
",",",",s,,0
or,or,s,,0
Better,better,s,Positivity,0
of,of,s,Positivity,1
the,the,s,,0
Green,green,c,SenseProperty,0
.,.,s,,0
These,these,s,Immediacy,0
be,be,s,ReportingStates,0
the,the,s,ReportingStates,1
things,things,c,Uncertainty,0
",",",",s,,0
wherein,wherein,s,CommonAuthorities,0
your,your,s,DirectAddress,0
fashionable,fashionable,n,CommonAuthorities,0
men,men,s,PersonProperty,0
exercise,exercise,s,GenericEvents,0
themselves,themselves,c,PersonPronoun,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
for,for,s,,0
company,company,nnn,AbstractConcepts,0
Nay,nay,c,OralCues,0
",",",",s,,0
if,if,s,Contingency,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
thy,thy,s,DirectAddress,0
authority,authority,c,CommonAuthorities,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
leave,leave,s,,0
yet,yet,c,SubjectiveTime,0
.,.,s,SubjectiveTime,1
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
the,the,s,Specifiers,0
other,other,s,Specifiers,1
are,are,n,ReportingStates,0
considerations,considerations,c,CommonAuthorities,0
",",",",s,,0
when,when,s,,0
we,we,s,Metadiscourse,0
come,come,s,Metadiscourse,1
to,to,s,,0
have,have,s,,0
gray,gray,s,SenseProperty,0
heads,heads,c,SenseObject,0
",",",",s,,0
and,and,s,,0
weak,weak,s,Negativity,0
hammes,hammes,c,UNRECOGNIZED,0
",",",",s,,0
moist,moist,s,SenseProperty,0
eyes,eyes,c,SenseObject,0
",",",",n,,0
and,and,s,,0
shrunk,shrunk,s,ReportingEvents,0
members,members,c,AbstractConcepts,0
.,.,s,,0
we,we,s,,0
think,think,s,PrivateThinking,0
she,she,s,Neutral_Attribution,0
sleeps,sleeps,c,Neutral_Attribution,1
:,:,s,,0
nor,nor,c,DenyDisclaim,0
",",",",s,,0
when,when,s,,0
the,the,s,SenseObject,0
doors,doors,s,SenseObject,1
are,are,s,ReportingStates,0
shut,shut,c,ReportingStates,0
",",",",n,ReportingStates,1
should,should,s,Insist,0
men,men,s,PersonProperty,0
be,be,s,ReportingStates,0
inquiring,inquiring,c,Curiosity,0
",",",",s,Generalization,0
all,all,s,Generalization,1
is,is,s,ReportingStates,0
sacred,sacred,s,StandardsPos,0
within,within,c,,0
",",",",s,,0
then,then,c,TimeShift,0
.,.,s,TimeShift,1
Is,is,s,Question,0
it,it,s,Question,1
for,for,s,Inclusive,0
us,us,s,Inclusive,1
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
their,their,n,PersonPronoun,0
Perrukes,perrukes,s,UNRECOGNIZED,0
put,put,s,Transformation,0
on,on,c,Transformation,1
",",",",s,,0
their,their,s,PersonPronoun,0
false,false,s,SenseObject,0
Teeth,teeth,c,SenseObject,1
",",",",s,,0
their,their,s,PersonPronoun,0
Complexion,complexion,c,SenseProperty,0
",",",",s,,0
their,their,s,PersonPronoun,0
Eyebrows,eyebrows,c,SenseObject,0
",",",",s,,0
their,their,n,SenseObject,0
Nails,nails,c,SenseObject,1
?,?,s,Question,0
you,you,s,DirectAddress,0
see,see,s,DirectAddress,1
guilders,guilders,s,PersonProperty,0
will,will,s,StandardsNeg,0
not,not,s,StandardsNeg,1
work,work,c,StandardsNeg,2
",",",",s,Resistance,0
but,but,s,Resistance,1
enclosed,enclosed,c,SpaceRelation,0
.,.,s,,0
They,they,s,Insist,0
must,must,s,Insist,1
not,not,s,DenyDisclaim,0
discover,discover,c,Curiosity,0
",",",",n,,0
how,how,s,,0
little,little,s,SenseProperty,0
serve,serve,c,ReportingEvents,0
",",",",s,,0
with,with,s,Positivity,0
the,the,s,Positivity,1
help,help,s,Positivity,2
