O,o,s,LangRef,0
Jupiter,jupiter,s,UNRECOGNIZED,0
bless,bless,s,StandardsPos,0
us,us,c,Inclusive,0
",",",",s,,0
and,and,s,,0
grant,grant,s,CommonAuthorities,0
that,that,s,,0
she,she,s,PersonPronoun,0
may,may,s,Contingency,0
not,not,s,DenyDisclaim,0
ingross,ingross,s,UNRECOGNIZED,0
to,to,s,PersonPronoun,0
her,her,s,PersonPronoun,1
self,self,s,SubjectivePercept,0
all,all,s,,0
Mankind,mankind,c,AbstractConcepts,0
",",",",n,ReasonForward,0
and,and,s,ReasonForward,1
so,so,s,ReasonForward,2
leave,leave,s,,0
all,all,s,Specifiers,0
the,the,s,Specifiers,1
rest,rest,s,Specifiers,2
of,of,s,,0
her,her,s,PersonPronoun,0
Sex,sex,s,AbstractConcepts,0
destitute,destitute,s,StandardsNeg,0
and,and,s,,0
forlorn,forlorn,nnn,Sad,0
It,it,s,ProjectAhead,0
is,is,s,ProjectAhead,1
to,to,s,ProjectAhead,2
be,be,s,ProjectAhead,3
hoped,hoped,s,Positivity,0
she,she,s,PersonPronoun,0
will,will,s,PredictedFuture,0
humble,humble,s,SubjectivePercept,0
you,you,c,DirectAddress,0
",",",",s,,0
as,as,s,Specifiers,0
to,to,s,Specifiers,1
bring,bring,s,DirectAddress,0
you,you,s,DirectAddress,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
more,more,s,Comparison,0
complyant,complyant,s,UNRECOGNIZED,0
to,to,n,Inclusive,0
us,us,s,Inclusive,1
men,men,s,PersonProperty,0
than,than,s,Comparison,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
been,been,nnn,ProjectBack,0
Have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
seen,seen,s,DirectAddress,2
her,her,c,PersonPronoun,0
",",",",s,,0
Monsieur,monsieur,s,PersonProperty,0
Sensuality,sensuality,c,SubjectivePercept,0
?,?,nnn,Question,0
No,no,s,DenyDisclaim,0
not,not,s,DenyDisclaim,0
I,i,c,FirstPer,0
.,.,nnn,Question,0
Why,why,s,Question,1
then,then,s,Sequence,0
she,she,s,Sequence,1
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
Miracle,miracle,c,Positivity,0
",",",",s,,0
that,that,s,,0
every,every,s,Generalization,0
one,one,s,Generalization,1
hears,hears,s,SubjectivePercept,0
of,of,c,SubjectivePercept,1
",",",",s,Resistance,0
but,but,s,Resistance,1
no,no,s,DenyDisclaim,0
body,body,s,SenseObject,0
sees,sees,c,,0
.,.,nnn,Question,0
May,may,s,Question,1
she,she,s,Question,2
continue,continue,s,Updates,0
a,a,s,,0
Miracle,miracle,s,Positivity,0
still,still,c,Updates,0
:,:,s,,0
for,for,s,,0
I,i,s,SelfDisclosure,0
had,had,s,SelfDisclosure,1
rather,rather,s,SelfDisclosure,2
that,that,s,,0
she,she,s,SubjectivePercept,0
should,should,s,SubjectivePercept,1
only,only,s,SubjectivePercept,2
be,be,n,ReportingStates,0
heard,heard,s,Updates,0
of,of,c,,0
",",",",s,,0
than,than,s,Comparison,0
be,be,s,ReportingStates,0
visibly,visibly,s,SenseProperty,0
seen,seen,nnn,SpaceRelation,0
But,but,s,Resistance,0
I,i,s,Metadiscourse,0
will,will,s,Metadiscourse,1
do,do,s,Metadiscourse,2
my,my,s,FirstPer,0
endeavor,endeavor,s,ProjectAhead,0
to,to,s,ProjectAhead,1
see,see,s,SpaceRelation,0
her,her,c,SpaceRelation,1
.,.,nnn,ReasonForward,0
So,so,s,ReasonForward,1
will,will,s,PredictedFuture,0
I,i,c,FirstPer,0
.,.,nnn,,0
I,i,s,FirstPer,0
long,long,s,ProjectAhead,0
to,to,s,ProjectAhead,1
see,see,s,Resemblances,0
her,her,s,Resemblances,1
as,as,s,Resemblances,2
much,much,s,Resemblances,0
as,as,s,Resemblances,1
the,the,s,PersonProperty,0
men,men,s,PersonProperty,1
do,do,c,GenericEvents,0
.,.,nnn,GenericEvents,1
So,so,s,,0
do,do,s,Question,0
I,i,c,Question,1
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
I,i,c,FirstPer,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
I,i,c,FirstPer,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
I,i,c,FirstPer,0
.,.,nnn,Resistance,0
But,but,s,Resistance,1
how,how,s,,0
shall,shall,s,Future_Question,0
we,we,s,Future_Question,1
compass,compass,s,StandardsPos,0
the,the,s,StandardsPos,1
sight,sight,s,SenseProperty,0
of,of,s,,0
her,her,c,PersonPronoun,0
?,?,nnn,Question,0
Faith,faith,s,StandardsPos,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
go,go,s,ReportingEvents,0
to,to,s,ReportingEvents,1
a,a,s,ReportingEvents,2
Play,play,c,ReportingEvents,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
warrant,warrant,s,CommonAuthorities,0
you,you,s,DirectAddress,0
she,she,s,PersonPronoun,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
there,there,c,SpaceRelation,0
.,.,nnn,SpaceRelation,1
If,if,s,Contingency,0
she,she,s,Contingency,1
be,be,c,ReportingStates,0
",",",",s,,0
we,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
only,only,s,SubjectivePercept,0
see,see,s,SpaceRelation,0
her,her,s,SpaceRelation,1
Mask,mask,c,SenseObject,0
",",",",s,,0
not,not,s,DenyDisclaim,0
her,her,s,DenyDisclaim,1
Face,face,c,SenseObject,0
:,:,s,,0
for,for,s,,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
common,common,n,AbstractConcepts,0
Play,play,s,ReportingEvents,0
Houses,houses,s,SenseObject,0
all,all,s,Generalization,0
the,the,s,Generalization,1
Effeminate,effeminate,s,Negativity,0
Sex,sex,s,AbstractConcepts,0
sit,sit,s,SenseProperty,0
masked,masked,s,ReportingEvents,0
and,and,s,,0
muffl'd,muffl'd,nnn,UNRECOGNIZED,0
Why,why,s,Curiosity,0
then,then,s,Curiosity,1
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
go,go,s,ReportingEvents,0
to,to,s,,0
that,that,s,,0
Church,church,s,SenseObject,0
which,which,s,,0
is,is,s,ReportingStates,0
most,most,s,Comparison,0
frequented,frequented,c,RecurringEvents,0
",",",",s,,0
as,as,s,,0
where,where,s,,0
some,some,n,Uncertainty,0
Famous,famous,s,Positivity,0
Preachers,preachers,s,PersonProperty,0
preach,preach,c,Intensity,0
;,;,s,,0
and,and,s,,0
certainly,certainly,c,Confidence,0
",",",",s,Confidence,1
if,if,s,Contingency,0
she,she,s,Contingency,1
be,be,s,ReportingStates,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
Beauty,beauty,c,StandardsPos,0
",",",",s,,0
she,she,s,PersonPronoun,0
will,will,s,PredictedFuture,0
be,be,n,PredictedFuture,1
there,there,c,,0
:,:,s,,0
Besides,besides,c,Specifiers,0
",",",",s,Specifiers,1
there,there,s,,0
our,our,s,Inclusive,0
Sex,sex,s,Inclusive,1
sit,sit,s,SenseProperty,0
to,to,s,Intensity,0
the,the,s,Intensity,1
full,full,s,Intensity,2
View,view,c,SenseProperty,0
",",",",s,,0
to,to,s,,0
Attract,attract,s,Positivity,0
the,the,s,,0
Eyes,eyes,s,SenseObject,0
of,of,s,,0
the,the,n,,0
Gods,gods,nnn,CommonAuthorities,0
No,no,c,OralCues,0
",",",",s,OralCues,1
no,no,c,OralCues,0
",",",",s,OralCues,1
Lady,lady,c,PersonProperty,0
",",",",s,,0
they,they,s,,0
sit,sit,s,SenseProperty,0
to,to,s,Intensity,0
the,the,s,Intensity,1
full,full,s,Intensity,2
View,view,c,SenseProperty,0
",",",",s,,0
to,to,s,,0
tempt,tempt,s,SubjectivePercept,0
the,the,s,,0
Appetites,appetites,s,SubjectivePercept,0
of,of,s,,0
men,men,c,PersonProperty,0
:,:,s,,0
for,for,n,,0
they,they,s,PrivateThinking,0
think,think,s,PrivateThinking,1
not,not,s,DenyDisclaim,0
on,on,s,,0
the,the,s,,0
Gods,gods,c,CommonAuthorities,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
care,care,s,StandardsPos,0
the,the,s,,0
Gods,gods,s,CommonAuthorities,0
should,should,s,Insist,0
think,think,s,Insist,1
of,of,s,,0
them,them,nnn,,0
Fie,fie,c,Negativity,0
",",",",s,,0
fie,fie,c,Negativity,0
",",",",s,,0
Mother,mother,s,PersonProperty,0
Matron,matron,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
make,make,s,ReportingEvents,0
Women,women,s,PersonProperty,0
damnable,damnable,s,Anger,0
creatures,creatures,c,SenseObject,0
",",",",s,,0
if,if,s,Contingency,0
they,they,s,Contingency,1
could,could,n,Contingency,2
be,be,s,Contingency,3
made,made,s,ReportingEvents,0
so,so,s,,0
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
Description,description,c,AbstractConcepts,0
:,:,s,,0
But,but,s,Resistance,0
Women,women,s,PersonProperty,0
go,go,s,ReportingEvents,0
to,to,s,,0
Church,church,s,SenseObject,0
to,to,s,,0
present,present,s,,0
their,their,s,PersonPronoun,0
prayers,prayers,n,CommonAuthorities,0
of,of,s,CommonAuthorities,1
Request,request,c,Request,0
",",",",s,,0
and,and,s,,0
praises,praises,s,StandardsPos,0
of,of,s,,0
Thanksgiving,thanksgiving,c,Acknowledge,0
",",",",s,,0
and,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
to,to,s,,0
show,show,s,SubjectivePercept,0
themselves,themselves,s,SubjectivePercept,1
to,to,s,,0
men,men,c,PersonProperty,0
",",",",s,,0
nor,nor,n,DenyDisclaim,0
to,to,s,,0
tempt,tempt,s,SubjectivePercept,0
their,their,s,PersonPronoun,0
Appetites,appetites,c,SubjectivePercept,0
",",",",s,,0
as,as,s,DirectAddress,0
you,you,s,DirectAddress,1
say,say,nnn,Citations,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
Ladies,ladies,c,PersonProperty,0
",",",",s,,0
search,search,s,DirectAddress,0
your,your,s,DirectAddress,1
own,own,s,ReportingEvents,0
Consciences,consciences,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
find,find,s,,0
I,i,s,SelfDisclosure,0
have,have,n,SelfDisclosure,1
spoke,spoke,s,StandardsPos,0
the,the,s,StandardsPos,1
truth,truth,c,StandardsPos,2
:,:,s,,0
for,for,s,Contingency,0
if,if,s,Contingency,1
you,you,s,DirectAddress,0
only,only,s,SubjectivePercept,0
went,went,s,ReportingEvents,0
to,to,s,,0
present,present,s,,0
your,your,s,DirectAddress,0
prayers,prayers,s,CommonAuthorities,0
to,to,s,,0
the,the,s,,0
Gods,gods,c,CommonAuthorities,0
",",",",s,,0
you,you,n,DirectAddress,0
would,would,s,DirectAddress,1
go,go,s,SubjectivePercept,0
as,as,s,SubjectivePercept,1
humble,humble,s,SubjectivePercept,0
petitioners,petitioners,c,PersonProperty,0
",",",",s,,0
or,or,s,,0
sorrowful,sorrowful,s,Sad,0
penitents,penitents,c,Negativity,0
",",",",s,,0
clothed,clothed,s,SpaceRelation,0
in,in,s,SpaceRelation,1
sackcloth,sackcloth,c,SenseObject,0
",",",",n,,0
and,and,s,,0
ashes,ashes,s,SenseObject,0
on,on,s,DirectAddress,0
your,your,s,DirectAddress,1
head,head,c,DirectAddress,2
;,;,s,,0
and,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
attired,attired,s,SenseProperty,0
in,in,s,SenseProperty,1
gold,gold,s,SenseObject,0
and,and,s,,0
silver,silver,c,SenseObject,0
",",",",s,,0
painted,painted,c,ReportingStates,0
",",",",s,ReportingStates,1
patched,patched,c,ReportingStates,0
",",",",n,ReportingStates,1
and,and,s,,0
curled,curled,c,ReportingStates,0
",",",",s,ReportingStates,1
unless,unless,s,DirectAddress,0
you,you,s,DirectAddress,1
think,think,s,Citations,0
the,the,s,Citations,1
Gods,gods,s,CommonAuthorities,0
are,are,s,Resemblances,0
like,like,s,Resemblances,1
to,to,s,,0
men,men,c,PersonProperty,0
",",",",s,,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
delighted,delighted,s,Positivity,0
and,and,n,,0
enamored,enamored,s,Positivity,0
with,with,s,,0
Vanity,vanity,c,Negative_Relation,0
",",",",s,,0
Beauty,beauty,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
Bravery,bravery,c,StandardsPos,0
:,:,s,,0
for,for,s,DirectAddress,0
you,you,s,DirectAddress,1
make,make,s,ReportingEvents,0
the,the,s,CommonAuthorities,0
Church,church,s,CommonAuthorities,1
a,a,n,,0
Masking-room,masking-room,c,UNRECOGNIZED,0
",",",",s,,0
rather,rather,s,Substitution,0
than,than,s,Substitution,1
a,a,s,SpaceRelation,0
place,place,s,SpaceRelation,1
of,of,s,SpaceRelation,2
Devotion,devotion,nnn,StandardsPos,0
No,no,c,OralCues,0
",",",",s,OralCues,1
we,we,s,Resistance,0
rather,rather,s,Resistance,1
strive,strive,s,ProjectAhead,0
to,to,s,ProjectAhead,1
make,make,s,ReportingEvents,0
it,it,s,ReportingEvents,1
like,like,s,SubjectivePercept,0
Heaven,heaven,c,Positivity,0
",",",",s,Aside,0
which,which,s,Aside,1
is,is,s,ReportingStates,0
glorious,glorious,s,Positivity,0
and,and,s,,0
splendrous,splendrous,c,UNRECOGNIZED,0
;,;,n,,0
and,and,s,,0
the,the,s,,0
Heavenly,heavenly,s,Positivity,0
Society,society,s,AbstractConcepts,0
is,is,s,CommonAuthorities,0
said,said,s,CommonAuthorities,1
to,to,s,CommonAuthorities,2
be,be,s,CommonAuthorities,3
beautiful,beautiful,nnn,StandardsPos,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
such,such,s,Specifiers,0
a,a,s,Specifiers,1
Heaven,heaven,c,Positivity,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
Maskers,maskers,s,PersonProperty,0
are,are,s,ReportingStates,0
instead,instead,s,Substitution,0
of,of,s,Substitution,1
Saints,saints,c,StandardsPos,0
.,.,nnn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
Angels,angels,s,SenseObject,0
are,are,s,ReportingStates,0
described,described,s,Citations,0
by,by,s,Citations,1
Painters,painters,s,PersonProperty,0
to,to,s,,0
have,have,s,,0
fine-colour'd,fine-colour'd,s,UNRECOGNIZED,0
wings,wings,c,SenseObject,0
",",",",s,,0
and,and,s,,0
by,by,n,,0
Preachers,preachers,c,PersonProperty,0
",",",",s,,0
to,to,s,,0
hold,hold,s,,0
fine,fine,s,Positivity,0
gold,gold,s,SenseObject,0
branches,branches,s,SenseObject,0
in,in,s,SpaceRelation,0
their,their,s,SpaceRelation,1
hands,hands,c,SpaceRelation,2
",",",",s,,0
and,and,s,,0
the,the,s,,0
Heavens,heavens,s,Positivity,0
are,are,n,ReportingStates,0
described,described,s,Citations,0
to,to,s,Inclusive,0
us,us,s,Inclusive,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
most,most,s,Comparison,0
gloriously,gloriously,s,Positivity,0
adorned,adorned,c,Positivity,0
",",",",s,,0
with,with,s,,0
Diamonds,diamonds,c,SenseObject,0
",",",",s,,0
Rubies,rubies,c,SenseObject,0
",",",",s,,0
Pearl,pearl,c,SenseObject,0
",",",",n,,0
Emeralds,emeralds,c,SenseObject,0
",",",",s,,0
Gold,gold,c,SenseObject,0
",",",",s,,0
and,and,s,,0
Crystal,crystal,c,SenseObject,0
",",",",s,Aside,0
which,which,s,Aside,1
shows,shows,s,ReportingEvents,0
the,the,s,,0
Gods,gods,s,CommonAuthorities,0
delight,delight,s,Positivity,0
in,in,s,Positivity,1
braveries,braveries,c,StandardsPos,0
:,:,n,,0
Wherefore,wherefore,s,ReasonForward,0
we,we,c,,0
",",",",s,,0
to,to,s,,0
delight,delight,s,Positivity,0
the,the,s,Positivity,1
Gods,gods,c,CommonAuthorities,0
",",",",s,,0
make,make,s,Cause,0
our,our,s,Cause,1
selves,selves,s,SubjectivePercept,0
fine,fine,s,Positivity,0
and,and,s,,0
gay,gay,nnn,PersonProperty,0
No,no,c,OralCues,0
",",",",s,OralCues,1
no,no,c,OralCues,0
",",",",s,OralCues,1
Ladies,ladies,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
strive,strive,s,ProjectAhead,0
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
delight,delight,s,Positivity,0
the,the,s,Positivity,1
Gods,gods,c,CommonAuthorities,0
",",",",s,Resistance,0
but,but,s,Resistance,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
Adored,adored,s,Positivity,0
and,and,n,,0
Worshipped,worshipped,s,Positivity,0
as,as,s,,0
Goddesses,goddesses,s,PersonProperty,0
by,by,s,,0
the,the,s,,0
Masculine,masculine,s,SenseProperty,0
Sex,sex,c,AbstractConcepts,0
",",",",s,,0
whom,whom,s,PersonPronoun,0
you,you,s,DirectAddress,0
would,would,s,DirectAddress,1
have,have,s,Insist,0
to,to,s,Insist,1
be,be,s,Insist,2
your,your,n,DirectAddress,0
Saints,saints,nnn,StandardsPos,0
I,i,s,FirstPer,0
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
whether,whether,s,Contingency,0
we,we,s,,0
desire,desire,s,Positivity,0
to,to,s,Positivity,1
be,be,s,ReportingStates,0
Goddesses,goddesses,c,PersonProperty,0
",",",",s,,0
or,or,s,DenyDisclaim,0
not,not,c,DenyDisclaim,1
;,;,s,Resistance,0
But,but,s,Resistance,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
sure,sure,c,ConfirmedThght,0
",",",",s,ConfirmedThght,1
if,if,s,Contingency,0
women,women,n,PersonProperty,0
be,be,s,ReportingStates,0
as,as,s,,0
irreligious,irreligious,s,Resistance,0
as,as,s,DirectAddress,0
