BEfore,before,s,Sequence,0
Bread,bread,c,SenseObject,0
",",",",s,,0
not,not,s,DenyDisclaim,0
in,in,s,,0
thirst,thirst,s,Intensity,0
for,for,s,Intensity,1
Revenge,revenge,nnn,Resistance,0
Would,would,s,Request,0
you,you,s,Request,1
proceed,proceed,s,Sequence,0
especially,especially,s,Specifiers,0
against,against,s,,0
Caius,caius,s,UNRECOGNIZED,0
Martius,martius,c,UNRECOGNIZED,0
.,.,nnn,,0
Against,against,s,Resistance,0
him,him,s,Resistance,1
first,first,c,Sequence,0
:,:,s,,0
He,he,s,Neutral_Attribution,0
Is,is,s,Neutral_Attribution,1
a,a,s,Neutral_Attribution,2
very,very,s,Intensity,0
dog,dog,s,SenseObject,0
to,to,s,,0
the,the,s,,0
Commonalty,commonalty,c,AbstractConcepts,0
.,.,nnn,DirectReasoning,0
Consider,consider,s,DirectReasoning,1
you,you,s,DirectAddress,0
what,what,s,,0
Services,services,s,StandardsPos,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
done,done,s,ProjectBack,0
for,for,s,ProjectBack,1
his,his,s,PersonPronoun,0
Country,country,c,AbstractConcepts,0
?,?,nnn,Question,0
Very,very,s,OralCues,0
well,well,c,OralCues,1
",",",",s,OralCues,2
and,and,s,,0
could,could,s,StandardsPos,0
be,be,s,StandardsPos,1
content,content,s,StandardsPos,2
to,to,s,,0
give,give,s,,0
him,him,s,PersonPronoun,0
good,good,s,StandardsPos,0
report,report,s,StandardsPos,1
for,for,s,,0
it,it,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
that,that,s,Resistance,2
he,he,n,Neutral_Attribution,0
pays,pays,s,Neutral_Attribution,1
himself,himself,s,PersonPronoun,0
with,with,s,ReportingStates,0
being,being,s,ReportingStates,1
proud,proud,nnn,StandardsPos,0
Nay,nay,c,OralCues,0
",",",",s,Resistance,0
but,but,s,Resistance,1
speak,speak,s,CommonAuthorities,0
not,not,s,CommonAuthorities,1
maliciously,maliciously,c,StandardsNeg,0
.,.,nnn,,0
I,i,s,FirstPer,0
say,say,s,DialogCues,0
unto,unto,s,DialogCues,1
you,you,c,DirectAddress,0
",",",",s,,0
what,what,s,,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
done,done,s,ReportingStates,0
Famouslie,famouslie,c,UNRECOGNIZED,0
",",",",s,,0
he,he,s,Intensity,0
did,did,s,Intensity,1
it,it,s,,0
to,to,s,,0
that,that,s,,0
end,end,c,Sequence,0
:,:,s,,0
though,though,n,Concessive,0
soft,soft,s,SenseProperty,0
conscienc'd,conscienc'd,s,UNRECOGNIZED,0
men,men,s,PersonProperty,0
can,can,s,StandardsPos,0
be,be,s,StandardsPos,1
content,content,s,StandardsPos,2
to,to,s,,0
say,say,s,Citations,0
it,it,s,ProjectBack,0
was,was,s,ProjectBack,1
for,for,s,,0
his,his,s,PersonPronoun,0
Country,country,c,AbstractConcepts,0
",",",",s,,0
he,he,s,Intensity,0
did,did,s,Intensity,1
it,it,n,,0
to,to,s,,0
please,please,s,Positivity,0
his,his,s,PersonPronoun,0
Mother,mother,s,PersonProperty,0
and,and,s,,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
partly,partly,s,SubjectivePercept,0
proud,proud,c,StandardsPos,0
",",",",s,Aside,0
which,which,s,Aside,1
he,he,s,Aside,2
is,is,c,ReportingStates,0
",",",",s,,0
even,even,s,SubjectivePercept,0
to,to,s,,0
the,the,s,,0
altitude,altitude,n,SpaceRelation,0
of,of,s,SpaceRelation,1
his,his,s,PersonPronoun,0
virtue,virtue,nnn,StandardsPos,0
What,what,s,,0
he,he,s,PersonPronoun,0
cannot,cannot,s,Negativity,0
help,help,s,Negativity,1
in,in,s,Specifiers,0
his,his,s,Specifiers,1
Nature,nature,c,AbstractConcepts,0
",",",",s,,0
you,you,s,DirectAddress,0
account,account,s,AbstractConcepts,0
a,a,s,,0
Vice,vice,s,AbstractConcepts,0
in,in,s,,0
him,him,c,PersonPronoun,0
:,:,s,,0
You,you,s,Insist,0
must,must,s,Insist,1
in,in,s,DenyDisclaim,0
no,no,n,DenyDisclaim,1
way,way,s,DenyDisclaim,2
say,say,s,Citations,0
he,he,s,Updates,0
is,is,s,Updates,1
covetous,covetous,nnn,SubjectivePercept,0
If,if,s,Contingency,0
I,i,s,Insist,0
must,must,s,Insist,1
not,not,c,Insist,2
",",",",s,,0
I,i,s,Insist,0
need,need,s,Insist,1
not,not,s,Insist,2
be,be,s,ReportingStates,0
barren,barren,s,Negativity,0
of,of,s,Negativity,1
Accusations,accusations,s,StandardsNeg,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
faults,faults,s,StandardsNeg,0
(,(,c,,0
with,with,n,,0
surplus,surplus,c,AbstractConcepts,0
),),s,,0
to,to,s,,0
tire,tire,s,SenseObject,0
in,in,s,,0
repetition,repetition,nn,RecurringEvents,0
What,what,s,,0
showts,showts,s,UNRECOGNIZED,0
are,are,s,ReportingStates,0
these,these,c,Immediacy,0
?,?,s,Question,0
The,the,s,Specifiers,0
other,other,s,Specifiers,1
side,side,s,Specifiers,2
a,a,c,,0
',',s,,0
th,th,s,UNRECOGNIZED,0
City,city,s,CommonAuthorities,0
is,is,s,ReportingStates,0
risen,risen,c,ReportingEvents,0
:,:,s,Question,0
why,why,s,Question,1
stay,stay,s,TimeDuration,0
we,we,s,,0
prating,prating,n,Negativity,0
here,here,c,SpaceRelation,0
?,?,s,Question,0
To,to,s,,0
the,the,s,,0
Capitol,capitol,nnn,SenseObject,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
come,come,c,ReportingEvents,0
.,.,nnn,,0
Soft,soft,c,SenseProperty,0
",",",",s,,0
who,who,s,,0
comes,comes,s,SceneShift,0
here,here,c,SceneShift,1
?,?,nnn,Question,0
Worthy,worthy,s,StandardsPos,0
Menenius,menenius,s,UNRECOGNIZED,0
Agrippa,agrippa,c,UNRECOGNIZED,0
",",",",s,,0
one,one,s,Specifiers,0
that,that,s,Specifiers,1
has,has,s,RecurringEvents,0
always,always,s,RecurringEvents,1
loved,loved,s,Positivity,0
the,the,s,Positivity,1
people,people,c,PersonProperty,0
.,.,nnn,,0
He,he,s,Updates,0
Is,is,s,Updates,1
one,one,s,Numbers,0
honest,honest,s,StandardsPos,0
enough,enough,c,SubjectivePercept,0
",",",",s,,0
would,would,s,ProjectBack,0
all,all,s,Specifiers,0
the,the,s,Specifiers,1
rest,rest,s,Specifiers,2
were,were,s,ProjectBack,0
so,so,c,Intensity,0
.,.,nnn,Intensity,1
What,what,s,,0
work's,work's,s,,0
my,my,s,FirstPer,0
Countrymen,countrymen,s,PersonProperty,0
in,in,s,SpaceRelation,0
hand,hand,c,SpaceRelation,1
?,?,n,Question,0
Where,where,s,,0
go,go,s,ReportingEvents,0
you,you,s,DirectAddress,0
with,with,s,,0
Bats,bats,s,SenseObject,0
and,and,s,,0
Clubs,clubs,c,AbstractConcepts,0
?,?,s,Question,0
The,the,s,,0
matter,matter,n,AbstractConcepts,0
Speak,speak,s,ReportingEvents,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
you,you,c,DirectAddress,0
.,.,nn,,0
Our,our,s,Inclusive,0
business,business,s,AbstractConcepts,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
unknown,unknown,s,Uncertainty,0
to,to,s,,0
the,the,s,,0
Senate,senate,c,CommonAuthorities,0
",",",",s,,0
they,they,s,,0
have,have,s,Updates,0
had,had,s,Updates,1
inkling,inkling,s,PrivateThinking,0
this,this,s,,0
fortnight,fortnight,n,TimeDuration,0
what,what,s,,0
we,we,s,,0
intend,intend,s,ProjectAhead,0
to,to,s,ProjectAhead,1
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
with,with,s,,0
now,now,s,Immediacy,0
we,we,s,Metadiscourse,0
will,will,s,Metadiscourse,1
show,show,s,Metadiscourse,2
em,em,s,SpaceRelation,0
in,in,s,,0
deeds,deeds,c,AbstractConcepts,0
:,:,s,,0
they,they,s,Citations,0
say,say,s,Citations,1
poor,poor,s,Negativity,0
Suitors,suitors,s,PersonProperty,0
have,have,n,,0
strong,strong,s,Intensity,0
breaths,breaths,c,Motions,0
",",",",s,,0
they,they,s,,0
shall,shall,s,ProjectAhead,0
know,know,s,Confidence,0
we,we,s,Inclusive,0
have,have,s,Inclusive,1
strong,strong,s,SenseObject,0
arms,arms,s,SenseObject,1
too,too,nnn,,0
Why,why,s,Question,0
Masters,masters,c,StandardsPos,0
",",",",s,,0
my,my,s,FirstPer,0
good,good,s,StandardsPos,0
Friends,friends,c,StandardsPos,1
",",",",s,,0
mine,mine,s,FirstPer,0
honest,honest,s,StandardsPos,0
Neighbors,neighbors,c,PersonProperty,0
",",",",s,,0
will,will,s,PredictedFuture,0
you,you,s,DirectAddress,0
undo,undo,s,Transformation,0
your,your,n,DirectAddress,0
selves,selves,nnn,SubjectivePercept,0
We,we,s,Insist,0
cannot,cannot,s,Insist,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
we,we,s,ReportingStates,0
are,are,s,ReportingStates,1
undone,undone,s,Negativity,0
already,already,c,Updates,0
.,.,nnn,,0
I,i,s,FirstPer,0
tell,tell,s,DirectAddress,0
you,you,s,DirectAddress,1
Friends,friends,c,StandardsPos,0
",",",",s,,0
most,most,s,Comparison,0
charitable,charitable,s,StandardsPos,0
care,care,n,StandardsPos,0
Have,have,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Patricians,patricians,s,PersonProperty,0
of,of,s,DirectAddress,0
you,you,s,DirectAddress,1
for,for,s,DirectAddress,0
your,your,s,DirectAddress,1
wants,wants,c,PrivateThinking,0
.,.,n,,0
Your,your,s,DirectAddress,0
suffering,suffering,s,Negativity,0
in,in,s,,0
this,this,s,,0
dearth,dearth,c,Negativity,0
",",",",s,,0
you,you,s,DirectAddress,0
may,may,s,DirectAddress,1
as,as,s,,0
well,well,n,SenseObject,0
Strike,strike,s,Intensity,0
at,at,s,Intensity,1
the,the,s,,0
Heaven,heaven,s,Positivity,0
with,with,s,DirectAddress,0
your,your,s,DirectAddress,1
staves,staves,c,SenseObject,0
",",",",s,,0
as,as,s,,0
lift,lift,s,ReportingEvents,0
them,them,n,ReportingEvents,1
Against,against,s,Resistance,0
the,the,s,Resistance,1
Roman,roman,s,AbstractConcepts,0
State,state,c,,0
",",",",s,,0
whose,whose,s,PersonPronoun,0
course,course,s,AbstractConcepts,0
will,will,s,PredictedFuture,0
on,on,n,SceneShift,0
The,the,s,SceneShift,1
way,way,s,SceneShift,2
it,it,s,,0
takes,takes,c,ReportingEvents,0
:,:,s,,0
cracking,cracking,s,SenseProperty,0
ten,ten,s,Numbers,0
thousand,thousand,s,Numbers,1
Curbes,curbes,n,UNRECOGNIZED,0
Of,of,s,,0
more,more,s,Comparison,0
strong,strong,s,Intensity,0
link,link,s,AbstractConcepts,0
assunder,assunder,c,,0
",",",",s,,0
then,then,s,TimeShift,0
can,can,s,TimeShift,1
ever,ever,n,Biographical_Time,0
Appear,appear,s,SpaceRelation,0
in,in,s,SpaceRelation,1
your,your,s,DirectAddress,0
impediment,impediment,c,Resistance,0
.,.,s,,0
For,for,s,,0
the,the,s,,0
Dearth,dearth,c,Negativity,0
",",",",n,,0
The,the,s,,0
Gods,gods,c,CommonAuthorities,0
",",",",s,,0
not,not,s,DenyDisclaim,0
the,the,s,DenyDisclaim,1
Patricians,patricians,s,PersonProperty,0
make,make,s,ReportingEvents,0
it,it,c,ReportingEvents,1
",",",",s,,0
and,and,n,,0
Your,your,s,DirectAddress,0
knees,knees,s,SenseObject,0
to,to,s,,0
them,them,s,,0
(,(,c,,0
not,not,s,DenyDisclaim,0
arms,arms,c,SenseObject,0
),),s,,0
must,must,s,Insist,0
help,help,c,Positivity,0
.,.,s,,0
Alack,alack,c,Negativity,0
",",",",n,,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
transported,transported,s,SceneShift,0
by,by,s,,0
Calamity,calamity,n,Negativity,0
Thither,thither,c,SpaceRelation,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
more,more,s,Comparison,0
attends,attends,s,SpaceRelation,0
you,you,c,SpaceRelation,1
",",",",s,,0
and,and,s,,0
you,you,s,DirectAddress,0
slander,slander,n,Negative_Relation,0
The,the,s,,0
Helmes,helmes,s,UNRECOGNIZED,0
of,of,s,,0
th,th,s,UNRECOGNIZED,0
State,state,c,,0
;,;,s,,0
who,who,s,,0
care,care,s,Positivity,0
for,for,s,Positivity,1
you,you,s,DirectAddress,0
like,like,s,DirectAddress,1
Fathers,fathers,c,PersonProperty,0
",",",",n,,0
When,when,s,DirectAddress,0
you,you,s,DirectAddress,1
curse,curse,s,Negativity,0
them,them,c,Negativity,1
",",",",s,,0
as,as,s,,0
Enemies,enemies,c,Negativity,0
.,.,nn,,0
Care,care,s,Positivity,0
for,for,s,Positivity,1
us,us,c,Inclusive,0
?,?,s,Question,0
True,true,s,StandardsPos,0
indeed,indeed,c,Intensity,0
",",",",s,,0
they,they,s,,0
nere,nere,s,UNRECOGNIZED,0
cared,cared,s,Positivity,0
for,for,s,Positivity,1
us,us,s,Inclusive,0
yet,yet,c,SubjectiveTime,0
.,.,s,SubjectiveTime,1
Suffer,suffer,s,Negativity,0
us,us,s,Inclusive,0
to,to,s,,0
famish,famish,c,Negativity,0
",",",",s,,0
and,and,n,,0
their,their,s,PersonPronoun,0
Storehouses,storehouses,s,SenseObject,0
crammed,crammed,s,ReportingEvents,0
with,with,s,,0
Grain,grain,c,SenseObject,0
:,:,s,,0
Make,make,s,ReportingEvents,0
Edicts,edicts,s,CommonAuthorities,0
for,for,s,,0
Usury,usury,c,StandardsNeg,0
",",",",s,,0
to,to,s,ProjectAhead,0
support,support,n,ProjectAhead,1
Usurers,usurers,c,StandardsNeg,0
;,;,s,,0
repeal,repeal,s,CommonAuthorities,0
daily,daily,s,RecurringEvents,0
any,any,s,,0
wholesome,wholesome,s,StandardsPos,0
Act,act,s,,0
established,established,s,CommonAuthorities,0
against,against,s,Resistance,0
the,the,s,Resistance,1
rich,rich,c,Positivity,0
",",",",s,,0
and,and,n,,0
provide,provide,s,StandardsPos,0
more,more,s,Comparison,0
piercing,piercing,s,SenseProperty,0
Statutes,statutes,s,CommonAuthorities,0
daily,daily,c,RecurringEvents,0
",",",",s,,0
to,to,s,,0
chain,chain,s,SenseObject,0
up,up,s,,0
and,and,s,,0
restrain,restrain,s,Resistance,0
the,the,s,Resistance,1
poor,poor,c,Negativity,0
.,.,s,,0
If,if,n,Contingency,0
the,the,s,Contingency,1
Wars,wars,s,GenericEvents,0
eat,eat,s,ReportingEvents,0
us,us,s,Inclusive,0
not,not,s,DenyDisclaim,0
up,up,c,,0
",",",",s,,0
they,they,s,,0
will,will,c,PredictedFuture,0
;,;,s,,0
and,and,s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
all,all,s,Positivity,0
the,the,s,Positivity,1
love,love,s,Positivity,2
they,they,s,,0
bear,bear,s,SenseObject,0
us,us,nnn,Inclusive,0
Either,either,s,Metadiscourse,0
you,you,s,Insist,0
must,must,n,Insist,1
Confess,confess,s,Disclosure,0
your,your,s,DirectAddress,0
selves,selves,s,SubjectivePercept,0
wondrous,wondrous,s,Curiosity,0
Malicious,malicious,c,StandardsNeg,0
",",",",n,,0
Or,or,s,,0
be,be,s,ReportingStates,0
accused,accused,s,Negative_Relation,0
of,of,s,Negative_Relation,1
Folly,folly,c,StandardsNeg,0
.,.,s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
tell,tell,s,DirectAddress,0
you,you,n,DirectAddress,1
A,a,s,SubjectivePercept,0
pretty,pretty,s,SubjectivePercept,1
Tale,tale,c,LangRef,0
",",",",s,,0
it,it,s,Contingency,0
may,may,s,Contingency,1
be,be,s,Contingency,2
you,you,s,PriorKnowledge,0
have,have,s,PriorKnowledge,1
heard,heard,s,PriorKnowledge,2
it,it,c,,0
",",",",n,Resistance,0
But,but,s,Resistance,1
since,since,s,,0
it,it,s,,0
serves,serves,s,StandardsPos,0
my,my,s,StandardsPos,1
purpose,purpose,c,StandardsPos,2
",",",",s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
venture,venture,n,ProjectAhead,0
To,to,s,ProjectAhead,1
scale't,scale't,s,UNRECOGNIZED,0
a,a,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
more,more,c,Comparison,0
.,.,nn,OralCues,0
Well,well,c,OralCues,1
",",",",n,OralCues,2
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
hear,hear,s,SpaceRelation,0
it,it,s,,0
Sir,sir,c,PersonProperty,0
:,:,s,,0
yet,yet,s,Resistance,0
you,you,s,Insist,0
must,must,s,Insist,1
not,not,s,DenyDisclaim,0
think,think,n,DenyDisclaim,1
To,to,s,,0
fobbe,fobbe,s,UNRECOGNIZED,0
off,off,s,,0
our,our,s,Inclusive,0
disgrace,disgrace,s,StandardsNeg,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
tale,tale,c,LangRef,0
:,:,n,,0
But,but,s,Resistance,0
and't,and't,s,UNRECOGNIZED,0
please,please,s,Positivity,0
you,you,s,DirectAddress,0
deliver,deliver,c,ReportingEvents,0
.,.,nn,ProjectBack,0
There,there,s,ProjectBack,1
was,was,s,ProjectBack,2
a,a,s,TimeShift,0
time,time,c,TimeShift,1
",",",",s,,0
when,when,s,,0
all,all,s,Generalization,0
the,the,s,Generalization,1
bodies,bodies,s,SenseObject,0
members,members,n,AbstractConcepts,0
Rebelled,rebelled,s,Resistance,0
against,against,s,Resistance,1
the,the,s,,0
Belly,belly,c,SenseObject,0
;,;,s,,0
thus,thus,s,ReasonForward,0
accused,accused,s,Negative_Relation,0
it,it,c,,0
:,:,n,,0
That,that,s,,0
only,only,s,SubjectivePercept,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Gulf,gulf,s,SenseObject,0
it,it,s,Intensity,0
did,did,s,Intensity,1
remain,remain,n,TimeDuration,0
IN,in,s,,0
th,th,s,UNRECOGNIZED,0
amidst,amidst,s,SpaceRelation,0
a,a,s,,0
the,the,s,SenseObject,0
body,body,c,SenseObject,1
",",",",s,,0
idle,idle,s,SenseProperty,0
and,and,s,,0
inactive,inactive,c,AbstractConcepts,0
",",",",n,,0
Still,still,s,Updates,0
cubbording,cubbording,s,UNRECOGNIZED,0
the,the,s,,0
Viand,viand,c,SenseObject,0
",",",",s,,0
never,never,s,DenyDisclaim,0
bearing,bearing,n,AbstractConcepts,0
Like,like,s,SubjectivePercept,0
labor,labor,s,AbstractConcepts,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
rest,rest,c,,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
the,the,s,Specifiers,0
other,other,s,Specifiers,1
Instruments,instruments,n,AbstractConcepts,0
Did,did,s,ReportingEvents,0
see,see,c,,0
",",",",s,,0
and,and,s,,0
hear,hear,c,SpaceRelation,0
",",",",s,,0
devise,devise,c,PrivateThinking,0
",",",",s,,0
instruct,instruct,c,ReportingEvents,0
",",",",s,,0
walk,walk,c,Motions,0
",",",",s,,0
feel,feel,c,PrivateThinking,0
",",",",n,,0
And,and,s,,0
mutually,mutually,s,Inclusive,0
participate,participate,c,Inclusive,0
",",",",s,,0
did,did,s,ReportingEvents,0
minister,minister,n,CommonAuthorities,0
Unto,unto,s,CommonAuthorities,0
the,the,s,,0
appetite,appetite,c,SubjectivePercept,0
;,;,s,,0
and,and,s,,0
affection,affection,s,Positivity,0
common,common,n,AbstractConcepts,0
Of,of,s,,0
the,the,s,Specifiers,0
whole,whole,s,Specifiers,1
body,body,c,SenseObject,0
",",",",s,,0
the,the,s,,0
Belly,belly,s,SenseObject,0
answered,answered,c,ReportingStates,0
.,.,nn,ReportingStates,1
Well,well,s,SenseObject,0
sir,sir,c,PersonProperty,0
",",",",s,,0
what,what,s,,0
answer,answer,s,Specifiers,0
made,made,s,ReportingEvents,0
the,the,s,,0
Belly,belly,c,SenseObject,0
.,.,nnn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
tell,tell,s,DirectAddress,0
you,you,s,DirectAddress,1
with,with,s,Specifiers,0
a,a,s,Specifiers,1
kind,kind,s,Uncertainty,0
of,of,s,Uncertainty,1
Smile,smile,c,Positivity,0
",",",",n,Aside,0
Which,which,s,Aside,1
never,never,s,DenyDisclaim,0
came,came,s,SceneShift,0
from,from,s,SceneShift,1
the,the,s,SceneShift,2
Lungs,lungs,c,SenseObject,0
",",",",s,Resistance,0
but,but,s,Resistance,1
even,even,s,SubjectivePercept,0
thus,thus,c,ReasonForward,0
:,:,n,,0
For,for,s,,0
look,look,s,ReportingEvents,0
you,you,s,DirectAddress,0
I,i,s,FirstPer,0
may,may,s,Contingency,0
make,make,s,Contingency,1
the,the,s,,0
belly,belly,s,SenseObject,0
Smile,smile,c,Positivity,0
",",",",n,,0
As,as,s,Metadiscourse,0
well,well,s,Metadiscourse,1
as,as,s,Metadiscourse,2
speak,speak,c,ReportingEvents,0
",",",",s,,0
it,it,s,,0
taintingly,taintingly,s,UNRECOGNIZED,0
replied,replied,n,Repair_Citation,0
To,to,c,Repair_Citation,1
',',s,,0
the,the,s,,0
discontented,discontented,s,Negativity,0
Members,members,c,AbstractConcepts,0
",",",",s,,0
the,the,s,,0
mutinous,mutinous,s,Negativity,0
parts,parts,n,AbstractConcepts,0
That,that,s,,0
envied,envied,s,Negative_Relation,0
his,his,s,PersonPronoun,0
receite,receite,c,UNRECOGNIZED,0
:,:,s,,0
even,even,s,Resistance,0
so,so,s,Resistance,1
most,most,s,Comparison,0
fitly,fitly,c,StandardsPos,0
",",",",n,,0
As,as,s,DirectAddress,0
you,you,s,DirectAddress,1
malign,malign,s,StandardsNeg,0
our,our,s,Inclusive,0
Senators,senators,c,CommonAuthorities,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
that,that,n,,0
They,they,s,ReportingStates,0
are,are,s,ReportingStates,1
not,not,s,DenyDisclaim,0
such,such,s,Specifiers,0
as,as,s,Specifiers,1
you,you,c,DirectAddress,0
.,.,nn,,0
Your,your,s,DirectAddress,0
Bellies,bellies,s,Motions,0
answer,answer,c,Specifiers,0
:,:,s,Question,0
What,what,n,Question,1
