Drink,drink,s,Positivity,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
thought,thought,c,PrivateThinking,0
",",",",s,,0
they,they,s,,0
may,may,s,Contingency,0
be,be,s,Contingency,1
reconciled,reconciled,c,ReportingStates,0
.,.,nn,ReportingStates,1
It,it,s,,0
Is,is,s,ReportingStates,0
rather,rather,s,Resistance,0
wished,wished,c,ReportingStates,0
",",",",s,ReportingStates,1
for,for,s,Specifiers,0
such,such,c,Specifiers,1
",",",",s,,0
whose,whose,s,PersonPronoun,0
reason,reason,s,StandardsPos,0
does,does,s,ReportingEvents,0
direct,direct,s,ReportingEvents,0
their,their,s,ReportingEvents,1
thoughts,thoughts,s,PrivateThinking,0
without,without,n,Contingency,0
self,self,s,SubjectivePercept,0
flattery^,flattery^,s,UNRECOGNIZED,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
hope,hope,s,ProjectAhead,0
it,it,c,ProjectAhead,1
",",",",s,,0
Baldwin,baldwin,nn,UNRECOGNIZED,0
The,the,s,SenseObject,0
fires,fires,s,SenseObject,1
of,of,s,StandardsPos,0
Love,love,c,StandardsPos,1
",",",",s,Aside,0
which,which,s,Aside,1
the,the,s,Negativity,0
dead,dead,s,Negativity,1
Duke,duke,s,CommonAuthorities,0
believed,believed,n,PrivateThinking,0
His,his,s,PersonPronoun,0
equal,equal,s,Comparison,0
care,care,s,Positivity,0
of,of,s,Positivity,1
both,both,s,,0
would,would,s,Contingency,0
have,have,s,Contingency,1
united,united,c,Inclusive,0
",",",",n,,0
Ambition,ambition,s,ProjectAhead,0
has,has,s,,0
divided,divided,c,ReportingEvents,0
:,:,s,,0
and,and,s,ReportingStates,0
there,there,s,ReportingStates,1
are,are,n,ReportingStates,2
Too,too,s,Negativity,0
many,many,s,Negativity,1
on,on,s,,0
both,both,s,,0
parts,parts,c,AbstractConcepts,0
",",",",s,,0
that,that,s,,0
know,know,s,Confidence,0
they,they,s,,0
cannot,cannot,n,DenyDisclaim,0
Or,or,s,,0
rise,rise,s,Motions,0
to,to,s,,0
wealth,wealth,s,Positivity,0
or,or,s,,0
honor,honor,c,StandardsPos,0
",",",",s,,0
their,their,s,PersonPronoun,0
maine,maine,s,UNRECOGNIZED,0
ends,ends,c,Sequence,0
",",",",n,,0
Unless,unless,s,Contingency,0
the,the,s,,0
tempest,tempest,s,Negativity,0
of,of,s,,0
the,the,s,,0
Princes,princes,s,PersonProperty,0
fury,fury,n,Anger,0
Make,make,s,ReportingEvents,0
troubled,troubled,s,Negativity,0
seas,seas,c,SenseObject,0
",",",",s,,0
and,and,s,,0
those,those,s,,0
seas,seas,s,SenseObject,0
yield,yield,s,ReportingEvents,0
fit,fit,s,ReportingEvents,0
billows,billows,n,SenseProperty,0
In,in,s,Specifiers,0
their,their,s,Specifiers,1
bad,bad,s,Negativity,0
arts,arts,s,AbstractConcepts,0
to,to,s,,0
give,give,s,SubjectivePercept,0
way,way,s,SubjectivePercept,1
to,to,s,SubjectivePercept,2
a,a,s,,0
calm,calm,c,Positivity,0
",",",",n,Aside,0
Which,which,s,Aside,1
yiedling,yiedling,s,UNRECOGNIZED,0
rest,rest,s,,0
and,and,s,,0
good,good,c,,0
",",",",s,,0
prove,prove,s,Confidence,0
their,their,s,PersonPronoun,0
ruin,ruin,c,Negativity,0
",",",",n,,0
And,and,s,,0
in,in,s,,0
the,the,s,,0
shipwreck,shipwreck,s,Negativity,0
of,of,s,,0
their,their,s,PersonPronoun,0
hopes,hopes,s,Positivity,0
and,and,s,,0
fortunes,fortunes,c,ProjectAhead,0
",",",",n,,0
The,the,s,,0
Dukedom,dukedom,s,CommonAuthorities,0
might,might,s,Contingency,0
be,be,s,Contingency,1
saved,saved,c,ReportingStates,0
",",",",s,ReportingStates,1
had,had,s,ProjectBack,0
it,it,s,,0
but,but,s,Resistance,0
ten,ten,n,Numbers,0
That,that,s,,0
stood,stood,s,ReportingEvents,0
affected,affected,s,ReportingEvents,0
to,to,s,,0
the,the,s,CommonAuthorities,0
general,general,s,CommonAuthorities,1
good,good,c,,0
",",",",n,,0
With,with,s,Specifiers,0
that,that,s,Specifiers,1
confirmed,confirmed,s,Confidence,0
zeal,zeal,s,StandardsPos,0
which,which,s,,0
brave,brave,s,StandardsPos,0
Aubrey,aubrey,s,UNRECOGNIZED,0
does,does,c,ReportingEvents,0
.,.,nn,,0
He,he,s,Updates,0
is,is,s,Updates,1
indeed,indeed,s,Intensity,0
the,the,s,StandardsPos,0
perfect,perfect,s,StandardsPos,1
character,character,n,AbstractConcepts,0
Of,of,s,AbstractConcepts,1
a,a,s,AbstractConcepts,2
good,good,s,StandardsPos,0
man,man,c,StandardsPos,1
",",",",s,ReasonForward,0
and,and,s,ReasonForward,1
so,so,s,ReasonForward,2
his,his,s,PersonPronoun,0
actions,actions,s,GenericEvents,0
speak,speak,s,ReportingEvents,0
him,him,c,PersonPronoun,0
.,.,nn,Resistance,0
But,but,s,Resistance,1
did,did,s,DirectAddress,0
you,you,s,DirectAddress,1
observe,observe,s,Curiosity,0
the,the,s,Curiosity,1
many,many,s,,0
doubts,doubts,c,Uncertainty,0
",",",",s,,0
and,and,s,,0
c^ution^,c^ution^,n,UNRECOGNIZED,0
The,the,s,PersonProperty,0
brothers,brothers,s,PersonProperty,1
stood,stood,s,Confidence,0
upon,upon,s,Confidence,1
before,before,s,Sequence,0
they,they,s,Sequence,1
met,met,c,ReportingEvents,0
?,?,nn,Question,0
I,i,s,FirstPer,0
did,did,c,ReportingStates,0
;,;,s,ReportingStates,1
and,and,s,Resistance,0
yet,yet,c,Resistance,1
",",",",s,,0
that,that,s,,0
ever,ever,s,Biographical_Time,0
brother,brother,s,PersonProperty,0
should,should,n,Insist,0
Stand,stand,s,Insist,1
on,on,s,,0
more,more,s,Comparison,0
nice,nice,s,Positivity,0
terms,terms,c,AbstractConcepts,0
",",",",s,,0
than,than,s,Comparison,0
sworn,sworn,s,Negative_Relation,0
enemies,enemies,n,Negative_Relation,1
After,after,s,Sequence,0
a,a,s,Sequence,1
war,war,s,Sequence,2
proclaimed,proclaimed,c,ReportingStates,0
",",",",s,ReportingStates,1
would,would,s,ProjectBack,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
stranger,stranger,n,PersonProperty,0
Wrong,wrong,s,StandardsNeg,0
the,the,s,PersonProperty,0
reporters,reporters,s,PersonProperty,1
credit,credit,c,StandardsPos,0
;,;,s,,0
they,they,s,,0
saluted,saluted,n,ReportingEvents,0
At,at,s,,0
distance,distance,c,AbstractConcepts,0
;,;,s,,0
and,and,s,ReasonForward,0
so,so,s,ReasonForward,1
strong,strong,s,Intensity,0
was,was,s,ProjectBack,0
the,the,s,ProjectBack,1
suspicion,suspicion,n,Negativity,0
Each,each,s,Specifiers,0
had,had,s,ProjectBack,0
of,of,s,,0
other,other,c,Specifiers,0
",",",",s,,0
that,that,s,,0
before,before,s,Sequence,0
they,they,s,Sequence,1
durst,durst,n,SubjectivePercept,0
Embrace,embrace,c,Positivity,0
",",",",s,,0
they,they,s,,0
were,were,s,ProjectBack,0
by,by,s,,0
several,several,s,Specifiers,0
servants,servants,s,PersonProperty,0
searched,searched,c,ReportingStates,0
",",",",n,ReportingStates,1
As,as,s,,0
doubting,doubting,s,Uncertainty,0
concealed,concealed,s,ReportingEvents,0
weapons,weapons,c,AbstractConcepts,0
",",",",s,,0
antidotes,antidotes,n,StandardsPos,0
Taken,taken,s,ProjectBack,0
openly,openly,s,Disclosure,0
by,by,s,,0
both,both,c,,0
",",",",s,,0
fearing,fearing,s,Fear,0
the,the,s,SenseObject,0
room,room,n,SenseObject,1
Appointed,appointed,s,CommonAuthorities,0
for,for,s,,0
the,the,s,,0
enter-view,enter-view,s,UNRECOGNIZED,0
was,was,s,ProjectBack,0
poisoned,poisoned,c,StandardsNeg,0
",",",",n,,0
The,the,s,,0
chaires,chaires,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
cushions,cushions,c,SenseObject,0
",",",",s,,0
with,with,s,Resemblances,0
like,like,s,Resemblances,1
care,care,s,StandardsPos,0
survay'd,survay'd,c,UNRECOGNIZED,0
;,;,n,,0
And,and,s,,0
in,in,s,Specifiers,0
a,a,s,Specifiers,1
word,word,s,Specifiers,2
in,in,s,,0
every,every,s,Generalization,0
circumstance,circumstance,n,Contingency,0
So,so,s,,0
jealous,jealous,s,Negative_Relation,0
on,on,s,,0
both,both,s,,0
parts,parts,c,AbstractConcepts,0
",",",",s,,0
that,that,s,,0
it,it,s,,0
is,is,s,Comparison,0
more,more,n,Comparison,1
Than,than,s,Comparison,2
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
feared,feared,c,Fear,0
",",",",s,,0
Concord,concord,s,Positivity,0
can,can,s,Contingency,0
never,never,s,DenyDisclaim,0
join,join,n,ReportingEvents,0
Minds,minds,s,SubjectivePercept,0
so,so,s,,0
divided,divided,c,ReportingStates,0
.,.,nn,ReportingStates,1
Yet,yet,s,Resistance,0
our,our,s,StandardsPos,0
best,best,s,StandardsPos,1
endeavors,endeavors,n,ProjectAhead,0
Should,should,s,Insist,0
not,not,s,Insist,1
be,be,s,Insist,2
wanting,wanting,c,PrivateThinking,0
",",",",s,,0
Gisbert,gisbert,c,UNRECOGNIZED,0
.,.,nn,,0
Neither,neither,s,DenyDisclaim,0
shall,shall,s,ProjectAhead,0
they,they,c,,0
.,.,n,Resistance,0
But,but,s,Resistance,1
what,what,s,Question,0
are,are,s,Question,1
these,these,c,Immediacy,0
?,?,nn,Question,0
They,they,s,ReportingStates,0
are,are,s,ReportingStates,1
without,without,s,SubjectivePercept,0
my,my,s,SubjectivePercept,1
knowledge,knowledge,c,SubjectivePercept,2
;,;,n,Resistance,0
But,but,s,Resistance,1
by,by,s,,0
their,their,s,PersonPronoun,0
Manners,manners,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
Behaviors,behaviors,c,AbstractConcepts,0
",",",",n,,0
They,they,s,Insist,0
should,should,s,Insist,1
express,express,s,Citations,0
themselves,themselves,c,Citations,1
.,.,nn,,0
Since,since,s,,0
we,we,s,,0
serve,serve,s,ReportingEvents,0
Rol^o,rol^o,n,UNRECOGNIZED,0
The,the,s,PersonProperty,0
Elder,elder,s,PersonProperty,1
brother,brother,c,PersonProperty,0
",",",",s,,0
we^le,we^le,s,UNRECOGNIZED,0
be,be,s,ReportingStates,0
Rollians,rollians,c,UNRECOGNIZED,0
",",",",n,Future_Question,0
Who,who,s,Future_Question,1
will,will,s,Future_Question,2
maintain,maintain,s,TimeDuration,0
us,us,c,Inclusive,0
",",",",s,,0
l^ds,l^ds,c,UNRECOGNIZED,0
",",",",s,,0
as,as,s,,0
brave,brave,s,StandardsPos,0
as,as,s,,0
Romans,romans,c,,0
;,;,n,,0
You,you,s,DirectAddress,0
stand,stand,s,DirectAddress,1
for,for,s,DirectAddress,2
him,him,c,PersonPronoun,0
?,?,nn,Question,0
I,i,s,FirstPer,0
do,do,c,GenericEvents,0
.,.,nn,GenericEvents,1
Why,why,c,Question,0
",",",",s,,0
then,then,s,,0
observe,observe,n,ReportingEvents,0
How,how,s,Curiosity,0
much,much,s,Curiosity,1
the,the,s,Curiosity,2
business,business,c,AbstractConcepts,0
",",",",s,,0
your,your,s,DirectAddress,0
so,so,s,DirectAddress,1
longed,longed,s,ProjectAhead,0
for,for,s,ProjectAhead,1
business,business,c,AbstractConcepts,0
",",",",n,,0
By,by,s,,0
men,men,s,PersonProperty,0
that,that,s,Specifiers,0
are,are,s,Specifiers,1
named,named,s,ReportingEvents,0
from,from,s,,0
their,their,s,PersonPronoun,0
swords,swords,s,SenseObject,0
concerns,concerns,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,n,,0
Lechery,lechery,c,StandardsNeg,0
",",",",s,,0
our,our,s,Inclusive,0
common,common,s,Inclusive,1
friend,friend,c,StandardsPos,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
long,long,s,SenseProperty,0
kept,kept,s,TimeDuration,0
under,under,c,TimeDuration,1
",",",",n,,0
With,with,s,,0
whips,whips,c,Motions,0
",",",",s,,0
and,and,s,,0
beating,beating,s,Motions,0
fatal,fatal,s,Negativity,0
hemps,hemps,c,SenseObject,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
rise,rise,c,Motions,0
",",",",n,,0
And,and,s,,0
bawdery,bawdery,c,UNRECOGNIZED,0
",",",",s,,0
in,in,s,,0
a,a,s,,0
French-hood,french-hood,s,UNRECOGNIZED,0
plead,plead,c,SubjectivePercept,0
",",",",s,,0
before,before,s,SpaceRelation,0
her,her,n,SpaceRelation,1
Virginity,virginity,s,PersonProperty,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
catted,catted,c,ReportingEvents,0
.,.,nn,,0
Excellent,excellent,c,StandardsPos,0
!,!,nn,,0
And,and,s,,0
Hell,hell,s,Negativity,0
but,but,s,Resistance,0
grant,grant,c,CommonAuthorities,0
",",",",s,,0
the,the,s,,0
quarrel,quarrel,s,Negative_Relation,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
between,between,n,,0
The,the,s,,0
Princes,princes,s,PersonProperty,0
may,may,s,Contingency,0
continue,continue,c,Updates,0
",",",",s,,0
and,and,s,,0
the,the,s,,0
business,business,n,AbstractConcepts,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
of,of,s,,0
the,the,s,SenseObject,0
sword,sword,c,SenseObject,1
",",",",s,,0
t'outlast,t'outlast,s,UNRECOGNIZED,0
three,three,s,Numbers,0
suits,suits,s,SenseObject,0
in,in,s,CommonAuthorities,0
Law,law,c,CommonAuthorities,1
",",",",n,,0
And,and,s,,0
we,we,s,,0
will,will,s,PredictedFuture,0
make,make,s,ReportingEvents,0
Atturnies,atturnies,s,UNRECOGNIZED,0
lansprisadoes,lansprisadoes,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
our,our,s,Inclusive,0
brave,brave,s,StandardsPos,0
gown-men,gown-men,s,UNRECOGNIZED,0
practisers,practisers,s,UNRECOGNIZED,0
of,of,s,,0
back-sword,back-sword,c,SenseObject,0
;,;,n,,0
The,the,s,,0
pewter,pewter,s,SenseObject,0
of,of,s,Specifiers,0
all,all,s,Specifiers,1
Sergeants,sergeants,s,PersonProperty,0
maces,maces,s,SenseObject,0
shall,shall,n,ProjectAhead,0
Be,be,s,ProjectAhead,1
melted,melted,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
turned,turned,s,Transformation,0
into,into,s,Transformation,1
common,common,s,AbstractConcepts,0
flaggons,flaggons,c,UNRECOGNIZED,0
",",",",n,,0
In,in,s,Specifiers,0
which,which,s,Specifiers,1
it,it,s,ProjectAhead,0
shall,shall,s,ProjectAhead,1
be,be,s,ProjectAhead,2
lawful,lawful,s,StandardsPos,0
to,to,s,,0
carouse,carouse,n,SenseProperty,0
To,to,s,,0
their,their,s,PersonPronoun,0
most,most,s,Comparison,0
lousy,lousy,s,Negativity,0
fortunes,fortunes,c,ProjectAhead,0
.,.,nn,Immediacy,0
Here,here,s,Immediacy,1
Is,is,s,Immediacy,2
a,a,s,Immediacy,3
Statesman,statesman,c,PersonProperty,0
.,.,nn,,0
A,a,s,,0
creditor,creditor,s,PersonProperty,0
shall,shall,s,ProjectAhead,0
not^,not^,s,UNRECOGNIZED,0
dare,dare,c,SubjectivePercept,0
",",",",s,Resistance,0
but,but,s,Resistance,1
by,by,s,,0
petition,petition,c,AbstractConcepts,0
",",",",n,,0
To,to,s,,0
make,make,s,ReportingEvents,0
demand,demand,s,Intensity,0
of,of,s,,0
any,any,s,,0
dept,dept,c,AbstractConcepts,0
;,;,s,,0
and,and,s,,0
that,that,n,,0
Only,only,s,Exceptions,0
once,once,s,Exceptions,1
every,every,s,Generalization,0
leap-yeere,leap-yeere,c,UNRECOGNIZED,0
",",",",s,,0
in,in,s,Specifiers,0
which,which,c,Specifiers,1
",",",",s,,0
if,if,n,Contingency,0
The,the,s,Contingency,1
debtor,debtor,s,PersonProperty,0
may,may,s,Contingency,0
be,be,s,Contingency,1
won,won,s,Positivity,0
for,for,s,,0
a,a,s,,0
French,french,s,AbstractConcepts,0
crown,crown,n,SenseObject,0
To,to,s,,0
pay,pay,s,ReportingEvents,0
a,a,s,,0
Saulz,saulz,c,UNRECOGNIZED,0
",",",",s,,0
he,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
registered,registered,n,Narrative_Verbs,0
His,his,s,Narrative_Verbs,1
benefactor,benefactor,c,StandardsPos,0
.,.,nn,,0
The,the,s,,0
Chancellor,chancellor,s,CommonAuthorities,0
hears,hears,s,SpaceRelation,0
you,you,c,DirectAddress,0
.,.,nn,,0
Fear,fear,s,Fear,0
not,not,c,DenyDisclaim,0
",",",",s,,0
I,i,s,FirstPer,0
now,now,s,Immediacy,0
dare,dare,s,SubjectivePercept,0
speak,speak,s,ReportingEvents,0
as,as,s,Resemblances,0
loud,loud,s,Resemblances,1
as,as,s,Resemblances,2
he,he,c,PersonPronoun,0
",",",",n,,0
And,and,s,,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
heard,heard,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
have,have,s,Generalization,0
all,all,s,Generalization,1
I,i,s,FirstPer,0
speak,speak,c,ReportingEvents,0
",",",",s,,0
Law,law,c,AbstractConcepts,0
;,;,n,,0
Have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
no,no,s,DenyDisclaim,0
eyes,eyes,c,SenseObject,0
?,?,s,Question,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
reverence,reverence,s,StandardsPos,0
due,due,c,AbstractConcepts,0
",",",",n,,0
From,from,s,,0
children,children,s,PersonProperty,0
of,of,s,,0
the,the,s,SenseObject,0
Gown,gown,c,SenseObject,1
",",",",s,,0
to,to,s,,0
men,men,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
Action,action,c,CommonAuthorities,2
:,:,n,Question,0
How,how,s,Question,1
Is,is,s,ReportingStates,0
this,this,c,,0
?,?,nn,Question,0
Even,even,s,Resistance,0
so,so,c,Resistance,1
;,;,s,,0
the,the,s,TimeDuration,0
times,times,c,TimeDuration,1
",",",",s,,0
the,the,s,CommonAuthorities,0
times,times,s,CommonAuthorities,1
are,are,s,CommonAuthorities,2
changed,changed,n,CommonAuthorities,3
All,all,s,SubjectivePercept,0
business,business,s,SubjectivePercept,1
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
now,now,s,Immediacy,0
preferrd,preferrd,s,UNRECOGNIZED,0
in,in,s,,0
parchment,parchment,c,SenseObject,0
",",",",n,,0
Nor,nor,s,DenyDisclaim,0
shall,shall,s,ProjectAhead,0
a,a,s,,0
grant,grant,s,CommonAuthorities,0
pass,pass,s,ReportingEvents,0
that,that,s,,0
wants,wants,s,PrivateThinking,0
this,this,s,,0
broad,broad,s,AbstractConcepts,0
seal,seal,c,AbstractConcepts,1
;,;,n,,0
This,this,s,,0
seal,seal,s,SenseObject,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
see,see,c,,0
?,?,s,Question,0
your,your,s,DirectAddress,0
gravity,gravity,s,AbstractConcepts,0
once,once,s,TimeShift,0
laid,laid,n,ReportingEvents,0
My,my,s,FirstPer,0
head,head,s,SenseObject,0
and,and,s,,0
heels,heels,s,SenseObject,0
together,together,s,Inclusive,0
in,in,s,,0
the,the,s,,0
dungeon,dungeon,c,SenseObject,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
cracking,cracking,s,SenseProperty,0
a,a,s,,0
scall'd,scall'd,s,UNRECOGNIZED,0
officers,officers,s,PersonProperty,0
crown,crown,c,SenseObject,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
which,which,n,,0
A,a,s,TimeShift,0
time,time,s,TimeShift,1
is,is,s,ReportingStates,0
come,come,s,ReportingEvents,0
for,for,s,,0
vengeance,vengeance,c,Anger,0
",",",",s,,0
and,and,s,,0
expect,expect,s,ProjectAhead,0
it,it,c,,0
;,;,n,,0
For,for,s,,0
know,know,c,Confidence,0
",",",",s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
not,not,s,DenyDisclaim,0
full,full,s,,0
three,three,s,TimeDuration,0
hours,hours,s,TimeDuration,1
to,to,s,TimeDuration,2
live,live,c,,0
.,.,nn,,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
somewhat,somewhat,s,Uncertainty,0
longer,longer,c,Comparison,0
.,.,nn,,0
To,to,s,AbstractConcepts,0
what,what,s,AbstractConcepts,1
end,end,c,Sequence,0
?,?,nn,Question,0
To,to,s,,0
hang,hang,s,DirectAddress,0
you,you,c,DirectAddress,1
;,;,s,,0
think,think,s,PrivateThinking,0
on,on,s,,0
that,that,s,,0
Ruffian,ruffian,c,Negativity,0
.,.,nn,,0
For,for,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
schoolmaster,schoolmaster,c,PersonProperty,0
",",",",n,,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
a,a,s,DirectAddress,2
pretty,pretty,s,SubjectivePercept,0
daughter,daughter,c,PersonProperty,0
;,;,s,,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
see,see,c,,0
",",",",n,,0
Near,near,s,SpaceRelation,0
three,three,s,Numbers,0
a,a,s,SenseObject,0
clock,clock,c,SenseObject,1
",",",",s,,0
(,(,c,,0
by,by,s,TimeShift,0
which,which,s,TimeShift,1
time,time,s,TimeShift,2
I,i,s,FirstPer,0
much,much,s,Intensity,0
fear,fear,c,Fear,0
",",",",n,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be^yrd,be^yrd,s,UNRECOGNIZED,0
with,with,s,,0
kil^ing,kil^ing,s,UNRECOGNIZED,0
some,some,s,Uncertainty,0
five,five,s,Numbers,0
hundred,hundred,c,Numbers,1
),),n,,0
Provide,provide,s,StandardsPos,0
a,a,s,,0
bath,bath,c,Motions,0
",",",",s,,0
and,and,s,,0
her,her,s,PersonPronoun,0
to,to,s,,0
entertain,entertain,s,Positivity,0
me,me,c,FirstPer,0
",",",",n,,0
And,and,s,,0
that,that,s,,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
your,your,s,DirectAddress,0
ransom,ransom,c,Negativity,0
.,.,nn,,0
Impudent,impudent,s,StandardsNeg,0
Rascal,rascal,c,Negativity,0
.,.,nn,,0
More,more,s,Comparison,0
of,of,s,,0
the,the,s,,0
crew,crew,c,PersonProperty,0
.,.,nn,Question,0
What,what,s,Question,1
are,are,s,Question,2
you,you,c,DirectAddress,0
?,?,s,Question,0
Rollians,rollians,c,UNRECOGNIZED,0
?,?,nn,Question,0
No,no,c,DenyDisclaim,0
;,;,s,,0
this,this,s,,0
for,for,s,,0
Rollo,rollo,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,Generalization,0
all,all,s,Generalization,1
such,such,s,Specifiers,0
as,as,s,Specifiers,1
serve,serve,s,ReportingEvents,0
him,him,c,PersonPronoun,0
;,;,n,,0
We,we,s,Inclusive,0
stand,stand,s,Inclusive,1
for,for,s,Inclusive,2
Otto,otto,c,SenseObject,0
.,.,nn,,0
You,you,s,DirectAddress,0
seem,seem,s,Uncertainty,0
men,men,s,PersonProperty,0
of,of,s,PersonProperty,1
fashion,fashion,c,SenseObject,0
",",",",n,,0
And,and,s,,0
therefore,therefore,s,ReasonForward,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
deal,deal,s,,0
fairly,fairly,c,StandardsPos,0
",",",",s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
have,have,n,StandardsPos,0
The,the,s,StandardsPos,1
honor,honor,s,StandardsPos,2
this,this,s,Immediacy,0
day,day,s,Immediacy,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
chronicled,chronicled,n,Narrative_Verbs,0
The,the,s,Narrative_Verbs,1
first,first,s,Sequence,0
men,men,s,PersonProperty,0
killed,killed,s,ReportingEvents,0
by,by,s,,0
Grandpree,grandpree,c,UNRECOGNIZED,0
;,;,s,,0
you,you,s,DirectAddress,0
see,see,s,DirectAddress,1
this,this,s,,0
sword^,sword^,n,UNRECOGNIZED,0
A,a,s,SubjectivePercept,0
pretty,pretty,s,SubjectivePercept,1
foolish,foolish,s,Negativity,0
toy,toy,c,SenseObject,0
",",",",s,,0
my,my,s,FirstPer,0
valor's,valor's,s,UNRECOGNIZED,0
servant,servant,c,PersonProperty,0
",",",",n,,0
And,and,s,,0
I,i,s,FirstPer,0
may,may,s,Contingency,0
boldly,boldly,s,Confidence,0
say,say,s,Citations,0
a,a,s,Citations,1
