SInce,since,s,ReasonBackward,0
",",",",n,Resistance,0
But,but,s,Resistance,1
forced,forced,s,Resistance,0
to,to,s,Resistance,1
yield,yield,s,ReportingEvents,0
had,had,s,ProjectBack,0
fair,fair,s,StandardsPos,0
conditions,conditions,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
was,was,s,CommonAuthorities,0
declared,declared,s,CommonAuthorities,1
by,by,s,,0
the,the,s,Specifiers,0
whole,whole,s,Specifiers,1
state,state,s,,0
next,next,s,Sequence,0
heir,heir,n,PersonProperty,0
If,if,s,Contingency,0
the,the,s,Contingency,1
King,king,s,PersonProperty,0
wanted,wanted,s,ReportingEvents,0
issue,issue,c,AbstractConcepts,0
;,;,s,,0
our,our,s,Inclusive,0
hopes,hopes,s,Inclusive,1
only,only,n,SubjectivePercept,0
Thrived,thrived,s,StandardsPos,0
in,in,s,,0
this,this,s,,0
daughter,daughter,c,PersonProperty,0
.,.,nn,,0
Whom,whom,s,PersonPronoun,0
but,but,s,Exceptions,0
for,for,s,Exceptions,1
her,her,s,Positivity,0
smiles,smiles,n,Positivity,1
And,and,s,,0
hope,hope,s,ProjectAhead,0
of,of,s,ProjectAhead,1
marriage,marriage,s,CommonAuthorities,0
with,with,s,,0
Lasimachus,lasimachus,c,UNRECOGNIZED,0
",",",",n,,0
His,his,s,PersonPronoun,0
Father,father,s,PersonProperty,0
by,by,s,Uncertainty,0
some,some,s,Uncertainty,1
cunning,cunning,s,Negativity,0
had,had,s,ProjectBack,0
removed,removed,n,ReportingEvents,0
Ere,ere,s,ProjectBack,0
this,this,c,Immediacy,0
.,.,nn,Immediacy,1
Take,take,s,SubjectivePercept,0
heed,heed,c,SubjectivePercept,1
",",",",s,,0
the,the,s,SenseObject,0
Arras,arras,s,SenseObject,1
may,may,s,Contingency,0
have,have,s,Contingency,1
ears,ears,n,SenseObject,0
I,i,s,Insist,0
should,should,s,Insist,1
not,not,s,Insist,2
weep,weep,s,Sad,0
much,much,s,Intensity,0
if,if,s,Contingency,0
his,his,s,StandardsPos,0
grace,grace,s,StandardsPos,1
would,would,s,ProjectBack,0
hence,hence,n,ReasonForward,0
Remove,remove,s,SceneShift,0
to,to,s,SceneShift,1
Heaven,heaven,c,Positivity,0
.,.,nn,,0
I,i,s,FirstPer,0
prithee,prithee,s,DirectAddress,0
what,what,s,Future_Question,0
should,should,s,Future_Question,1
he,he,s,Future_Question,2
do,do,s,Intensity,0
there,there,c,,0
?,?,nnn,Question,0
Some,some,s,Uncertainty,0
Offices,offices,s,SenseObject,0
will,will,s,PredictedFuture,0
fall,fall,c,,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
the,the,s,SenseObject,0
sky,sky,s,SenseObject,1
too,too,c,Metadiscourse,0
",",",",s,Metadiscourse,1
ere,ere,s,ProjectBack,0
I,i,s,FirstPer,0
get,get,s,,0
one,one,s,Numbers,0
staire,staire,s,UNRECOGNIZED,0
higher,higher,n,Comparison,0
While,while,s,TimeDuration,0
hee^,hee^,s,UNRECOGNIZED,0
in,in,s,Motions,0
place,place,c,Motions,1
.,.,nn,,0
Lisander,lisander,c,UNRECOGNIZED,0
",",",",s,,0
Philocles,philocles,c,UNRECOGNIZED,0
",",",",n,,0
How,how,s,,0
looks,looks,s,ReportingEvents,0
the,the,s,TimeDuration,0
day,day,s,TimeDuration,1
upon,upon,s,Immediacy,0
us,us,c,Immediacy,1
?,?,s,Question,0
where,where,s,Question,0
is,is,s,Question,1
the,the,s,Question,2
Queen,queen,c,PersonProperty,0
?,?,nn,Question,0
In,in,s,Specifiers,0
her,her,s,Specifiers,1
bedchamber,bedchamber,c,SpaceRelation,0
.,.,nnn,Question,0
Who,who,s,Question,1
was,was,s,Question,2
with,with,s,,0
her,her,c,PersonPronoun,0
?,?,nnn,Question,0
None,none,s,DenyDisclaim,0
but,but,s,Resistance,0
the,the,s,,0
young,young,s,SenseProperty,0
Lord,lord,s,CommonAuthorities,0
Lisimachus,lisimachus,c,UNRECOGNIZED,0
.,.,nnn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
no,no,s,DenyDisclaim,0
treason,treason,n,StandardsNeg,0
If,if,s,Contingency,0
a,a,s,Contingency,1
man,man,s,PersonProperty,0
wish,wish,s,SubjectivePercept,0
himself,himself,s,PersonPronoun,0
a,a,s,,0
Courtier,courtier,n,PersonProperty,0
Of,of,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,Contingency,0
possibility,possibility,c,Contingency,1
:,:,s,,0
he,he,s,Neutral_Attribution,0
has,has,n,Neutral_Attribution,1
The,the,s,,0
mounting,mounting,s,Motions,0
fate,fate,c,SubjectivePercept,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
his,his,s,PersonPronoun,0
Father,father,s,PersonProperty,0
were,were,n,ProjectBack,0
Mounted,mounted,s,Motions,0
