GAllants,gallants,c,SubjectivePercept,0
.,.,n,,0
They,they,s,Updates,0
Will,will,s,Updates,1
join,join,s,Updates,2
the,the,s,AbstractConcepts,0
Force,force,s,AbstractConcepts,1
of,of,s,,0
Wit,wit,s,StandardsPos,0
to,to,s,,0
B^auty,b^auty,s,UNRECOGNIZED,0
no^,no^,c,UNRECOGNIZED,0
",",",",n,ReasonForward,0
And,and,s,ReasonForward,1
so,so,s,ReasonForward,2
maintain,maintain,s,TimeDuration,0
the,the,s,TimeDuration,1
right,right,s,,0
they,they,s,,0
have,have,s,,0
in,in,s,DirectAddress,0
you,you,c,DirectAddress,1
;,;,n,,0
If,if,s,Contingency,0
the,the,s,Contingency,1
vain,vain,s,Negativity,0
Sex,sex,s,AbstractConcepts,0
this,this,s,,0
privilege,privilege,s,SubjectivePercept,0
should,should,s,Insist,0
beast,beast,c,Negativity,0
",",",",n,,0
Past,past,s,AbstractConcepts,0
cure,cure,s,Positivity,0
of,of,s,,0
a,a,s,,0
declining,declining,s,Negativity,0
face,face,s,SenseObject,0
we,we,s,ReportingStates,0
are,are,s,ReportingStates,1
lost,lost,c,ReportingStates,0
.,.,n,ReportingStates,1
You,you,s,DirectAddress,0
Will,will,s,PredictedFuture,0
never,never,s,PredictedFuture,1
know,know,s,Confidence,0
the,the,s,Confidence,1
bliss,bliss,s,Positivity,0
of,of,s,,0
change,change,c,Transformation,0
",",",",s,,0
this,this,s,,0
Art,art,n,AbstractConcepts,0
Retrieves,retrieves,s,ReportingEvents,0
(,(,c,,0
when,when,s,,0
Beauty,beauty,s,StandardsPos,0
f^des,f^des,c,UNRECOGNIZED,0
),),c,,0
",",",",s,,0
the,the,s,SceneShift,0
wandering,wandering,s,SceneShift,1
heart,heart,c,SenseObject,0
",",",",n,,0
And,and,s,,0
though,though,s,Concessive,0
the,the,s,,0
Airy,airy,s,SenseProperty,0
Spirits,spirits,s,SubjectivePercept,0
move,move,s,Motions,0
no,no,s,DenyDisclaim,0
more,more,c,DenyDisclaim,1
",",",",n,DenyDisclaim,2
Wit,wit,s,StandardsPos,0
still,still,s,Updates,0
invites,invites,s,ReportingEvents,0
as,as,s,,0
beauty,beauty,s,StandardsPos,0
did,did,s,ReportingEvents,0
before,before,c,Sequence,0
.,.,n,,0
To,to,s,,0
day,day,s,TimeDuration,0
one,one,s,Specifiers,0
of,of,s,Specifiers,1
their,their,c,Specifiers,2
",",",",s,,0
par^y,par^y,s,UNRECOGNIZED,0
ventures,ventures,s,SceneShift,0
out,out,c,SceneShift,1
",",",",n,,0
Not,not,s,DenyDisclaim,0
with,with,s,,0
design,design,s,ProjectAhead,0
to,to,s,ProjectAhead,1
Conquer,conquer,c,ReportingEvents,0
",",",",s,Resistance,0
but,but,s,Resistance,1
to,to,s,,0
Scout,scout,c,PersonProperty,0
:,:,n,,0
Discourage,discourage,s,Negative_Relation,0
but,but,s,Resistance,0
this,this,s,,0
first,first,s,TimeDuration,0
attempt,attempt,c,TimeDuration,1
",",",",s,,0
and,and,s,Sequence,0
then,then,c,Sequence,1
",",",",n,,0
They,they,s,,0
Will,will,s,PredictedFuture,0
hardly,hardly,s,DenyDisclaim,0
dare,dare,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
sally,sally,s,PersonProperty,0
out,out,s,,0
again,again,c,RecurringEvents,0
.,.,n,,0
The,the,s,,0
Poetess,poetess,s,PersonProperty,0
too,too,c,Metadiscourse,0
",",",",s,Metadiscourse,1
they,they,s,Citations,0
say,say,c,Citations,1
",",",",s,,0
has,has,s,,0
spies,spies,s,Motions,0
abroad,abroad,c,SceneShift,0
.,.,n,DirectAddress,0
Which,which,s,DirectAddress,1
have,have,s,,0
disposed,disposed,s,SubjectivePercept,0
themselves,themselves,s,PersonPronoun,0
in,in,s,,0
every,every,s,Generalization,0
read,read,c,ReportingStates,0
",",",",n,ReportingStates,1
In,in,s,SpaceRelation,0
The,the,s,SpaceRelation,1
upper,upper,s,SpaceRelation,2
Box,box,c,SenseObject,0
",",",",s,,0
Pit,pit,c,SenseObject,0
",",",",s,,0
Gallerus,gallerus,c,UNRECOGNIZED,0
",",",",s,,0
every,every,s,Generalization,0
face,face,n,SenseObject,0
You,you,s,DirectAddress,0
find,find,s,,0
disguised,disguised,c,SubjectivePercept,0
",",",",s,,0
in,in,s,StandardsPos,0
a,a,s,StandardsPos,1
black,black,s,StandardsPos,2
Velvet,velvet,c,SenseProperty,0
.,.,s,,0
--,--,s,,0
Case,case,c,AbstractConcepts,0
.,.,n,,0
My,my,s,Autobio,0
life,life,s,Autobio,1
on,on,s,SpaceRelation,0
it,it,s,SpaceRelation,1
is,is,s,ReportingStates,0
her,her,s,ReportingStates,1
Spy,spy,s,Negativity,0
on,on,s,Negativity,0
purpose,purpose,s,Negativity,1
sent,sent,c,ReportingStates,0
",",",",n,ReportingStates,1
To,to,s,,0
hold,hold,s,,0
you,you,s,DirectAddress,0
n^a,n^a,s,UNRECOGNIZED,0
wan^on,wan^on,s,UNRECOGNIZED,0
Complemen^,complemen^,c,UNRECOGNIZED,0
;,;,n,,0
That,that,s,,0
so,so,s,DirectAddress,0
you,you,s,DirectAddress,1
may,may,s,Contingency,0
not,not,s,DenyDisclaim,0
censure,censure,s,,0
what,what,s,,0
she,she,s,Updates,0
is,is,s,Updates,1
writ,writ,c,CommonAuthorities,0
;,;,n,,0
Which,which,s,,0
done,done,c,ReportingStates,0
",",",",s,ReportingStates,1
they,they,s,,0
le,le,s,AbstractConcepts,0
face,face,s,SenseObject,0
you,you,s,DirectAddress,0
down,down,s,,0
',',c,,0
twas,twas,s,ProjectBack,0
full,full,s,Specifiers,0
of,of,s,Specifiers,1
wit,wit,c,StandardsPos,0
.,.,n,,0
Thus,thus,c,ReasonForward,0
",",",",s,,0
while,while,s,TimeDuration,0
some,some,s,Uncertainty,0
common,common,s,AbstractConcepts,0
prize,prize,s,Positivity,0
you,you,s,DirectAddress,0
hope,hope,s,ProjectAhead,0
to,to,s,ProjectAhead,1
win,win,n,ReportingEvents,0
You,you,s,DirectAddress,0
let,let,s,DirectAddress,1
the,the,s,,0
Tyrant,tyrant,s,Negative_Relation,0
Victor,victor,s,PersonProperty,0
enter,enter,s,Sequence,0
in,in,n,Sequence,1
I,i,s,Insist,0
beg,beg,s,Insist,1
to,to,s,,0
day,day,s,TimeDuration,0
you,you,s,DirectAddress,0
would,would,s,DirectAddress,1
lay,lay,s,ReportingEvents,0
that,that,s,,0
humor,humor,s,Positivity,0
by,by,c,,0
",",",",n,,0
Till,till,s,AbstractConcepts,0
you,you,s,DirectAddress,0
rencou^ter,rencou^ter,s,UNRECOGNIZED,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Nursery,nursery,c,SenseObject,0
;,;,n,,0
Where,where,s,SpaceRelation,0
they,they,s,SpaceRelation,1
like,like,s,SubjectivePercept,0
Sentinels,sentinels,s,PersonProperty,0
from,from,s,,0
Duty,duty,s,StandardsPos,0
free,free,c,AbstractConcepts,0
",",",",n,,0
May,may,s,Contingency,0
me^t,me^t,s,UNRECOGNIZED,0
and,and,s,,0
wanton,wanton,s,StandardsNeg,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
Enemy,enemy,c,Negativity,0
.,.,n,Question,0
How,how,s,Question,1
have,have,s,,0
thou,thou,s,DirectAddress,0
labored,labored,s,ReportingEvents,0
to,to,s,,0
subvert,subvert,s,Resistance,0
in,in,s,Negativity,0
vain,vain,c,Negativity,1
",",",",n,,0
What,what,s,Curiosity,0
one,one,s,Curiosity,1
poor,poor,s,Negativity,0
smile,smile,s,Positivity,0
of,of,s,,0
ours,ours,s,Inclusive,0
calls-home,calls-home,s,UNRECOGNIZED,0
again,again,c,RecurringEvents,0
;,;,n,,0
Can,can,s,Contingency,0
any,any,s,,0
see,see,s,Confidence,0
that,that,s,Confidence,1
glorious,glorious,s,Positivity,0
sight,sight,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
say,say,c,Citations,0
",",",",s,,0
[,[,c,,0
Woman,woman,s,PersonProperty,0
pointin,pointin,s,UNRECOGNIZED,0
to,to,s,,0
the,the,s,PersonProperty,0
Ladies,ladies,c,PersonProperty,1
.,.,n,,0
A,a,s,PersonProperty,0
Woman,woman,s,PersonProperty,1
shall'not,shall'not,s,UNRECOGNIZED,0
Victor,victor,s,PersonProperty,0
prove,prove,s,Confidence,0
to,to,s,Confidence,1
day,day,c,TimeDuration,0
:,:,n,Question,0
Who,who,s,Question,1
is,is,s,Question,0
it,it,s,Question,1
that,that,s,Question,2
to,to,s,,0
their,their,s,PersonPronoun,0
Beauty,beauty,s,StandardsPos,0
would,would,s,ProjectBack,0
submit,submit,c,ReportingEvents,0
",",",",n,,0
And,and,s,Resistance,0
yet,yet,s,Resistance,1
refuse,refuse,s,Resistance,0
the,the,s,Resistance,1
Fetters,fetters,s,Negativity,0
of,of,s,,0
their,their,s,PersonPronoun,0
Wit,wit,c,StandardsPos,0
.,.,n,,0
He,he,s,Citations,0
tells,tells,s,Citations,1
you,you,s,DirectAddress,0
tales,tales,s,LangRef,0
of,of,s,LangRef,1
Stratagems,stratagems,s,AbstractConcepts,0
and,and,s,,0
Spies,spies,c,Motions,0
;,;,n,,0
Can,can,s,Contingency,0
they,they,s,,0
need,need,s,Insist,0
Art,art,s,AbstractConcepts,0
that,that,s,,0
have,have,s,Intensity,0
such,such,s,Intensity,1
powerful,powerful,s,Positivity,0
eyes,eyes,c,SenseObject,0
?,?,n,Question,0
Believe,believe,s,PrivateThinking,0
me,me,c,FirstPer,0
",",",",s,,0
Gallants,gallants,c,SubjectivePercept,0
",",",",s,,0
he'as,he'as,s,UNRECOGNIZED,0
abused,abused,s,Negativity,0
you,you,s,DirectAddress,0
all,all,c,DirectAddress,1
;,;,n,,0
There,there,s,DenyDisclaim,0
Is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
a,a,s,DenyDisclaim,3
Vizard,vizard,s,SenseObject,0
in,in,s,Inclusive,0
our,our,s,Inclusive,1
whole,whole,s,,0
Cabal,cabal,c,Negativity,0
:,:,n,,0
Those,those,s,ReportingStates,0
are,are,s,ReportingStates,1
but,but,s,Resistance,0
Pickeroons,pickeroons,s,UNRECOGNIZED,0
that,that,s,,0
scour,scour,s,Motions,0
for,for,s,,0
prey,prey,c,SenseObject,0
",",",",n,,0
And,and,s,,0
catch,catch,s,ReportingEvents,0
up,up,s,ReportingEvents,1
all,all,s,SubjectivePercept,0
they,they,s,SubjectivePercept,1
meet,meet,s,SpaceRelation,0
with,with,s,SpaceRelation,1
in,in,s,Specifiers,0
their,their,s,Specifiers,1
way,way,c,AbstractConcepts,0
;,;,n,,0
Who,who,s,,0
can,can,s,Contingency,0
no,no,s,DenyDisclaim,0
Captives,captives,s,PersonProperty,0
take,take,c,ReportingEvents,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
all,all,s,SubjectivePercept,0
they,they,s,SubjectivePercept,1
do,do,c,GenericEvents,0
",",",",n,GenericEvents,1
Is,is,s,ReportingStates,0
pillage,pillage,s,Negativity,0
ye,ye,c,OralCues,0
",",",",s,,0
then,then,s,,0
gladly,gladly,s,Positivity,0
let,let,s,DirectAddress,0
you,you,s,DirectAddress,1
go,go,c,DirectAddress,2
;,;,n,,0
Ours,ours,s,Inclusive,0
scorn,scorn,s,Negative_Relation,0
the,the,s,Negative_Relation,1
petty,petty,s,Negativity,0
spoils,spoils,c,Negativity,0
",",",",s,,0
and,and,s,,0
do,do,s,Intensity,0
prefer,prefer,c,PrivateThinking,0
",",",",n,,0
The,the,s,,0
Glory,glory,c,StandardsPos,0
",",",",s,,0
not,not,s,DenyDisclaim,0
the,the,s,DenyDisclaim,1
Interest,interest,s,AbstractConcepts,0
of,of,s,,0
the,the,s,,0
War,war,c,GenericEvents,0
:,:,n,,0
But,but,s,Resistance,0
yet,yet,s,Resistance,0
our,our,s,Inclusive,0
Forces,forces,s,,0
shall,shall,s,ProjectAhead,0
obliging,obliging,s,CommonAuthorities,0
prove,prove,c,Confidence,0
;,;,n,,0
Imposing,imposing,s,SubjectivePercept,0
naught,naught,s,Negativity,0
but,but,s,Resistance,0
constancy,constancy,s,StandardsPos,0
in,in,s,Positivity,0
love,love,c,Positivity,1
",",",",n,,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
all,all,s,Inclusive,0
our,our,s,Inclusive,1
Aim,aim,c,ProjectAhead,0
",",",",s,TimeDuration,0
and,and,s,TimeDuration,1
when,when,s,TimeDuration,2
we,we,s,Inclusive,0
have,have,s,Inclusive,1
it,it,s,,0
too,too,c,Metadiscourse,0
",",",",n,Metadiscourse,1
We'll,we'll,s,ProjectAhead,0
sacrifice,sacrifice,s,StandardsPos,0
it,it,s,Generalization,0
all,all,s,Generalization,1
to,to,s,,0
pleasure,pleasure,s,Positivity,0
you,you,c,DirectAddress,0
.,.,nn,Question,0
HOW,how,s,Question,1
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
now,now,s,Immediacy,0
divide,divide,s,ReportingEvents,0
my,my,s,FirstPer,0
Gratitude,gratitude,c,Positivity,0
;,;,n,,0
Between,between,s,,0
a,a,s,PersonProperty,0
Son,son,c,PersonProperty,1
",",",",s,,0
and,and,s,,0
one,one,s,Specifiers,0
that,that,s,Specifiers,1
has,has,s,,0
obliged,obliged,s,Responsibility,0
me,me,c,FirstPer,0
",",",",n,,0
Beyond,beyond,s,SpaceRelation,0
the,the,s,SpaceRelation,1
common,common,s,AbstractConcepts,0
duty,duty,s,StandardsPos,0
of,of,s,,0
a,a,s,,0
subject,subject,c,LangRef,0
:,:,nn,,0
Believe,believe,s,PrivateThinking,0
me,me,c,FirstPer,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
he,he,s,PersonPronoun,0
merits,merits,s,StandardsPos,0
all,all,s,DirectAddress,0
your,your,s,DirectAddress,1
Bounty,bounty,c,StandardsPos,0
;,;,n,,0
I,i,s,FirstPer,0
only,only,s,SubjectivePercept,0
took,took,s,ReportingEvents,0
Example,example,s,AbstractConcepts,0
by,by,s,CommonAuthorities,0
his,his,s,CommonAuthorities,1
Actions,actions,c,CommonAuthorities,2
;,;,n,,0
And,and,s,Generalization,0
all,all,s,Generalization,1
the,the,s,,0
part,part,s,,0
o'th,o'th,s,UNRECOGNIZED,0
victory,victory,s,Positivity,0
which,which,s,,0
I,i,s,FirstPer,0
gained,gained,c,ReportingStates,0
",",",",n,ReportingStates,1
Was,was,s,ProjectBack,0
but,but,s,ProjectBack,1
derived,derived,s,ReportingEvents,0
from,from,s,ReportingEvents,1
him,him,c,ReportingEvents,2
.,.,nn,,0
Brave,brave,s,StandardsPos,0
youth,youth,c,AbstractConcepts,0
",",",",s,,0
whose,whose,s,PersonPronoun,0
Infant-years,infant-years,s,UNRECOGNIZED,0
did,did,s,ReportingEvents,0
bring,bring,s,,0
us,us,s,Inclusive,0
Conquests,conquests,c,Intensity,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
as,as,s,,0
thou,thou,s,DirectAddress,0
grew'st,grew'st,s,UNRECOGNIZED,0
to,to,s,,0
man,man,c,PersonProperty,0
",",",",s,,0
thou,thou,s,DirectAddress,0
grew'st,grew'st,s,UNRECOGNIZED,0
in,in,s,StandardsPos,0
glory,glory,c,StandardsPos,1
",",",",n,,0
And,and,s,,0
had,had,s,ProjectBack,0
arrived,arrived,s,ReportingEvents,0
to,to,s,,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
pitch,pitch,s,Motions,0
of,of,s,,0
it,it,c,,0
;,;,n,,0
As,as,s,Generalization,0
all,all,s,Generalization,1
the,the,s,,0
slothful,slothful,s,SenseProperty,0
youth,youth,s,AbstractConcepts,0
that,that,s,,0
shall,shall,s,ProjectAhead,0
succeed,succeed,s,StandardsPos,0
thee,thee,c,DirectAddress,0
",",",",n,,0
Shall,shall,s,ProjectAhead,0
mete,mete,s,ReportingEvents,0
reproaches,reproaches,s,Anger,0
of,of,s,,0
thy,thy,s,DirectAddress,0
early,early,s,SubjectiveTime,0
Actions,actions,c,GenericEvents,0
;,;,n,,0
When,when,s,,0
men,men,s,PersonProperty,0
shall,shall,s,ProjectAhead,0
say,say,c,Citations,0
",",",",s,,0
thus,thus,s,ReasonForward,0
did,did,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
brave,brave,s,StandardsPos,0
Alcippus,alcippus,c,UNRECOGNIZED,0
;,;,n,,0
And,and,s,,0
that,that,s,,0
great,great,s,CommonAuthorities,0
Name,name,s,CommonAuthorities,1
shall,shall,s,ProjectAhead,0
every,every,s,Generalization,0
soul,soul,s,Disclosure,0
inspire,inspire,c,StandardsPos,0
",",",",n,,0
With,with,s,,0
Emulation,emulation,c,Resemblances,0
",",",",s,,0
to,to,s,,0
arrive,arrive,s,SceneShift,0
at,at,s,SceneShift,1
something,something,c,Uncertainty,0
",",",",n,,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
worthy,worthy,s,StandardsPos,0
thy,thy,s,DirectAddress,0
Example,example,c,AbstractConcepts,0
.,.,nn,,0
I,i,s,Insist,0
must,must,s,Insist,1
confess,confess,s,Insist,2
I,i,s,Autobio,0
had,had,s,Autobio,1
the,the,s,,0
Honor,honor,c,StandardsPos,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",n,,0
To,to,s,,0
lead,lead,s,Sequence,0
on,on,s,Sequence,1
twenty,twenty,s,Numbers,0
thousand,thousand,s,Numbers,1
fighting,fighting,s,Resistance,0
men,men,c,PersonProperty,0
",",",",n,,0
Whom,whom,s,PersonPronoun,0
Fortune,fortune,s,ProjectAhead,0
gave,gave,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
glory,glory,s,StandardsPos,0
of,of,s,TimeDuration,0
the,the,s,TimeDuration,1
day,day,s,TimeDuration,2
to,to,c,,0
.,.,n,,0
I,i,s,FirstPer,0
only,only,s,SubjectivePercept,0
bade,bade,s,Narrative_Verbs,0
them,them,s,Narrative_Verbs,1
fight,fight,c,Resistance,0
",",",",s,,0
and,and,s,,0
they,they,s,,0
obeyed,obeyed,s,CommonAuthorities,0
me,me,c,FirstPer,0
;,;,n,Resistance,0
But,but,s,Resistance,1
',',c,,0
twas,twas,s,ProjectBack,0
my,my,s,FirstPer,0
Prince,prince,s,PersonProperty,0
that,that,s,,0
taught,taught,s,Narrative_Verbs,0
them,them,s,Narrative_Verbs,1
how,how,s,Curiosity,0
to,to,s,Curiosity,1
do,do,s,Intensity,0
so,so,c,Intensity,1
;,;,nn,,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
believe,believe,s,PrivateThinking,0
Phillander,phillander,s,UNRECOGNIZED,0
wants,wants,s,PrivateThinking,0
no,no,s,DenyDisclaim,0
courage,courage,c,StandardsPos,0
;,;,n,Resistance,0
But,but,s,Resistance,1
what,what,s,Resistance,2
he,he,s,Intensity,0
did,did,s,Intensity,1
was,was,s,ProjectBack,0
to,to,s,ProjectAhead,0
preserve,preserve,s,ProjectAhead,1
his,his,s,SubjectivePercept,0
own,own,c,SubjectivePercept,1
.,.,n,Resistance,0
But,but,s,Resistance,1
thine,thine,s,UNRECOGNIZED,0
the,the,s,,0
pure,pure,s,StandardsPos,0
effects,effects,s,Consequence,0
of,of,s,Consequence,1
highest,highest,s,Comparison,0
valor,valor,c,StandardsPos,0
;,;,n,,0
For,for,s,Specifiers,0
which,which,c,Specifiers,1
",",",",s,,0
if,if,s,Contingency,0
ought,ought,s,Insist,0
below,below,s,AbstractConcepts,0
my,my,s,FirstPer,0
Crown,crown,s,SenseObject,0
can,can,s,Contingency,0
recompense,recompense,c,RecurringEvents,0
;,;,n,,0
Name,name,s,LangRef,0
it,it,c,,0
",",",",s,,0
and,and,s,,0
take,take,s,Responsibility,0
it,it,c,Responsibility,1
",",",",s,,0
as,as,s,,0
the,the,s,,0
price,price,s,AbstractConcepts,0
of,of,s,,0
it,it,c,,0
",",",",nn,,0
The,the,s,,0
Duty,duty,s,StandardsPos,0
which,which,s,Inclusive,0
we,we,s,Inclusive,1
pay,pay,s,DirectAddress,0
your,your,s,DirectAddress,1
Majesty,majesty,n,CommonAuthorities,0
Ought,ought,s,Insist,0
to,to,s,Insist,1
be,be,s,ReportingStates,0
such,such,c,Intensity,0
",",",",s,,0
as,as,s,,0
what,what,s,,0
we,we,s,,0
pay,pay,s,ReportingEvents,0
the,the,s,,0
Gods,gods,c,CommonAuthorities,0
;,;,n,,0
Which,which,s,,0
always,always,s,SubjectiveTime,0
bears,bears,s,SenseObject,0
its,its,s,,0
recompense,recompense,s,RecurringEvents,0
about,about,s,,0
it,it,c,,0
.,.,nn,Resistance,0
Yet,yet,s,Resistance,1
suffer,suffer,s,Negativity,0
me,me,s,FirstPer,0
to,to,s,,0
make,make,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
some,some,s,Uncertainty,0
return,return,c,RecurringEvents,0
",",",",n,Concessive,0
Though,though,s,Concessive,1
not,not,s,DenyDisclaim,0
for,for,s,,0
thee,thee,c,DirectAddress,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
to,to,s,,0
encourage,encourage,s,Positivity,0
Bravery,bravery,c,StandardsPos,0
.,.,n,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
thy,thy,s,DirectAddress,0
soul,soul,s,Disclosure,0
is,is,s,Positivity,0
generous,generous,s,Positivity,1
enough,enough,c,SubjectivePercept,0
",",",",n,,0
To,to,s,,0
think,think,s,Citations,0
a,a,s,Citations,1
glorious,glorious,s,Positivity,0
act,act,s,,0
rewards,rewards,s,Positivity,0
it,it,s,,0
self,self,c,SubjectivePercept,0
.,.,n,Resistance,0
But,but,s,Resistance,1
those,those,s,Specifiers,0
who,who,s,Specifiers,1
understand,understand,s,PrivateThinking,0
not,not,s,DenyDisclaim,0
so,so,s,DenyDisclaim,1
much,much,s,DenyDisclaim,2
virtue,virtue,c,StandardsPos,0
",",",",n,,0
Will,will,s,PredictedFuture,0
call,call,s,ReportingEvents,0
it,it,s,ReportingEvents,1
my,my,s,FirstPer,0
neglect,neglect,s,Negativity,0
and,and,s,,0
want,want,s,ProjectAhead,0
of,of,s,,0
gratitude,gratitude,c,Positivity,0
;,;,n,,0
In,in,s,,0
this,this,s,,0
thy,thy,s,DirectAddress,0
modesty,modesty,s,SubjectivePercept,0
will,will,s,PredictedFuture,0
wrong,wrong,s,StandardsNeg,0
thy,thy,s,DirectAddress,0
King,king,c,PersonProperty,0
.,.,nn,,0
By,by,s,,0
this,this,s,,0
pause,pause,s,TimeDuration,0
you,you,s,DirectAddress,0
seem,seem,s,Uncertainty,0
to,to,s,,0
doubt,doubt,n,Uncertainty,0
My,my,s,FirstPer,0
Power,power,s,AbstractConcepts,0
or,or,s,PredictedFuture,0
Will,will,c,PredictedFuture,1
",",",",s,,0
in,in,s,,0
both,both,s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
too,too,s,,0
blame,blame,c,Anger,0
.,.,nn,,0
Your,your,s,DirectAddress,0
pardon,pardon,s,Positivity,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,Autobio,0
never,never,s,Autobio,1
had,had,s,ProjectBack,0
a,a,s,PrivateThinking,0
thought,thought,n,PrivateThinking,1
That,that,s,PrivateThinking,2
could,could,s,Contingency,0
be,be,s,Contingency,1
guilty,guilty,s,Negative_Relation,0
of,of,s,Negative_Relation,1
so,so,s,Positivity,0
great,great,s,Positivity,1
a,a,s,,0
sin,sin,c,StandardsNeg,0
",",",",n,,0
That,that,s,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
capable,capable,s,StandardsPos,0
to,to,s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
service,service,c,StandardsPos,0
",",",",n,ProjectBack,0
Was,was,s,ProjectBack,1
the,the,s,ProjectBack,2
most,most,s,Comparison,0
grateful,grateful,s,Positivity,0
bounty,bounty,s,StandardsPos,0
Heaven,heaven,s,Positivity,0
allowed,allowed,s,ReportingEvents,0
