TEll,tell,s,Citations,0
rock,rock,s,SenseObject,0
whereon,whereon,n,CommonAuthorities,0
Thy,thy,s,DirectAddress,0
so,so,s,Intensity,0
much,much,s,Intensity,1
boasted,boasted,s,ReportingEvents,0
faith,faith,s,StandardsPos,0
must,must,s,Insist,0
find,find,s,,0
its,its,s,,0
Tomb,tomb,c,SenseObject,0
.,.,nn,,0
Oh,oh,s,OralCues,0
heavens,heavens,c,Positivity,0
",",",",s,,0
how,how,s,,0
handsomely,handsomely,s,Positivity,0
she,she,s,Biographical_Time,0
would,would,s,Biographical_Time,1
surprise,surprise,s,PrivateThinking,0
me,me,n,FirstPer,0
And,and,s,,0
ravish,ravish,s,Intensity,0
that,that,s,,0
from,from,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
her,her,s,SubjectivePercept,0
self,self,s,SubjectivePercept,1
would,would,s,Contingency,0
have,have,c,Contingency,1
!,!,n,,0
I,i,s,FirstPer,0
without,without,s,Confidence,0
doubt,doubt,s,Confidence,1
she,she,s,PersonPronoun,0
loves,loves,s,Positivity,0
him,him,c,PersonPronoun,0
;,;,s,,0
and,and,s,,0
I,i,s,FirstPer,0
know,know,n,Confidence,0
She,she,s,Neutral_Attribution,0
speaks,speaks,s,Neutral_Attribution,1
more,more,s,Comparison,0
for,for,s,Comparison,1
herself,herself,s,PersonPronoun,0
then,then,s,,0
for,for,s,,0
the,the,s,SenseObject,0
King,king,c,SenseObject,1
:,:,n,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
if,if,s,Contingency,0
Roder,roder,s,UNRECOGNIZED,0
go,go,s,ReportingEvents,0
leave,leave,s,,0
Cimena,cimena,n,UNRECOGNIZED,0
To,to,s,,0
give,give,s,,0
his,his,s,PersonPronoun,0
heart,heart,s,SenseObject,0
unto,unto,s,CommonAuthorities,0
a,a,s,,0
nobler,nobler,s,Comparison,0
love,love,c,Positivity,0
",",",",n,,0
You,you,s,Insist,0
shall,shall,s,Insist,1
perceive,perceive,s,PrivateThinking,0
that,that,s,PrivateThinking,1
she,she,s,Updates,0
is,is,s,Updates,1
one,one,s,Numbers,0
can,can,s,Fear,0
suffer,suffer,n,Fear,1
With,with,s,,0
as,as,s,Comparison,0
much,much,s,Comparison,1
ease,ease,s,Reassure,0
his,his,s,PersonPronoun,0
lightness,lightness,c,AbstractConcepts,0
",",",",s,,0
as,as,s,,0
his,his,s,PersonPronoun,0
absence,absence,c,Negativity,0
.,.,nn,Resistance,0
But,but,s,Resistance,1
since,since,s,,0
thou,thou,s,DirectAddress,0
have,have,s,ReportingEvents,0
the,the,s,ReportingEvents,1
very,very,s,Intensity,0
same,same,s,Intensity,1
advantage,advantage,n,StandardsPos,0
Serve,serve,s,ReportingEvents,0
thy,thy,s,DirectAddress,0
self,self,s,SubjectivePercept,0
of,of,s,,0
it,it,c,,0
",",",",s,,0
and,and,s,,0
as,as,s,,0
his,his,s,PersonPronoun,0
great,great,s,StandardsPos,0
honors,honors,n,StandardsPos,1
Alter,alter,s,ReportingEvents,0
his,his,s,PersonPronoun,0
passions,passions,c,SubjectivePercept,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
let,let,s,ReportingEvents,0
thine,thine,s,UNRECOGNIZED,0
Cimena,cimena,n,UNRECOGNIZED,0
Take,take,s,ReportingEvents,0
the,the,s,ReportingEvents,1
same,same,s,Comparison,0
flight,flight,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
think,think,s,PrivateThinking,0
thou,thou,s,DirectAddress,0
shall,shall,n,ProjectAhead,0
For,for,s,Specifiers,0
that,that,c,Specifiers,1
",",",",s,,0
be,be,s,ReportingStates,0
called,called,s,ReportingEvents,0
inconstant,inconstant,s,StandardsNeg,0
or,or,s,,0
less,less,s,Comparison,0
faithful,faithful,c,StandardsPos,0
",",",",n,,0
Or,or,s,,0
that,that,s,,0
thy,thy,s,DirectAddress,0
change,change,s,Transformation,0
should,should,s,Insist,0
stick,stick,s,ReportingEvents,0
a,a,s,ReportingEvents,1
crime,crime,s,StandardsNeg,0
upon,upon,s,,0
thee,thee,c,DirectAddress,0
",",",",n,,0
The,the,s,SubjectivePercept,0
wills,wills,s,SubjectivePercept,1
of,of,s,,0
Kings,kings,s,PersonProperty,0
can,can,s,Contingency,0
render,render,s,ReportingEvents,0
all,all,s,SubjectivePercept,0
things,things,s,SubjectivePercept,1
lawful,lawful,c,StandardsPos,0
.,.,n,Metadiscourse,0
Besides,besides,s,Metadiscourse,1
thy,thy,s,DirectAddress,0
fathers,fathers,s,PersonProperty,0
death,death,s,Negativity,0
may,may,s,Contingency,0
well,well,s,Contingency,1
excuse,excuse,s,StandardsPos,0
thee,thee,c,DirectAddress,0
",",",",n,,0
And,and,s,,0
I,i,s,Autobio,0
remember,remember,s,Autobio,1
with,with,s,,0
how,how,s,OpenQuery,0
much,much,s,OpenQuery,1
constraint,constraint,n,Resistance,0
Thou,thou,s,DirectAddress,0
made,made,s,Promise,0
a,a,s,Promise,1
promise,promise,s,Promise,2
of,of,s,,0
thy,thy,s,DirectAddress,0
love,love,s,Positivity,0
to,to,s,Positivity,1
him,him,n,PersonPronoun,0
Which,which,s,,0
was,was,s,ProjectBack,0
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
then,then,s,Sequence,0
hope,hope,c,Sequence,1
;,;,s,,0
the,the,s,SenseObject,0
King,king,s,SenseObject,1
has,has,s,ReportingEvents,0
power,power,n,ReportingEvents,1
To,to,s,,0
cancel,cancel,s,Resistance,0
that,that,c,,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
must,must,s,Insist,0
thy,thy,s,DirectAddress,0
virtue,virtue,s,StandardsPos,0
suffer,suffer,n,Negativity,0
So,so,s,Positivity,0
great,great,s,Positivity,1
a,a,s,,0
stain,stain,s,SenseObject,0
as,as,s,Specifiers,0
to,to,s,Specifiers,1
prefer,prefer,s,PrivateThinking,0
the,the,s,PersonProperty,0
man,man,n,PersonProperty,1
Who,who,s,,0
killed,killed,s,ReportingEvents,0
thy,thy,s,DirectAddress,0
father,father,s,Positivity,0
to,to,s,Positivity,1
the,the,s,SenseObject,0
King,king,c,SenseObject,1
.,.,nn,Resistance,0
But,but,s,Resistance,1
Madam,madam,c,PersonProperty,0
.,.,n,,0
You,you,s,DirectAddress,0
know,know,s,DirectAddress,1
how,how,s,,0
strong,strong,s,Intensity,0
a,a,s,,0
conflict,conflict,s,Negativity,0
I,i,s,Autobio,0
had,had,s,Autobio,1
in,in,s,,0
me,me,n,FirstPer,0
Before,before,s,Sequence,0
I,i,s,FirstPer,0
gave,gave,s,SubjectivePercept,0
consent,consent,c,SubjectivePercept,1
",",",",s,,0
whilst,whilst,s,TimeDuration,0
his,his,s,PersonPronoun,0
great,great,s,Intensity,0
love,love,n,Positivity,0
Did,did,s,ReportingEvents,0
less,less,s,Comparison,0
then,then,s,,0
my,my,s,FirstPer,0
obedience,obedience,c,CommonAuthorities,0
",",",",s,,0
I,i,s,FirstPer,0
resisted,resisted,n,ReportingEvents,0
Yill,yill,s,SenseObject,0
in,in,s,,0
the,the,s,Sequence,0
end,end,s,Sequence,1
I,i,s,FirstPer,0
saw,saw,s,,0
I,i,s,Insist,0
must,must,s,Insist,1
obey,obey,n,CommonAuthorities,0
What,what,s,,0
the,the,s,SenseObject,0
King,king,s,SenseObject,1
willed,willed,c,SubjectivePercept,0
",",",",s,,0
he,he,s,PersonPronoun,0
faid,faid,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,Insist,0
must,must,s,Insist,1
forget,forget,n,Negativity,0
His,his,s,Negativity,1
Crime,crime,s,StandardsNeg,0
and,and,s,,0
my,my,s,FirstPer,0
revenge,revenge,c,Resistance,0
:,:,s,,0
your,your,s,DirectAddress,0
father,father,s,PersonProperty,0
Madam,madam,n,PersonProperty,0
Gave,gave,s,ReportingEvents,0
me,me,s,ReportingEvents,1
into,into,s,Transformation,0
his,his,s,Transformation,1
hands,hands,c,SenseObject,0
",",",",s,,0
and,and,s,ReasonForward,0
since,since,s,ReasonForward,1
I,i,s,SelfDisclosure,0
am,am,n,SelfDisclosure,1
His,his,s,PersonPronoun,0
prisoner,prisoner,c,Negativity,0
*,*,s,,0
the,the,s,Comparison,0
same,same,s,Comparison,1
bonds,bonds,s,AbstractConcepts,0
shall,shall,s,ProjectAhead,0
end,end,s,Fear,0
my,my,s,Fear,1
life,life,n,Fear,2
And,and,s,,0
fortune,fortune,s,ProjectAhead,0
both,both,s,,0
at,at,s,Immediacy,0
once,once,c,Immediacy,1
.,.,nn,Resistance,0
But,but,s,Resistance,1
hear,hear,s,SpaceRelation,0
my,my,s,Support,0
reasons,reasons,c,Support,1
.,.,nn,,0
To,to,s,AbstractConcepts,0
what,what,s,AbstractConcepts,1
purpose,purpose,c,ProjectAhead,0
.,.,n,Future_Question,0
Should,should,s,Future_Question,1
we,we,s,Future_Question,2
dispute,dispute,s,Resistance,0
of,of,s,Curiosity,0
what,what,s,Curiosity,1
is,is,s,ReportingStates,0
resolved,resolved,s,ReportingEvents,0
already,already,c,Updates,0
?,?,nn,Question,0
Well,well,s,SenseObject,0
you,you,s,DirectReasoning,0
may,may,s,DirectReasoning,1
think,think,s,DirectReasoning,2
of,of,s,,0
it,it,s,,0
at,at,s,,0
better,better,s,Comparison,0
leisure,leisure,c,AbstractConcepts,0
.,.,nn,,0
Yes,yes,c,DirectAddress,0
:,:,s,,0
and,and,s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
the,the,s,Confidence,1
object,object,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
my,my,s,FirstPer,0
Choice,choice,c,SubjectivePercept,0
:,:,n,,0
If,if,s,Contingency,0
the,the,s,Contingency,1
Cids,cids,s,UNRECOGNIZED,0
glory,glory,s,StandardsPos,0
do,do,s,Intensity,0
put,put,s,Motions,0
out,out,s,Motions,1
his,his,s,Motions,2
flame,flame,c,SenseObject,0
;,;,n,,0
And,and,s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
great,great,s,Intensity,0
luster,luster,s,SenseProperty,0
quench,quench,s,ReportingEvents,0
the,the,s,SenseProperty,0
heat,heat,s,SenseProperty,1
of,of,s,SenseProperty,2
this,this,n,,0
I,i,s,Insist,0
shall,shall,s,Insist,1
not,not,s,Insist,2
stay,stay,s,TimeDuration,0
the,the,s,TimeDuration,1
progress,progress,s,StandardsPos,0
of,of,s,,0
his,his,s,PersonPronoun,0
fortune,fortune,c,ProjectAhead,0
",",",",n,,0
Let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
be,be,s,ReportingStates,0
on,on,s,CommonAuthorities,0
a,a,s,CommonAuthorities,1
Throne,throne,c,CommonAuthorities,2
",",",",s,,0
me,me,s,FirstPer,0
in,in,s,,0
my,my,s,FirstPer,0
grave,grave,c,Negativity,0
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
if,if,s,Contingency,0
this,this,s,,0
head,head,s,SenseObject,0
must,must,s,Insist,0
ever,ever,s,Biographical_Time,0
wear,wear,s,CommonAuthorities,0
a,a,s,CommonAuthorities,1
Crown,crown,n,CommonAuthorities,2
From,from,s,,0
none,none,s,DenyDisclaim,0
but,but,s,Resistance,0
Cid,cid,s,OralCues,0
himself,himself,s,PersonPronoun,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
accept,accept,s,StandardsPos,0
it,it,c,,0
.,.,n,Resistance,0
But,but,s,Resistance,1
what,what,s,Question,0
is,is,s,Question,1
the,the,s,Question,2
reason,reason,s,ReasonForward,0
that,that,s,ReasonForward,1
he,he,s,Citations,0
writes,writes,s,Citations,1
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
me,me,c,FirstPer,0
?,?,n,Question,0
I,i,s,Autobio,0
had,had,s,Autobio,1
some,some,s,Uncertainty,0
letters,letters,s,SenseObject,0
from,from,s,,0
him,him,s,PersonPronoun,0
at,at,s,TimeShift,0
the,the,s,TimeShift,1
first,first,c,TimeShift,2
",",",",n,,0
When,when,s,,0
the,the,s,Comparison,0
same,same,s,Comparison,1
hand,hand,s,SenseObject,0
which,which,s,,0
was,was,s,ProjectBack,0
bedewd,bedewd,s,UNRECOGNIZED,0
in,in,s,SenseProperty,0
blood,blood,n,SenseProperty,1
Dried,dried,s,SenseProperty,0
up,up,s,SenseProperty,1
my,my,s,Sad,0
tears,tears,c,Sad,1
",",",",s,Resistance,0
but,but,s,Resistance,1
yet,yet,s,Resistance,0
(,(,c,,0
alas,alas,c,Negativity,0
),),s,,0
I,i,s,Fear,0
fear,fear,n,Fear,1
Least,least,s,Comparison,0
distance,distance,s,SpaceRelation,0
of,of,s,SpaceRelation,1
our,our,s,Inclusive,0
eyes,eyes,s,SenseObject,0
estrange,estrange,s,Negative_Relation,0
our,our,s,Inclusive,0
hearts,hearts,c,SenseObject,0
:,:,n,,0
For,for,s,,0
of,of,s,Immediacy,0
late,late,s,Immediacy,1
(,(,c,,0
save,save,s,StandardsPos,0
the,the,s,StandardsPos,1
conquest,conquest,s,Intensity,0
of,of,s,,0
the,the,s,,0
Rebels,rebels,c,Resistance,0
),),n,,0
I,i,s,SenseProperty,0
can,can,s,SenseProperty,1
hear,hear,s,SenseProperty,2
nothing,nothing,s,DenyDisclaim,0
from,from,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
he,he,s,PersonPronoun,0
destroys,destroys,n,Negativity,0
His,his,s,Negative_Relation,0
enemies,enemies,s,Negative_Relation,1
and,and,s,,0
my,my,s,FirstPer,0
hopes,hopes,s,Positivity,0
both,both,s,,0
at,at,s,Biographical_Time,0
one,one,s,Biographical_Time,1
time,time,c,Biographical_Time,2
",",",",n,,0
His,his,s,PersonPronoun,0
glory,glory,s,StandardsPos,0
makes,makes,s,Cause,0
him,him,s,Cause,1
to,to,s,Cause,2
forget,forget,s,Negativity,0
his,his,s,Negativity,1
duty,duty,c,StandardsPos,0
;,;,n,Resistance,0
But,but,s,Resistance,1
yet,yet,s,Resistance,0
dear,dear,s,Positivity,0
heart,heart,s,Positivity,1
excuse,excuse,s,StandardsPos,0
my,my,s,FirstPer,0
sad,sad,s,Sad,0
complaint,complaint,n,Negative_Relation,0
True,true,s,Positivity,0
love,love,s,Positivity,1
was,was,s,ProjectBack,0
never,never,s,DenyDisclaim,0
yet,yet,s,Resistance,0
without,without,s,Contingency,0
some,some,s,Uncertainty,0
fear,fear,n,Fear,0
Thou,thou,s,DirectAddress,0
can,can,s,Contingency,0
not,not,s,Contingency,1
be,be,s,Contingency,2
so,so,s,,0
generous,generous,s,StandardsPos,0
and,and,s,,0
inconstant,inconstant,c,StandardsNeg,0
",",",",n,,0
And,and,s,,0
