Among,among,s,,0
been,been,s,ProjectBack,0
borne,borne,s,ReportingEvents,0
in,in,s,Specifiers,0
the,the,s,Specifiers,1
midst,midst,s,Specifiers,2
of,of,s,,0
laurels,laurels,c,StandardsPos,0
.,.,n,,0
His,his,s,PersonPronoun,0
fathers,fathers,s,PersonProperty,0
valor,valor,c,StandardsPos,0
",",",",s,,0
in,in,s,Biographical_Time,0
his,his,s,Biographical_Time,1
time,time,c,Biographical_Time,2
",",",",s,,0
unequalled,unequalled,c,StandardsPos,0
",",",",n,,0
(,(,c,,0
Whilst,whilst,s,TimeDuration,0
his,his,s,PersonPronoun,0
strength,strength,s,AbstractConcepts,0
lasted,lasted,c,TimeDuration,0
),),s,,0
was,was,s,ProjectBack,0
a,a,s,ProjectBack,1
prodigy,prodigy,c,Positivity,0
.,.,n,,0
The,the,s,,0
furrows,furrows,s,SenseObject,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
forehead,forehead,s,SenseObject,0
seem,seem,s,PrivateThinking,0
to,to,s,PrivateThinking,1
be,be,n,PrivateThinking,2
The,the,s,,0
ingravements,ingravements,s,UNRECOGNIZED,0
of,of,s,,0
his,his,s,PersonPronoun,0
noble,noble,s,StandardsPos,0
actions,actions,c,GenericEvents,0
",",",",n,,0
And,and,s,,0
Roderigo's,roderigo's,s,UNRECOGNIZED,0
person,person,s,PersonProperty,0
seems,seems,s,PrivateThinking,0
to,to,s,PrivateThinking,1
promise,promise,n,ProjectAhead,0
The,the,s,ProjectAhead,1
virtues,virtues,s,StandardsPos,0
of,of,s,,0
his,his,s,PersonPronoun,0
father,father,c,PersonProperty,0
.,.,s,,0
In,in,s,Metadiscourse,0
conclusion,conclusion,c,Metadiscourse,1
",",",",n,Metadiscourse,2
My,my,s,Autobio,0
daughter,daughter,s,Autobio,1
if,if,s,Contingency,0
she,she,s,Contingency,1
love,love,s,Positivity,0
him,him,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
please,please,s,Positivity,0
me,me,c,FirstPer,0
;,;,n,,0
Go,go,s,ReportingEvents,0
entertain,entertain,s,Positivity,0
her,her,s,PersonPronoun,0
with,with,s,AbstractConcepts,0
it,it,c,AbstractConcepts,1
",",",",s,Resistance,0
but,but,s,Resistance,1
be,be,s,DirectAddress,0
sure,sure,n,DirectAddress,1
You,you,s,DirectAddress,2
hide,hide,s,ReportingEvents,0
m,m,c,LangRef,0
',',s,,0
intentions,intentions,c,PrivateThinking,0
",",",",s,,0
and,and,s,,0
discover,discover,s,Curiosity,0
hers,hers,c,Curiosity,1
",",",",n,,0
At,at,s,,0
my,my,s,FirstPer,0
return,return,s,RecurringEvents,0
we,we,s,,0
will,will,s,PredictedFuture,0
speak,speak,s,Citations,0
of,of,s,Citations,1
it,it,s,,0
together,together,c,Inclusive,0
",",",",n,,0
Time,time,s,,0
calls,calls,s,ReportingEvents,0
me,me,s,FirstPer,0
now,now,s,Immediacy,0
to,to,s,,0
wait,wait,s,ProjectAhead,0
upon,upon,s,,0
the,the,s,,0
Council,council,c,CommonAuthorities,0
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
the,the,s,SenseObject,0
King,king,s,SenseObject,1
means,means,s,ProjectAhead,0
to,to,s,ProjectAhead,1
choose,choose,s,ReportingEvents,0
a,a,s,CommonAuthorities,0
Governor,governor,n,CommonAuthorities,1
Unto,unto,s,CommonAuthorities,0
the,the,s,,0
Prince,prince,s,PersonProperty,0
his,his,s,Biographical_Time,0
son,son,c,Biographical_Time,1
",",",",s,Biographical_Time,2
or,or,s,,0
rather,rather,s,Resistance,0
seat,seat,s,SenseObject,0
me,me,n,FirstPer,0
In,in,s,Specifiers,0
that,that,s,Specifiers,1
high,high,s,CommonAuthorities,0
place,place,s,CommonAuthorities,1
of,of,s,StandardsPos,0
honor,honor,c,StandardsPos,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
my,my,s,FirstPer,0
merits,merits,n,StandardsPos,0
Forbid,forbid,s,Resistance,0
me,me,s,FirstPer,0
to,to,s,,0
expect,expect,s,ProjectAhead,0
an,an,s,Resistance,0
opposition,opposition,c,Resistance,1
.,.,nn,Question,0
HOw,how,s,Question,1
welcome,welcome,s,Positivity,0
news,news,s,Updates,0
will,will,s,PredictedFuture,0
this,this,s,,0
be,be,s,Intensity,0
to,to,s,Intensity,1
our,our,s,Inclusive,0
lovers,lovers,c,Positivity,0
?,?,n,Question,0
How,how,s,,0
fortune,fortune,s,ProjectAhead,0
has,has,s,,0
provided,provided,c,ReportingStates,0
",",",",s,ReportingStates,1
that,that,s,Generalization,0
all,all,s,Generalization,1
things,things,n,Uncertainty,0
Should,should,s,Insist,0
sort,sort,s,AbstractConcepts,0
to,to,s,,0
their,their,s,PersonPronoun,0
contentment,contentment,c,Positivity,0
?,?,nn,Question,0
How,how,s,Updates,0
now,now,s,Updates,1
Elvira,elvira,c,UNRECOGNIZED,0
?,?,n,Question,0
What,what,s,,0
in,in,s,Metadiscourse,0
conclusion,conclusion,s,Metadiscourse,1
must,must,s,Insist,0
I,i,s,SelfDisclosure,0
hope,hope,s,SelfDisclosure,1
or,or,s,,0
fear,fear,c,Fear,0
?,?,n,Question,0
What,what,s,Insist,0
must,must,s,Insist,1
become,become,s,Transformation,0
of,of,s,Transformation,1
me,me,c,FirstPer,0
?,?,s,Question,0
what,what,s,,0
says,says,s,Citations,0
my,my,s,Autobio,0
father,father,c,Autobio,1
?,?,nn,Question,0
Only,only,s,SubjectivePercept,0
two,two,s,Numbers,0
words,words,c,LangRef,0
",",",",s,,0
enough,enough,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
charm,charm,s,Positivity,0
your,your,s,DirectAddress,0
senses,senses,c,AbstractConcepts,0
",",",",n,,0
You,you,s,Confront,0
cannot,cannot,s,Confront,1
love,love,s,Positivity,0
Roderigo,roderigo,c,UNRECOGNIZED,0
",",",",s,,0
more,more,s,Comparison,0
than,than,s,Comparison,1
he,he,n,PersonPronoun,0
Does,does,s,ReportingEvents,0
value,value,s,StandardsPos,0
him,him,c,PersonPronoun,0
.,.,nn,,0
Prithee,prithee,s,DirectAddress,0
speak,speak,s,ReportingEvents,0
truth,truth,s,StandardsPos,0
Elvira,elvira,c,UNRECOGNIZED,0
",",",",n,,0
The,the,s,Negativity,0
excess,excess,s,Negativity,1
of,of,s,Negativity,2
this,this,s,,0
my,my,s,FirstPer,0
happiness,happiness,s,Positivity,0
does,does,s,ReportingEvents,0
stagger,stagger,n,Motions,0
My,my,s,FirstPer,0
faith,faith,s,StandardsPos,0
in,in,s,StandardsPos,1
it,it,c,,0
;,;,s,Question,0
may,may,s,Question,1
I,i,s,SelfDisclosure,0
believe,believe,s,SelfDisclosure,1
thy,thy,s,DirectAddress,0
words,words,c,LangRef,0
?,?,nn,Question,0
Nay,nay,s,OralCues,0
he,he,s,PersonPronoun,0
went,went,s,Comparison,0
farther,farther,c,Comparison,1
",",",",s,,0
he,he,s,PersonPronoun,0
approves,approves,s,CommonAuthorities,0
his,his,s,PersonPronoun,0
love,love,c,Positivity,0
",",",",n,,0
And,and,s,,0
will,will,s,PredictedFuture,0
command,command,s,CommonAuthorities,0
you,you,s,DirectAddress,0
meet,meet,s,SpaceRelation,0
with,with,s,SpaceRelation,1
his,his,s,Positivity,0
desires,desires,c,Positivity,1
",",",",n,,0
This,this,s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
find,find,s,,0
',',c,,0
soone,soone,s,UNRECOGNIZED,0
as,as,s,,0
the,the,s,,0
Council,council,s,CommonAuthorities,0
rises,rises,c,Motions,0
",",",",n,,0
And,and,s,,0
that,that,s,,0
Don,don,s,PersonProperty,0
Diego,diego,s,UNRECOGNIZED,0
meeting,meeting,s,GenericEvents,0
time,time,c,,0
",",",",s,,0
and,and,s,,0
place,place,n,SpaceRelation,0
Fit,fit,s,StandardsPos,0
for,for,s,StandardsPos,1
his,his,s,StandardsPos,2
purpose,purpose,c,ProjectAhead,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
propose,propose,s,Citations,0
the,the,s,Citations,1
business,business,c,AbstractConcepts,0
;,;,n,,0
Fear,fear,s,Fear,0
not,not,s,DenyDisclaim,0
but,but,s,Resistance,0
your,your,s,Disclosure,0
desires,desires,s,Disclosure,1
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
contented,contented,c,Positivity,0
.,.,nn,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
tell,tell,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
yet,yet,s,Resistance,0
me,me,s,FirstPer,0
thinks,thinks,s,PrivateThinking,0
my,my,s,SelfDisclosure,0
soul,soul,n,SelfDisclosure,1
Does,does,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
receive,receive,s,ReportingEvents,0
this,this,s,,0
joy,joy,c,Positivity,0
;,;,s,Resistance,0
but,but,s,Resistance,1
all,all,s,,0
confounded,confounded,n,ReportingEvents,0
Expects,expects,s,ProjectAhead,0
what,what,s,,0
moment,moment,s,Immediacy,0
will,will,s,Metadiscourse,0
present,present,s,Metadiscourse,1
to,to,s,SelfDisclosure,0
me,me,n,SelfDisclosure,1
A,a,s,,0
diverse,diverse,s,AbstractConcepts,0
face,face,s,SenseObject,0
from,from,s,,0
this,this,s,,0
my,my,s,FirstPer,0
happiness,happiness,c,Positivity,0
",",",",n,,0
And,and,s,,0
cross,cross,s,SpaceRelation,0
my,my,s,FirstPer,0
present,present,s,,0
fortune,fortune,c,ProjectAhead,0
.,.,nn,,0
You,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
find,find,n,,0
This,this,s,,0
fear,fear,s,Fear,0
of,of,s,Fear,1
yours,yours,s,DirectAddress,0
most,most,s,Comparison,0
happily,happily,s,Positivity,0
deceived,deceived,c,ReportingStates,0
.,.,nn,ReportingStates,1
Well,well,c,OralCues,0
",",",",s,OralCues,1
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
go,go,s,ReportingEvents,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
and,and,s,,0
attend,attend,s,SpaceRelation,0
the,the,s,SpaceRelation,1
issue,issue,c,AbstractConcepts,0
.,.,nn,Imperative,0
Go,go,s,Imperative,1
boy,boy,c,PersonProperty,0
",",",",s,,0
look,look,s,SpaceRelation,0
out,out,s,SpaceRelation,1
Cimena,cimena,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
from,from,s,SelfDisclosure,0
me,me,n,SelfDisclosure,1
Tell,tell,s,,0
her,her,c,PersonPronoun,0
",",",",s,,0
her,her,s,PersonPronoun,0
presence,presence,s,AbstractConcepts,0
was,was,s,ProjectBack,0
expected,expected,s,ProjectAhead,0
sooner,sooner,c,Comparison,0
",",",",n,,0
My,my,s,FirstPer,0
friendship,friendship,s,Positivity,0
must,must,s,Insist,0
complain,complain,s,Negative_Relation,0
of,of,s,Negative_Relation,1
this,this,s,,0
her,her,s,PersonPronoun,0
sloth,sloth,c,Negativity,0
.,.,nn,,0
I,i,s,FirstPer,0
perceive,perceive,c,PrivateThinking,0
",",",",s,,0
Madame,madame,c,PersonProperty,0
",",",",s,,0
that,that,s,Generalization,0
all,all,s,Generalization,1
days,days,s,TimeDuration,0
alike,alike,n,Inclusive,0
You,you,s,DirectAddress,0
',',c,,0
re,re,s,,0
sad,sad,s,Sad,0
and,and,s,,0
pensive,pensive,c,PrivateThinking,0
",",",",s,,0
and,and,s,,0
the,the,s,Comparison,0
same,same,s,Comparison,1
desire,desire,n,Positivity,0
To,to,s,Positivity,1
know,know,s,Confidence,0
how,how,s,Confidence,1
her,her,s,PersonPronoun,0
love,love,s,Positivity,0
goes,goes,c,ReportingEvents,0
",",",",s,,0
still,still,s,Updates,0
presses,presses,s,Insist,0
you,you,c,Insist,1
.,.,nn,Future_Question,0
How,how,s,Future_Question,1
should,should,s,Future_Question,2
it,it,s,,0
not,not,c,DenyDisclaim,0
?,?,s,Question,0
when,when,s,Autobio,0
I,i,s,Autobio,1
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
have,have,s,,0
made,made,s,ReportingEvents,0
her,her,n,PersonPronoun,0
Receive,receive,s,ReportingEvents,0
the,the,s,,0
hurt,hurt,s,Negativity,0
wherewith,wherewith,s,CommonAuthorities,0
her,her,s,PersonPronoun,0
soul,soul,s,Disclosure,0
is,is,s,ReportingStates,0
wounded,wounded,c,ReportingStates,0
",",",",n,ReportingStates,1
She,she,s,PersonPronoun,0
loves,loves,s,Positivity,0
Don,don,s,PersonProperty,0
Roderigo,roderigo,s,UNRECOGNIZED,0
by,by,s,,0
my,my,s,FirstPer,0
means,means,c,Definition,0
",",",",n,Definition,1
And,and,s,,0
by,by,s,,0
my,my,s,FirstPer,0
means,means,s,AbstractConcepts,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
vanquished,vanquished,s,Negative_Relation,0
her,her,s,PersonPronoun,0
disdain,disdain,c,Negative_Relation,0
",",",",n,,0
Then,then,s,,0
since,since,s,,0
to,to,s,,0
take,take,s,ReportingEvents,0
',',c,,0
um,um,s,OralCues,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
laid,laid,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
snare,snare,c,SenseObject,0
",",",",n,,0
To,to,s,,0
free,free,s,AbstractConcepts,0
',',c,,0
um,um,s,OralCues,0
unto,unto,s,CommonAuthorities,0
me,me,s,FirstPer,0
belongs,belongs,s,ReportingEvents,0
the,the,s,,0
care,care,c,StandardsPos,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
yet,yet,s,Resistance,0
in,in,s,Specifiers,0
the,the,s,Specifiers,1
midst,midst,s,Specifiers,2
of,of,s,Specifiers,0
all,all,s,Specifiers,1
their,their,s,PersonPronoun,0
good,good,s,,0
success,success,n,StandardsPos,0
One,one,s,Metadiscourse,0
may,may,s,Metadiscourse,1
perceive,perceive,s,PrivateThinking,0
in,in,s,DirectAddress,0
you,you,s,DirectAddress,1
a,a,s,Specifiers,0
kind,kind,s,Specifiers,1
of,of,s,Specifiers,2
sorrow,sorrow,c,Sad,0
;,;,n,,0
Why,why,s,Question,0
should,should,s,Insist,0
that,that,s,,0
love,love,s,Positivity,0
which,which,s,,0
lifts,lifts,s,ReportingEvents,0
them,them,s,ReportingEvents,1
up,up,s,,0
with,with,s,Positivity,0
joy,joy,n,Positivity,1
Weigh,weigh,s,ReportingEvents,0
your,your,s,DirectAddress,0
great,great,s,StandardsPos,0
heart,heart,s,StandardsPos,1
down,down,s,,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
heavy,heavy,s,SenseProperty,0
sadness,sadness,c,Sad,0
",",",",n,,0
And,and,s,,0
the,the,s,SubjectivePercept,0
interest,interest,s,SubjectivePercept,1
which,which,s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
in,in,s,Specifiers,0
their,their,s,Specifiers,1
love,love,c,Positivity,0
",",",",n,,0
Make,make,s,DirectAddress,0
you,you,s,DirectAddress,1
unhappy,unhappy,c,Negativity,0
",",",",s,,0
when,when,s,,0
themselves,themselves,s,PersonPronoun,0
are,are,s,ReportingStates,0
blessed,blessed,c,StandardsPos,0
?,?,n,Question,0
But,but,s,Resistance,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
too,too,s,SelfDisclosure,2
forward,forward,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
grow,grow,s,ReportingEvents,0
indiscreet,indiscreet,c,StandardsNeg,0
.,.,nn,,0
To,to,s,,0
stifle,stifle,s,Negativity,0
it,it,s,,0
increases,increases,s,Transformation,0
more,more,s,Comparison,0
my,my,s,FirstPer,0
grief,grief,c,Sad,0
!,!,n,,0
Leonora,leonora,c,UNRECOGNIZED,0
",",",",s,,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
know,know,s,Confidence,0
it,it,c,,0
",",",",s,,0
and,and,s,Immediacy,0
now,now,s,Immediacy,1
hear,hear,n,SpaceRelation,0
What,what,s,,0
a,a,s,SubjectivePercept,0
strange,strange,s,SubjectivePercept,1
conflict,conflict,s,Negativity,0
I,i,s,Autobio,0
have,have,s,Autobio,1
had,had,s,Autobio,2
within,within,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
",",",",n,ReasonForward,0
And,and,s,ReasonForward,1
when,when,s,ReasonForward,2
the,the,s,ReasonForward,3
have,have,s,,0
heard,heard,s,Updates,0
it,it,c,,0
",",",",s,,0
pitying,pitying,s,Sad,0
my,my,s,FirstPer,0
weakness,weakness,c,Negativity,0
",",",",n,,0
Admire,admire,s,StandardsPos,0
my,my,s,FirstPer,0
virtue,virtue,c,StandardsPos,0
",",",",s,,0
love,love,s,Positivity,0
is,is,s,Intensity,0
such,such,s,Intensity,1
a,a,s,,0
Tyrant,tyrant,n,Negative_Relation,0
As,as,s,,0
will,will,s,PredictedFuture,0
spare,spare,s,SenseProperty,0
none,none,c,DenyDisclaim,0
",",",",s,,0
this,this,s,,0
Gentleman,gentleman,c,Positivity,0
",",",",s,,0
this,this,s,,0
lover,lover,n,Positivity,0
Which,which,s,,0
I,i,s,SelfDisclosure,0
Have,have,s,SelfDisclosure,1
bestowed,bestowed,s,StandardsPos,0
on,on,s,StandardsPos,1
her,her,c,PersonPronoun,0
",",",",s,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
.,.,nn,,0
You,you,s,DirectAddress,0
Madame,madame,c,PersonProperty,0
?,?,nn,Question,0
Lay,lay,s,ReportingEvents,0
thy,thy,s,DirectAddress,0
hand,hand,s,SenseObject,0
upon,upon,s,,0
my,my,s,SelfDisclosure,0
heart,heart,n,SelfDisclosure,1
And,and,s,,0
feel,feel,s,PrivateThinking,0
now,now,s,Immediacy,0
how,how,s,Question,0
it,it,s,Question,1
pants,pants,s,SenseObject,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
hearing,hearing,s,SubjectivePercept,0
of,of,n,SubjectivePercept,1
The,the,s,Specifiers,0
name,name,s,Specifiers,1
of,of,s,Specifiers,2
its,its,s,,0
own,own,s,ReportingEvents,0
Conqueror,conqueror,c,PersonProperty,0
.,.,nn,,0
Pardon,pardon,s,DirectAddress,0
me,me,c,DirectAddress,1
",",",",s,,0
Madam,madam,c,PersonProperty,0
",",",",n,,0
If,if,s,Contingency,0
blaming,blaming,s,Anger,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
love,love,c,Positivity,0
",",",",s,,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
forget,forget,n,Negativity,0
My,my,s,FirstPer,0
due,due,s,AbstractConcepts,0
respect,respect,c,StandardsPos,0
;,;,s,,0
is,is,s,Question,0
he,he,s,Question,1
a,a,s,,0
match,match,s,SenseObject,0
for,for,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",n,,0
A,a,s,,0
private,private,s,AbstractConcepts,0
Gentleman,gentleman,c,Positivity,0
?,?,s,Question,0
can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
a,a,s,,0
Princess,princess,n,PersonProperty,0
In,in,s,,0
a,a,s,,0
point,point,s,AbstractConcepts,0
of,of,s,Specifiers,0
such,such,s,Specifiers,1
consequence,consequence,s,Consequence,0
forget,forget,n,Negativity,0
Whose,whose,s,PersonPronoun,0
child,child,s,PersonProperty,0
you,you,s,DirectAddress,0
are,are,c,DirectAddress,1
?,?,s,Question,0
what,what,s,Future_Question,0
will,will,s,Future_Question,1
the,the,s,SenseObject,0
King,king,s,SenseObject,1
say,say,c,Citations,0
",",",",s,,0
think,think,s,PrivateThinking,0
you,you,c,DirectAddress,0
?,?,n,Question,0
Do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
remember,remember,c,DirectAddress,0
",",",",s,DirectAddress,1
Madam,madam,c,PersonProperty,0
",",",",s,,0
whose,whose,s,PersonPronoun,0
you,you,s,DirectAddress,0
are,are,c,DirectAddress,1
?,?,nn,Question,0
Yes,yes,c,ConfirmedThght,0
",",",",s,ConfirmedThght,1
yes,yes,c,ConfirmedThght,2
",",",",s,,0
Leonora,leonora,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
will,will,s,PredictedFuture,0
rather,rather,s,Resistance,0
die,die,n,AbstractConcepts,0
Than,than,s,Comparison,0
do,do,s,Intensity,0
a,a,s,Specifiers,0
thing,thing,s,Specifiers,1
unworthy,unworthy,s,StandardsNeg,0
of,of,s,StandardsNeg,1
my,my,s,Autobio,0
birth,birth,c,Autobio,1
:,:,n,,0
Though,though,s,Concessive,0
I,i,s,SelfDisclosure,0
could,could,s,SelfDisclosure,1
tell,tell,s,SelfDisclosure,2
thee,thee,s,DirectAddress,0
that,that,s,,0
in,in,s,,0
noble,noble,s,StandardsPos,0
souls,souls,n,Disclosure,0
Merit,merit,s,StandardsPos,0
alone,alone,s,SpaceRelation,0
ought,ought,s,Insist,0
to,to,s,Insist,1
produce,produce,s,AbstractConcepts,0
true,true,s,Positivity,0
love,love,c,Positivity,1
",",",",n,,0
And,and,s,,0
if,if,s,Contingency,0
my,my,s,SelfDisclosure,0
passion,passion,s,SelfDisclosure,1
would,would,s,ProjectBack,0
fly,fly,s,SceneShift,0
to,to,s,SceneShift,1
excuses,excuses,c,Negativity,0
",",",",n,,0
Many,many,s,,0
examples,examples,s,AbstractConcepts,0
might,might,s,Contingency,0
authorize,authorize,s,CommonAuthorities,0
it,it,c,,0
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
follow,follow,s,,0
that,that,s,,0
in,in,s,Specifiers,0
which,which,s,Specifiers,1
my,my,s,Intensity,0
honor,honor,n,Intensity,1
Must,must,s,Insist,0
be,be,s,ReportingStates,0
engaged,engaged,c,ReportingStates,0
.,.,s,ReportingStates,1
If,if,s,Contingency,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
much,much,s,Intensity,0
of,of,s,StandardsPos,0
love,love,c,StandardsPos,1
",",",",n,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
much,much,s,Intensity,0
more,more,s,Comparison,0
of,of,s,,0
courage,courage,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
me,me,s,FirstPer,0
thinks,thinks,n,Citations,0
A,a,s,Citations,1
noble,noble,s,StandardsPos,0
true,true,s,StandardsPos,0
disdain,disdain,s,Negative_Relation,0
tells,tells,s,Citations,0
me,me,s,Citations,1
that,that,s,,0
I,i,c,FirstPer,0
",",",",n,,0
The,the,s,Biographical_Time,0
daughter,daughter,s,Biographical_Time,1
of,of,s,Biographical_Time,2
a,a,s,SenseObject,0
King,king,c,SenseObject,1
",",",",s,Future_Question,0
should,should,s,Future_Question,1
deem,deem,s,CommonAuthorities,0
all,all,s,Generalization,0
others,others,n,Generalization,1
Below,below,s,AbstractConcepts,0
my,my,s,Positivity,0
love,love,c,Positivity,1
",",",",s,,0
unless,unless,s,Contingency,0
it,it,s,,0
were,were,s,ProjectBack,0
a,a,s,CommonAuthorities,0
Monarch,monarch,c,CommonAuthorities,1
:,:,n,,0
But,but,s,Resistance,0
when,when,s,Resistance,1
I,i,s,FirstPer,0
see,see,s,,0
my,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
of,of,s,,0
force,force,n,Resistance,0
To,to,s,Resistance,1
make,make,s,ReportingEvents,0
its,its,s,,0
own,own,s,ReportingEvents,0
defense,defense,c,AbstractConcepts,0
",",",",s,,0
I,i,s,FirstPer,0
